Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
8002,Entrepreneurship,"Innovation, Business Models and Entrepreneurship",9hrs 15min,Innovation Business Models and Entrepreneurship,https://www.youtube.com/watch?v=9BXq3gcLSMs,Module 1: Introduction to Innovation,1,12th,English/Hindi
8003,Entrepreneurship,"Innovation, Business Models and Entrepreneurship",,Analizing the Current Bussiness Scenario,https://www.youtube.com/watch?v=c9ZENOt1j_w,Module 1: Business Models & Entrepreneurship,1,12th,English/Hindi
8004,Entrepreneurship,"Innovation, Business Models and Entrepreneurship",,Innovation and Creativity-An Introduction,https://www.youtube.com/watch?v=7dHahNW-RzQ,Module 1: Analizing the Current Bussiness Scenario,1,12th,English/Hindi
8005,Entrepreneurship,"Innovation, Business Models and Entrepreneurship",,Innovation in Current Environment,https://www.youtube.com/watch?v=FUD-yIYM3FA,Module 2:  Innovation & Creativity,2,12th,English/Hindi
8006,Entrepreneurship,"Innovation, Business Models and Entrepreneurship",,Types of Innovation,https://www.youtube.com/watch?v=teD4tvEYwFM,Module 2: Types of Innovation,2,12th,English/Hindi
8007,Entrepreneurship,"Innovation, Business Models and Entrepreneurship",,School of Innovation,https://www.youtube.com/watch?v=4lAnvwUTt1s,Module 2: School of Innovation,2,12th,English/Hindi
8008,Entrepreneurship,"Innovation, Business Models and Entrepreneurship",,Challenges of Innovation,https://www.youtube.com/watch?v=SmzvXPSExds,Module 3: Challenges of Innovation,3,12th,English/Hindi
8009,Entrepreneurship,"Innovation, Business Models and Entrepreneurship",,Steps of Innovation Management,https://www.youtube.com/watch?v=cRAgCMaETZM,Module 3: Steps of Innovation Management,3,12th,English/Hindi
8010,Entrepreneurship,"Innovation, Business Models and Entrepreneurship",,Idea Management System,https://www.youtube.com/watch?v=kq5ODX77Qho,Module 3: Idea Management System,3,12th,English/Hindi
8011,Entrepreneurship,"Innovation, Business Models and Entrepreneurship",,Divergent v/s Convergent Thinking,https://www.youtube.com/watch?v=7ZahdDWi-0A,Module 4: Divergent v/s Convergent Thinking,4,12th,English/Hindi
8012,Entrepreneurship,"Innovation, Business Models and Entrepreneurship",,mod2lec10,https://www.youtube.com/watch?v=-uHZaUEvbG8,Module 4: mod2lec10,4,12th,English/Hindi
8013,Entrepreneurship,"Innovation, Business Models and Entrepreneurship",,Experimentation in Innovation Management,https://www.youtube.com/watch?v=UyM9uVbJVhI,Module 4: Experimentation in Innovation Management,4,12th,English/Hindi
8014,Entrepreneurship,"Innovation, Business Models and Entrepreneurship",,Idea Championship,https://www.youtube.com/watch?v=dmci0IVUq00,Module 5: Idea Championship & Participation,5,12th,English/Hindi
