Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
11730,Library Science,CATALOGING & CLASSIFICATION,153hrs 12min,Principles of Classification,https://www.youtube.com/watch?v=5aaCr9vpmxc,Module 1: Introduction to Classification,1,12th,English/Hindi
11731,Library Science,CATALOGING & CLASSIFICATION,,The Principles of Division and Classification,https://www.youtube.com/watch?v=EP89p_vFzZc,Module 1: Introduction to Classification,1,12th,English/Hindi
11732,Library Science,CATALOGING & CLASSIFICATION,,Library of Congress (LC) Tutorial,https://www.youtube.com/watch?v=pryz_ohPzg4,Module 1: Introduction to Classification,1,12th,English/Hindi
11733,Library Science,CATALOGING & CLASSIFICATION,,How to Read a Library of Congress Call Number (University of Arkansas Libraries),https://www.youtube.com/watch?v=4djuA5ZfOWE,Module 1: Introduction to Classification,1,12th,English/Hindi
11734,Library Science,CATALOGING & CLASSIFICATION,,How to Read Call Numbers,https://www.youtube.com/watch?v=_x31Ua0Z044,Module 2: Library of Congress Classification,2,12th,English/Hindi
11735,Library Science,CATALOGING & CLASSIFICATION,,Library of Congress Classification: How books are organized in Academic Libraries,https://www.youtube.com/watch?v=Vq_nXCKqvvI,Module 2: Library of Congress Classification,2,12th,English/Hindi
11736,Library Science,CATALOGING & CLASSIFICATION,,How I Organize and Catalog My Books,https://www.youtube.com/watch?v=NkhNsA3DZcc,Module 2: Library of Congress Classification,2,12th,English/Hindi
11737,Library Science,CATALOGING & CLASSIFICATION,,RDA for Copy Catalogers: The Basics,https://www.youtube.com/watch?v=3z2RR6JaA7c,Module 2: Library of Congress Classification,2,12th,English/Hindi
11738,Library Science,CATALOGING & CLASSIFICATION,,What is a call number,https://www.youtube.com/watch?v=moDcPc-wZEs,Module 3: Understanding Call Numbers,3,12th,English/Hindi
11739,Library Science,CATALOGING & CLASSIFICATION,,Understanding Call Numbers,https://www.youtube.com/watch?v=JbT1MOU3PQs,Module 3: Understanding Call Numbers,3,12th,English/Hindi
11740,Library Science,CATALOGING & CLASSIFICATION,,Location of books by call no,https://www.youtube.com/watch?v=7u_dpfGuM3o,Module 3: Understanding Call Numbers,3,12th,English/Hindi
11741,Library Science,CATALOGING & CLASSIFICATION,,Basic Terms of Library Classification,https://www.youtube.com/watch?v=OSPt32TLFgM,Module 4: Library Classification Basics,4,12th,English/Hindi
11742,Library Science,CATALOGING & CLASSIFICATION,,Basic classification,https://www.youtube.com/watch?v=22s6b-jk9Hs,Module 4: Library Classification Basics,4,12th,English/Hindi
11743,Library Science,CATALOGING & CLASSIFICATION,,Dewey Decimal Numbers Explained,https://www.youtube.com/watch?v=0tFYT1TIFFY,Module 4: Library Classification Basics,4,12th,English/Hindi
11744,Library Science,CATALOGING & CLASSIFICATION,,Shelving Non Fiction Library Books,https://www.youtube.com/watch?v=l3WCZiVsDDY,Module 5: Dewey Decimal System,5,12th,English/Hindi
11745,Library Science,CATALOGING & CLASSIFICATION,,The Dewey Decimal System,https://www.youtube.com/watch?v=Y9795LBWLLA,Module 5: Dewey Decimal System,5,12th,English/Hindi
11746,Library Science,CATALOGING & CLASSIFICATION,,Nonfiction and the Dewey Decimal System,https://www.youtube.com/watch?v=HGog7LVRad4,Module 5: Dewey Decimal System,5,12th,English/Hindi
11747,Library Science,CATALOGING & CLASSIFICATION,,Dewey Decimal Classification: DDC,https://www.youtube.com/watch?v=WikO0FvIfrg,Module 5: Dewey Decimal System,5,12th,English/Hindi
11748,Library Science,CATALOGING & CLASSIFICATION,,Universal Decimal Classification _LIS P02 M12c,https://www.youtube.com/watch?v=MOkcc-SEUco,Module 6: Universal Decimal Classification,6,12th,English/Hindi
11749,Library Science,CATALOGING & CLASSIFICATION,,SLIS 731 - Universal Decimal Classification,https://www.youtube.com/watch?v=kZQbSs5d8b4,Module 6: Universal Decimal Classification,6,12th,English/Hindi
11750,Library Science,CATALOGING & CLASSIFICATION,,Universal decimal classification :an Introduction,https://www.youtube.com/watch?v=frFtHGcss04,Module 6: Universal Decimal Classification,6,12th,English/Hindi
11751,Library Science,CATALOGING & CLASSIFICATION,,UDC Universal Decimal Classification,https://www.youtube.com/watch?v=ICmVsG5mxoQ,Module 6: Universal Decimal Classification,6,12th,English/Hindi
