Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
4650,Human Resource Management,"Diversity, Equity & Inclusion Playlist",3hrs 22min,There's a Place for You,https://www.youtube.com/watch?v=ina0C1J2lZk
4651,Human Resource Management,"Diversity, Equity & Inclusion Playlist",,CalPERS Is Dedicated to Diversity & Inclusion,https://www.youtube.com/watch?v=YErWVJo9SLs
4652,Human Resource Management,"Diversity, Equity & Inclusion Playlist",,"Annual Diversity Report | February 21, 2019",https://www.youtube.com/watch?v=r0aZM0m4h2w
4653,Human Resource Management,"Diversity, Equity & Inclusion Playlist",,"CalPERS Board Meeting | Tuesday, July 12, 2022",https://www.youtube.com/watch?v=ZSjFCg2RSqM
4654,Human Resource Management,"Diversity, Equity & Inclusion Playlist",,"CalPERS Board Meeting | Wednesday, March 17, 2021",https://www.youtube.com/watch?v=nwT89eFvbn8
4655,Human Resource Management,"Diversity, Equity & Inclusion Playlist",,"CalPERS Board Meeting | Wednesday, November 17, 2021",https://www.youtube.com/watch?v=dYSVja0eAyI
