Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
1264,Aerospace Engineering,Learn Ansys in 10 Days,98hrs 5min,Introduction to CAE and FEA | Day 01 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=jdDKjKlIOBQ,Module 1: Introduction to CAE and FEA,1,12th,English/Hindi
1265,Aerospace Engineering,Learn Ansys in 10 Days,,Introduction to Ansys Workbench | Day 02 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=EJxJlfAAW2g,Module 1: Introduction to Ansys Workbench,1,12th,English/Hindi
1266,Aerospace Engineering,Learn Ansys in 10 Days,,Introduction to 1D Analysis in Ansys | Day 03 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=Lu_bl4oLqHc,Module 1: Introduction to 1D Analysis in Ansys,1,12th,English/Hindi
1267,Aerospace Engineering,Learn Ansys in 10 Days,,BAJA Roll CAGE Analysis | Day 04 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=lPNPreJX4uM,Module 1: BAJA Roll CAGE Analysis,1,12th,English/Hindi
1268,Aerospace Engineering,Learn Ansys in 10 Days,,Introduction to 2D Analysis in Ansys | Day 05 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=jhWAy07dB-c,Module 2: Introduction to 2D Analysis in Ansys,2,12th,English/Hindi
1269,Aerospace Engineering,Learn Ansys in 10 Days,,3D Meshing in Ansys  | Day 06 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=LgzQ0u_CLzk,Module 2: 3D Meshing in Ansys,2,12th,English/Hindi
1270,Aerospace Engineering,Learn Ansys in 10 Days,,Static Structural Analysis in Ansys | Day 07 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=cKwbls00JIg,Module 2: Static Structural Analysis in Ansys,2,12th,English/Hindi
1271,Aerospace Engineering,Learn Ansys in 10 Days,,Transient Structural Analysis | Day 08 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=mRcFvmKFqLI,Module 3: Transient Structural Analysis,3,12th,English/Hindi
1272,Aerospace Engineering,Learn Ansys in 10 Days,,Buckling Analysis in Ansys | Day 09 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=ni4btLHO3mw,Module 3: Buckling Analysis in Ansys,3,12th,English/Hindi
1273,Aerospace Engineering,Learn Ansys in 10 Days,,Thermal Analysis in Ansys | Day 10 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=KJ_YR3VZXyE,Module 3: Thermal Analysis in Ansys,3,12th,English/Hindi
