Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
4863,Sports Management,TOURISM ADS,0hrs 94min,Discover Los Angeles / Everyone is Welcome (United States),https://www.youtube.com/watch?v=FJKPmnyPqsg,Module 1: Introduction to Tourism Advertising,1,12th,English/Hindi
4864,Sports Management,TOURISM ADS,,Sweden on Airbnb,https://www.youtube.com/watch?v=C6671CL5fFg,Module 1: Introduction to Tourism Advertising,1,12th,English/Hindi
4865,Sports Management,TOURISM ADS,,Ranveer Singh Switzerland Tourism ad 2017:  #InLoveWithSwitzerland,https://www.youtube.com/watch?v=GJMuIrmnZZU,Module 1: Introduction to Tourism Advertising,1,12th,English/Hindi
4866,Sports Management,TOURISM ADS,,Tourism Australia and Chris Hemsworth,https://www.youtube.com/watch?v=vUF7ja9ehIs,Module 1: Introduction to Tourism Advertising,1,12th,English/Hindi
4867,Sports Management,TOURISM ADS,,Train | Expedia,https://www.youtube.com/watch?v=N-DtNm3zK_o,Module 2:  Tourism Ads Case Studies,2,12th,English/Hindi
4868,Sports Management,TOURISM ADS,,Thomas Cook #NeverTooOld - Woman,https://www.youtube.com/watch?v=6gHIRIJOefY,Module 2:  Tourism Ads Case Studies,2,12th,English/Hindi
4869,Sports Management,TOURISM ADS,,TUI advert 2017 | TUI,https://www.youtube.com/watch?v=qj6okQ2WBaw,Module 2:  Tourism Ads Case Studies,2,12th,English/Hindi
4870,Sports Management,TOURISM ADS,,"The Best Expedia ""Paris"" Travel Commercial. ""I lost you because...""",https://www.youtube.com/watch?v=lxgoJvxeUw0,Module 2:  Tourism Ads Case Studies,2,12th,English/Hindi
4871,Sports Management,TOURISM ADS,,Visit Sri Lanka CNN Ad,https://www.youtube.com/watch?v=bQ-D_PMNMrc,Module 3: Creative Approaches in Tourism Advertising,3,12th,English/Hindi
4872,Sports Management,TOURISM ADS,,Sri Lanka Tourism,https://www.youtube.com/watch?v=zAkCYdNGKpU,Module 3: Creative Approaches in Tourism Advertising,3,12th,English/Hindi
4873,Sports Management,TOURISM ADS,,California Tourism - Dreamers TV Commercial,https://www.youtube.com/watch?v=7KokMa8HX5o,Module 3: Creative Approaches in Tourism Advertising,3,12th,English/Hindi
4874,Sports Management,TOURISM ADS,,Creative Tourism Ad.,https://www.youtube.com/watch?v=ofv9kZ_zW-8,Module 3: Creative Approaches in Tourism Advertising,3,12th,English/Hindi
4875,Sports Management,TOURISM ADS,,INCREDIBLE INDIA | by India & You,https://www.youtube.com/watch?v=77czO8sxABI,Module 3: Creative Approaches in Tourism Advertising,3,12th,English/Hindi
