Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module
14419,Economics,Intro to Political Economy,39hrs 15min,"Intro & Overview - Intro to Political Economy, Lecture1",https://www.youtube.com/watch?v=Icv9MxTuaTU,Module 1: Introduction
14420,Economics,Intro to Political Economy,,"Institutions & Revolutions - Intro to Political Economy, Lecture2",https://www.youtube.com/watch?v=fKdSDPsVcQg,Module 1: Introduction
14421,Economics,Intro to Political Economy,,"Property - Intro to Political Economy, Lecture3",https://www.youtube.com/watch?v=HQPeJZ7dXqM,Module 1: Introduction
14422,Economics,Intro to Political Economy,,"Division of Labor - Intro to Political Economy, Lecture4",https://www.youtube.com/watch?v=SiKgyMz2LW4,Module 2: Production and Exchange
14423,Economics,Intro to Political Economy,,"Entrepreneurship & Rent-Seeking - Intro to Political Economy, Lecture5",https://www.youtube.com/watch?v=cNfn63WY-Tc,Module 2: Production and Exchange
14424,Economics,Intro to Political Economy,,"Entrepreneurship - Intro to Political Economy, Lecture6",https://www.youtube.com/watch?v=kyvQT0BdLeA,Module 2: Production and Exchange
14425,Economics,Intro to Political Economy,,"Opportunity Cost, Price, & What Stuff is 'Worth' - Intro to Political Economy, Lecture7",https://www.youtube.com/watch?v=95FtkIyvFvA,Module 3: Markets and Value
14426,Economics,Intro to Political Economy,,"Money, Banking, & Public Finance - Intro to Political Economy, Lecture8",https://www.youtube.com/watch?v=IgzDNijWYu4,Module 3: Markets and Value
14427,Economics,Intro to Political Economy,,"Bitcoin - Intro to Political Economy, Lecture9",https://www.youtube.com/watch?v=eTGSC42lfmQ,Module 3: Markets and Value
14428,Economics,Intro to Political Economy,,"Morality & the Free Market - Intro to Political Economy, Lecture10",https://www.youtube.com/watch?v=akgBCshzxhk,Module 4: Morality and Collective Action
14429,Economics,Intro to Political Economy,,"Choosing in Groups - Intro to Political Economy, Lecture11",https://www.youtube.com/watch?v=fthmwmrxiC4,Module 4: Morality and Collective Action
14430,Economics,Intro to Political Economy,,"Choosing in Groups II - Intro to Political Economy, Lecture12",https://www.youtube.com/watch?v=pyZWh8zp9_E,Module 5: Public Choice and Social Choice
14431,Economics,Intro to Political Economy,,"Basics of Political Choice - Intro to Political Economy, Lecture13",https://www.youtube.com/watch?v=qfOPvnBv3YA,Module 5: Public Choice and Social Choice
14432,Economics,Intro to Political Economy,,"Political Choice in Multiple Dimensions - Intro to Political Economy, Lecture14",https://www.youtube.com/watch?v=vrQiF3JK8og,Module 5: Public Choice and Social Choice
14433,Economics,Intro to Political Economy,,"Impossibility & Social Choice - Intro to Political Economy, Lecture15",https://www.youtube.com/watch?v=J0aI8H8nWyk,Module 5: Public Choice and Social Choice
14434,Economics,Intro to Political Economy,,"Externalities & Market Failure - Intro to Political Economy, Lecture16",https://www.youtube.com/watch?v=zM0ZTzCDS3I,Module 6: Market Failure and the Firm
14435,Economics,Intro to Political Economy,,"Pirates & the Theory of the Firm - Intro to Political Economy, Lecture17",https://www.youtube.com/watch?v=a9bRw6ZWIvA,Module 6: Market Failure and the Firm
