Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module
11591,Human Resources,OSHA Safety Videos 2019,11hrs 3min,"Slips, Trips & Falls - The Fatal Half Inch - Safety Training Video",https://www.youtube.com/watch?v=H_iYaQSJTdc,"Module 1: Slips, Trips, and Falls"
11592,Human Resources,OSHA Safety Videos 2019,,An introduction to electrical safety for factory workers,https://www.youtube.com/watch?v=PoKuMdTydsY,Module 1: Electrical Safety
11593,Human Resources,OSHA Safety Videos 2019,,Planning for Workplace Emergencies,https://www.youtube.com/watch?v=hMWxGtadGm4,Module 1: Emergency Preparedness
11594,Human Resources,OSHA Safety Videos 2019,,Emergency Evacuation Procedures | Your ACSA Safety Training,https://www.youtube.com/watch?v=SYC4Tpnuetg,Module 1: Ergonomics
11595,Human Resources,OSHA Safety Videos 2019,,Ergonomics - Safety Training Video Course - SafetyInfo.com,https://www.youtube.com/watch?v=PoTClRRQ7bM,Module 2: Eye Safety
11596,Human Resources,OSHA Safety Videos 2019,,Eye Safety - Safety Eyewear - Eye Injury Prevention,https://www.youtube.com/watch?v=pfAZwGZS-Hk,Module 2: PPE Fundamentals
11597,Human Resources,OSHA Safety Videos 2019,,Eye Protection,https://www.youtube.com/watch?v=WTBxoZmAqIc,Module 2: Fire Safety Essentials
11598,Human Resources,OSHA Safety Videos 2019,,In the Blink of an Eye - PPE for Eye Safety,https://www.youtube.com/watch?v=Vh8aniRtKQU,Module 2: First Aid and Workplace Safety
11599,Human Resources,OSHA Safety Videos 2019,,Workplace Eye Protection-PPE - Safety Video,https://www.youtube.com/watch?v=0DYgLlWzYqk,Module 3: Hand and Foot Protection
11600,Human Resources,OSHA Safety Videos 2019,,Why do we wear PPE - mec .wmv,https://www.youtube.com/watch?v=KgkvxUtczLA,Module 3: Hearing Conservation
11601,Human Resources,OSHA Safety Videos 2019,,"Exit Routes, Emergency Action Plans, Fire Prevention Plans, and Fire Protection",https://www.youtube.com/watch?v=GYoUWKhKQdI,Module 3: Material Handling
11602,Human Resources,OSHA Safety Videos 2019,,Fire Extinguisher Training & Fire Prevention,https://www.youtube.com/watch?v=5dMAGhCsGkQ,Module 3: Respiratory Protection and Tool Safety
11603,Human Resources,OSHA Safety Videos 2019,,Fire Safety Compliance Video,https://www.youtube.com/watch?v=7nr5s8EEWik,Module 4: Workplace Hazards
11604,Human Resources,OSHA Safety Videos 2019,,First Aid In The Workplace,https://www.youtube.com/watch?v=TWvz-8ucCUM,Module 4: Hot Work Safety
11605,Human Resources,OSHA Safety Videos 2019,,First Aid Training,https://www.youtube.com/watch?v=DitPHn466AY,Module 4: Hot Work Safety
11606,Human Resources,OSHA Safety Videos 2019,,Foot Safety in the Workplace - Safetycare Workplace Safety Video - PPE free,https://www.youtube.com/watch?v=J8sRxipqdG8,Module 4: Hot Work Safety
11607,Human Resources,OSHA Safety Videos 2019,,PPE Training For Foot Protection   Foot Protection,https://www.youtube.com/watch?v=4KaUq2F9zC8,Module 4: Hot Work Safety
11608,Human Resources,OSHA Safety Videos 2019,,Leg & Foot Protection PPE,https://www.youtube.com/watch?v=hfHmaxmykgU,Module 4: Hot Work Safety
11609,Human Resources,OSHA Safety Videos 2019,,Protect Your Hands  - Four Basics - Safety Training Video - Avoid Hand Injuries,https://www.youtube.com/watch?v=-BIx_OsfbCk,Module 4: Hot Work Safety
11610,Human Resources,OSHA Safety Videos 2019,,PPE Hands - Proper Gloves for the Task,https://www.youtube.com/watch?v=gkilpcWD5dA,Module 4: Hot Work Safety
11611,Human Resources,OSHA Safety Videos 2019,,OSHA Hardhat Safety Video,https://www.youtube.com/watch?v=iFmGllGnjso,Module 4: Hot Work Safety
11612,Human Resources,OSHA Safety Videos 2019,,Hearing Conservation and Safety Training Video,https://www.youtube.com/watch?v=fG6CL3-CFRU,Module 4: Hot Work Safety
11613,Human Resources,OSHA Safety Videos 2019,,Hearing Loss: Myths & Facts - Safety Training Video - Causes & Prevention,https://www.youtube.com/watch?v=iTFPh-COLFk,Module 4: Hot Work Safety
11614,Human Resources,OSHA Safety Videos 2019,,"Hand Carts/Trucks Material Handling - Safety Training Video - Back Injury, Hazards, Unsafe Work!",https://www.youtube.com/watch?v=jA0a3ylxcns,Module 4: Hot Work Safety
11615,Human Resources,OSHA Safety Videos 2019,,Materials Handling Safety,https://www.youtube.com/watch?v=9ept_qwqA08,Module 4: Hot Work Safety
11616,Human Resources,OSHA Safety Videos 2019,,Osha Respiratory Protection Video,https://www.youtube.com/watch?v=sFGqbDbSSpM,Module 4: Hot Work Safety
11617,Human Resources,OSHA Safety Videos 2019,,HAND & POWER TOOL SAFETY,https://www.youtube.com/watch?v=ZbOo1PdU0vs,Module 4: Hot Work Safety
11618,Human Resources,OSHA Safety Videos 2019,,Hand and Power Tool Safety Training Video from SafetyVideos.com,https://www.youtube.com/watch?v=wid-SXfbv68,Module 4: Hot Work Safety
11619,Human Resources,OSHA Safety Videos 2019,,Workplace Violence,https://www.youtube.com/watch?v=WtmpuTZ3MKs,Module 4: Hot Work Safety
11620,Human Resources,OSHA Safety Videos 2019,,OSHA HOT WORK SAFETY,https://www.youtube.com/watch?v=utQ8Q1dsKXw,Module 4: Hot Work Safety
11621,Human Resources,OSHA Safety Videos 2019,,Hot work safety,https://www.youtube.com/watch?v=pnuuYX1ecAA,Module 4: Hot Work Safety
11622,Human Resources,OSHA Safety Videos 2019,,"Welding, Cutting, and Hot Work Safety. By Markus Wesaw®",https://www.youtube.com/watch?v=cRQeI7uRQP0,Module 4: Hot Work Safety
