Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
7103,Urban Planning,Fall 2019: Urban Policy Analysis,184hrs 1min,Urban Policy Analysis (10/2/19),https://www.youtube.com/watch?v=IQN6L2nGSYY,Module 1: Intro to Urban Policy Analysis,1,12th,English/Hindi
7104,Urban Planning,Fall 2019: Urban Policy Analysis,,Urban Policy Analysis (10/7/19),https://www.youtube.com/watch?v=De2LahbX2Sw,Module 1: Intro to Urban Policy Analysis,1,12th,English/Hindi
7105,Urban Planning,Fall 2019: Urban Policy Analysis,,Urban Policy Analysis (10/9/19),https://www.youtube.com/watch?v=5kwMdZltSG0,Module 1: Intro to Urban Policy Analysis,1,12th,English/Hindi
7106,Urban Planning,Fall 2019: Urban Policy Analysis,,Urban Policy Analysis (10/14/19),https://www.youtube.com/watch?v=Lkeph3Iq_r0,Module 2: Housing Policy,2,12th,English/Hindi
7107,Urban Planning,Fall 2019: Urban Policy Analysis,,Urban Policy Analysis (10/16/19),https://www.youtube.com/watch?v=8KX8iKEQGoQ,Module 2: Housing Policy,2,12th,English/Hindi
7108,Urban Planning,Fall 2019: Urban Policy Analysis,,Urban Policy Analysis (10-21-19),https://www.youtube.com/watch?v=4IJMYGXeYhI,Module 2: Housing Policy,2,12th,English/Hindi
7109,Urban Planning,Fall 2019: Urban Policy Analysis,,Urban Policy Analysis (10/23/19),https://www.youtube.com/watch?v=xDVharxQVXc,Module 3: Transportation Policy,3,12th,English/Hindi
7110,Urban Planning,Fall 2019: Urban Policy Analysis,,Urban Policy Analysis (10-30-19),https://www.youtube.com/watch?v=yLAmQjLL8hE,Module 3: Transportation Policy,3,12th,English/Hindi
7111,Urban Planning,Fall 2019: Urban Policy Analysis,,Urban Policy Analysis (11/4/19),https://www.youtube.com/watch?v=PSlOXvw7O6M,Module 4: Economic Development,4,12th,English/Hindi
7112,Urban Planning,Fall 2019: Urban Policy Analysis,,Urban Policy Analysis (11/6/19),https://www.youtube.com/watch?v=VebIbCSvTEE,Module 4: Economic Development,4,12th,English/Hindi
7113,Urban Planning,Fall 2019: Urban Policy Analysis,,Urban Policy Analysis (11/13/19),https://www.youtube.com/watch?v=4V756PrF6tg,Module 5: Environmental Policy,5,12th,English/Hindi
7114,Urban Planning,Fall 2019: Urban Policy Analysis,,Urban Policy Analysis (11-20-19),https://www.youtube.com/watch?v=X4C96V7lIP8,Module 5: Environmental Policy,5,12th,English/Hindi
7115,Urban Planning,Fall 2019: Urban Policy Analysis,,Urban Policy Analysis (11-25-19),https://www.youtube.com/watch?v=vGIz53EJgO8,Module 6: Urban Governance,6,12th,English/Hindi
7116,Urban Planning,Fall 2019: Urban Policy Analysis,,Urban Policy Analysis (12-02-19),https://www.youtube.com/watch?v=s07S6MxXeeM,Module 6: Urban Governance,6,12th,English/Hindi
