Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
3181,Chemical Engineering,ES301- Energy and Environmental engineering,33hrs 17min,1.1 Introduction to Energy | ES301 |,https://www.youtube.com/watch?v=ZwEOVdjUBws,Module 1: Introduction to Energy and Sustainability,1
3182,Chemical Engineering,ES301- Energy and Environmental engineering,,1.2 Sustainability & Environment | ES301 |,https://www.youtube.com/watch?v=rGXM_ZqSX4U,Module 1: Introduction to Energy and Sustainability,1
3183,Chemical Engineering,ES301- Energy and Environmental engineering,,1.3 Fossil Fuels | ES301|,https://www.youtube.com/watch?v=7qjBSNduov0,Module 1: Introduction to Energy and Sustainability,1
3184,Chemical Engineering,ES301- Energy and Environmental engineering,,1.3.1 Classification of Fossil Fuels | ES301 |,https://www.youtube.com/watch?v=HiKi-FFO5x4,Module 1: Introduction to Energy and Sustainability,1
3185,Chemical Engineering,ES301- Energy and Environmental engineering,,1.4 Coal | ES301 |,https://www.youtube.com/watch?v=yFRDnGdNVrU,Module 2: Fossil Fuels and Their Alternatives,2
3186,Chemical Engineering,ES301- Energy and Environmental engineering,,1.5 Oil | ES301 |,https://www.youtube.com/watch?v=1Fpw1y5xV9k,Module 2: Fossil Fuels and Their Alternatives,2
3187,Chemical Engineering,ES301- Energy and Environmental engineering,,1.6 Coal Gasification |  ES301 |,https://www.youtube.com/watch?v=h53ReOpa8iA,Module 2: Fossil Fuels and Their Alternatives,2
3188,Chemical Engineering,ES301- Energy and Environmental engineering,,1.7 Alternatives for Fossil Fuels | ES301 |,https://www.youtube.com/watch?v=hKI0tjrAGtE,Module 2: Fossil Fuels and Their Alternatives,2
3189,Chemical Engineering,ES301- Energy and Environmental engineering,,1.7.1 Principles of Biomass Energy | ES301 |,https://www.youtube.com/watch?v=oAeHEr2Ylw0,Module 3: Renewable Energy Sources,3
3190,Chemical Engineering,ES301- Energy and Environmental engineering,,1.8 Wind Energy | ES301 |,https://www.youtube.com/watch?v=zviT6jTgibg,Module 3: Renewable Energy Sources,3
3191,Chemical Engineering,ES301- Energy and Environmental engineering,,1.9 Solar Energy | ES301 |,https://www.youtube.com/watch?v=2UGR7aKyJAk,Module 3: Renewable Energy Sources,3
3192,Chemical Engineering,ES301- Energy and Environmental engineering,,1.10 Nuclear Energy |  ES301 |,https://www.youtube.com/watch?v=e0yn5QiO1QQ,Module 3: Renewable Energy Sources,3
3193,Chemical Engineering,ES301- Energy and Environmental engineering,,1.11 Tidal Energy | ES301 |,https://www.youtube.com/watch?v=r8DEpPF_Mcg,Module 3: Renewable Energy Sources,3
3194,Chemical Engineering,ES301- Energy and Environmental engineering,,"1.11.1 Advantages, disadvantages & challenges of Tidal energy | ES301 |",https://www.youtube.com/watch?v=CgFWPv5nulc,Module 4: Renewable Energy Sources and Energy Storage,4
3195,Chemical Engineering,ES301- Energy and Environmental engineering,,1.12  Hydrogen Energy | ES301 |,https://www.youtube.com/watch?v=TnDU3tkSjWU,Module 4: Renewable Energy Sources and Energy Storage,4
3196,Chemical Engineering,ES301- Energy and Environmental engineering,,1.12.1 Advantages limitation & Applications of Hydrogen Energy | ES301 |,https://www.youtube.com/watch?v=dXSOL9CgAyk,Module 4: Renewable Energy Sources and Energy Storage,4
3197,Chemical Engineering,ES301- Energy and Environmental engineering,,1.13 Possibilities for Energy Storage & Regeneration | ES301 |,https://www.youtube.com/watch?v=cplQAndKXew,Module 4: Renewable Energy Sources and Energy Storage,4
3198,Chemical Engineering,ES301- Energy and Environmental engineering,,1.14 Pumped Storage Hydro Power Projects | ES301 |,https://www.youtube.com/watch?v=mk5HkEPrX4w,Module 5: Energy Storage and Regeneration,5
3199,Chemical Engineering,ES301- Energy and Environmental engineering,,1.14.1 Important Features of Pumped Storage Hydro Power Projects | ES301 |,https://www.youtube.com/watch?v=VOHP59dhv1A,Module 5: Energy Storage and Regeneration,5
3200,Chemical Engineering,ES301- Energy and Environmental engineering,,1.15 Superconductor-Based Energy Storages | ES301 |,https://www.youtube.com/watch?v=_L9oZyygJKI,Module 5: Energy Storage and Regeneration,5
3201,Chemical Engineering,ES301- Energy and Environmental engineering,,1.16 High Efficiency Batteries | ES301 |,https://www.youtube.com/watch?v=F_wWT8ntWfw,Module 5: Energy Storage and Regeneration,5
3202,Chemical Engineering,ES301- Energy and Environmental engineering,,1.16.1 Charging Advantages & Disadvantages of Li-Ion Battery | ES301 |,https://www.youtube.com/watch?v=f640U0p1tGs,Module 5: Energy Storage and Regeneration,5
3203,Chemical Engineering,ES301- Energy and Environmental engineering,,2.1 Introduction to Ecosystems | ES301 |,https://www.youtube.com/watch?v=q2Z4F0iJcsw,Module 5: Energy Storage and Regeneration,5
3204,Chemical Engineering,ES301- Energy and Environmental engineering,,2.2 Concept of an Ecosystem | ES301 |,https://www.youtube.com/watch?v=kfcLCIQQsts,Module 6: Introduction to Ecosystems and Their Functions,6
3205,Chemical Engineering,ES301- Energy and Environmental engineering,,2.3 Structure of An Ecosystem | ES301 |,https://www.youtube.com/watch?v=NgfxcASI4dA,Module 6: Introduction to Ecosystems and Their Functions,6
3206,Chemical Engineering,ES301- Energy and Environmental engineering,,2.3.1 Biotic Components | ES301 |,https://www.youtube.com/watch?v=d1e10vU5Es4,Module 6: Introduction to Ecosystems and Their Functions,6
3207,Chemical Engineering,ES301- Energy and Environmental engineering,,2.4 Functions of ecosystem | ES301 |,https://www.youtube.com/watch?v=-Ui4Nm5YP3U,Module 6: Introduction to Ecosystems and Their Functions,6
3208,Chemical Engineering,ES301- Energy and Environmental engineering,,2.5 Energy Flows in the Ecosystem | ES301 |,https://www.youtube.com/watch?v=xiEnw2w-SnQ,Module 7: Energy Flow and Ecological Interactions,7
3209,Chemical Engineering,ES301- Energy and Environmental engineering,,2.5.1 Ecological Efficiency | ES301 |,https://www.youtube.com/watch?v=jOTHANsN4o0,Module 7: Energy Flow and Ecological Interactions,7
3210,Chemical Engineering,ES301- Energy and Environmental engineering,,2.6 Ecological Succession | ES301 |,https://www.youtube.com/watch?v=geYYCnj3enw,Module 7: Energy Flow and Ecological Interactions,7
3211,Chemical Engineering,ES301- Energy and Environmental engineering,,2.7 Food Chain | ES301 |,https://www.youtube.com/watch?v=MUumQmk6CBM,Module 7: Energy Flow and Ecological Interactions,7
3212,Chemical Engineering,ES301- Energy and Environmental engineering,,2.7.1 Types of Food Chains | ES301 |,https://www.youtube.com/watch?v=7VGHQjgRWbU,Module 7: Energy Flow and Ecological Interactions,7
3213,Chemical Engineering,ES301- Energy and Environmental engineering,,2.8 Food Web | ES301 |,https://www.youtube.com/watch?v=QGdN2UPLrLA,Module 8: Ecological Pyramids and Ecosystems,8
3214,Chemical Engineering,ES301- Energy and Environmental engineering,,2.9 Ecological pyramids-Energy pyramid | ES301 |,https://www.youtube.com/watch?v=oLRGsd9n-wM,Module 8: Ecological Pyramids and Ecosystems,8
3215,Chemical Engineering,ES301- Energy and Environmental engineering,,2.9.1 E P Biomass pyramid | ES301 |,https://www.youtube.com/watch?v=ubyS3wsOgN0,Module 8: Ecological Pyramids and Ecosystems,8
3216,Chemical Engineering,ES301- Energy and Environmental engineering,,2.9.2 E P Number pyramid | ES301 |,https://www.youtube.com/watch?v=XOxiWigBgSo,Module 8: Ecological Pyramids and Ecosystems,8
3217,Chemical Engineering,ES301- Energy and Environmental engineering,,2.10 Forest Ecosystem | ES301 |,https://www.youtube.com/watch?v=vKLk5IWSY98,Module 8: Ecological Pyramids and Ecosystems,8
3218,Chemical Engineering,ES301- Energy and Environmental engineering,,2.10.1 Components of Forest Ecosystem - Productivity & Decomposition | ES301 |,https://www.youtube.com/watch?v=oJ1M6xEa6Z4,Module 8: Ecological Pyramids and Ecosystems,8
3219,Chemical Engineering,ES301- Energy and Environmental engineering,,2.10.1.1 Components of Forest Ecosystem – Energy flow & Nutrient cycling | ES301 |,https://www.youtube.com/watch?v=asZfJ3AO3u4,Module 8: Ecological Pyramids and Ecosystems,8
3220,Chemical Engineering,ES301- Energy and Environmental engineering,,2.10.2 Flow chart of Forest Ecosystem | ES301 |,https://www.youtube.com/watch?v=WR-s4mRJmCA,Module 9: Terrestrial Ecosystems,9
3221,Chemical Engineering,ES301- Energy and Environmental engineering,,2.11 Grassland Ecosystem | ES301 |,https://www.youtube.com/watch?v=1zvUacutWdY,Module 9: Terrestrial Ecosystems,9
3222,Chemical Engineering,ES301- Energy and Environmental engineering,,2.12 Desert Ecosystem | ES301 |,https://www.youtube.com/watch?v=wQ2M_b0XNuU,Module 9: Terrestrial Ecosystems,9
3223,Chemical Engineering,ES301- Energy and Environmental engineering,,2.13 Aquatic ecosystems – Ocean ecosystem | ES301 |,https://www.youtube.com/watch?v=hablPwJ2XdA,Module 9: Terrestrial Ecosystems,9
3224,Chemical Engineering,ES301- Energy and Environmental engineering,,2.13.1 Ponds and Rivers ecosystems | ES301 |,https://www.youtube.com/watch?v=PjqyY1QwCks,Module 10: Aquatic Ecosystems and Biodiversity,10
