Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
6041,Psychology,Personality,0hrs 716min,CONSTRUCTS OF PERSONALITY | Personality| Psychology Entrances| Mind Review,https://www.youtube.com/watch?v=a2bBk4dVVwY
6042,Psychology,Personality,,Type Approach of Personality | Personality| Psychology Entrances| Mind Review,https://www.youtube.com/watch?v=yuhkbNKrwwE
6043,Psychology,Personality,,Trait Approach of Personality | Personality| Psychology Entrances| Mind Review,https://www.youtube.com/watch?v=mGTef2QQxUE
6044,Psychology,Personality,,Psychoanalytical Approach of Personality | Personality| Psychology Entrances| Mind Review,https://www.youtube.com/watch?v=Y8XXcWguMzI
6045,Psychology,Personality,,Neo Psychoanalytical Approach of Personality | Personality| Psychology Entrances| Mind Review,https://www.youtube.com/watch?v=HR8vQGIpGC4
6046,Psychology,Personality,,Humanistic Approach of Personality | Personality| Psychology Entrances| Mind Review,https://www.youtube.com/watch?v=ZEEumSrsEUY
6047,Psychology,Personality,,Cognitive Approach to Personality | Personality| Psychology Entrances| Mind Review,https://www.youtube.com/watch?v=FNVZrQLLlC8
6048,Psychology,Personality,,Behavioural Approach to Personality | Personality| Psychology Entrances| Mind Review,https://www.youtube.com/watch?v=rMXUl_jNCp4
6049,Psychology,Personality,,Neo-Cognitive Approach to Personality | Personality| Psychology Entrances| Mind Review,https://www.youtube.com/watch?v=hPKQJSW0r9U
