Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module
9796,Finance,NOC Jan 2020: Behavioral and Personal Finance,18hrs 21min,Behavioral and Personal Finance,https://www.youtube.com/watch?v=MPooO1msEfo,Module 1: Introduction to Behavioral Economics and Finance
9797,Finance,NOC Jan 2020: Behavioral and Personal Finance,,Lecture 01: Introduction to Behavioral Economics and Finance,https://www.youtube.com/watch?v=5JGz3ua_48o,Module 1: Introduction to Behavioral Economics and Finance
9798,Finance,NOC Jan 2020: Behavioral and Personal Finance,,Lecture 02: Introduction to Behavioral Economics and Finance (Contd.),https://www.youtube.com/watch?v=atRgQAYzO78,Module 1: Economics of Decision Making
9799,Finance,NOC Jan 2020: Behavioral and Personal Finance,,Lecture 03: Economics of Decision Making,https://www.youtube.com/watch?v=fQb4zXcAjuw,Module 1: Economics of Decision Making
9800,Finance,NOC Jan 2020: Behavioral and Personal Finance,,Lecture 04: Economics of Decision Making (Contd.),https://www.youtube.com/watch?v=eU524VR58Ww,Module 2: Decision Making Under Risk and Uncertainty
9801,Finance,NOC Jan 2020: Behavioral and Personal Finance,,Lecture 05: Decision Making Under Risk and Uncertainty,https://www.youtube.com/watch?v=0KmgdWooYo0,Module 2: Decision Making Under Risk and Uncertainty
9802,Finance,NOC Jan 2020: Behavioral and Personal Finance,,Lecture 06: Decision Making Under Risk and Uncertainty (Contd.),https://www.youtube.com/watch?v=v8Mhoo4byXg,Module 2: Non-expected Utility Preferences
9803,Finance,NOC Jan 2020: Behavioral and Personal Finance,,Lecture 07: Non-expected Utility Preferences,https://www.youtube.com/watch?v=KLlutZbSglI,Module 2: Non-expected Utility Preferences
9804,Finance,NOC Jan 2020: Behavioral and Personal Finance,,Lecture 08: Non-expected Utility Preferences (Contd.),https://www.youtube.com/watch?v=Gi25hNM5I-w,Module 3: Prospect Theory and Behavioral Biases
9805,Finance,NOC Jan 2020: Behavioral and Personal Finance,,Lecture 09: Prospect Theory and Behavioral Biases,https://www.youtube.com/watch?v=Wubeb8KXUww,Module 3: Prospect Theory and Behavioral Finance
