Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,Minimum Education,Language
3524,Electrical Engineering,Microprocessor,16hrs 20min,Lec-1: Microprocessor and Microcontroller in Computer system,https://www.youtube.com/watch?v=SBh6dJMM6AI,Module 1: Introduction to Microprocessors and 8085,12th,English/Hindi
3525,Electrical Engineering,Microprocessor,,Microprocessor vs Microcontroller🎮💻 #shorts #ytshorts #education #electronic #computer,https://www.youtube.com/watch?v=bf9BYmYPqkE,Module 1: Introduction to Microprocessors and 8085,12th,English/Hindi
3526,Electrical Engineering,Microprocessor,,Lec-2: Introduction to 8085 Microprocessor,https://www.youtube.com/watch?v=rjnDD0f6vMY,Module 1: Introduction to Microprocessors and 8085,12th,English/Hindi
3527,Electrical Engineering,Microprocessor,,Lec-3: 8085 | 40-pin diagram | External Architecture in Hindi,https://www.youtube.com/watch?v=llh4rkvj2OA,Module 1: Introduction to Microprocessors and 8085,12th,English/Hindi
3528,Electrical Engineering,Microprocessor,,Lec-4: Internal Architecture of 8085 Microprocessor | Working of 8085,https://www.youtube.com/watch?v=w2oXhH02GSU,Module 2: 8085 Architecture and Instructions,12th,English/Hindi
3529,Electrical Engineering,Microprocessor,,Lec-5: Types of Registers in 8085 | Accumulator | General Purpose Register,https://www.youtube.com/watch?v=z0ktlO0qLbQ,Module 2: 8085 Architecture and Instructions,12th,English/Hindi
3530,Electrical Engineering,Microprocessor,,Lec-6: Types of Flag Register in 8085 Microprocessor | Auxiliary carry | Parity | Carry flag,https://www.youtube.com/watch?v=rlcBbFa9A6M,Module 2: 8085 Architecture and Instructions,12th,English/Hindi
3531,Electrical Engineering,Microprocessor,,Lec-7: Sign flag & Zero Flag in 8085 | Flag Register | Microprocessor,https://www.youtube.com/watch?v=WXzeS_BLnsY,Module 2: 8085 Architecture and Instructions,12th,English/Hindi
3532,Electrical Engineering,Microprocessor,,"Lec-8: Instruction in 8085 | 1B, 2B & 3B Instructions | Opcode & Operand | Microprocessor",https://www.youtube.com/watch?v=ln6U1oqSOoo,Module 3: 8085 Branching and Addressing Modes,12th,English/Hindi
3533,Electrical Engineering,Microprocessor,,Lec-9: Branching in 8085 | Microprocessor,https://www.youtube.com/watch?v=ZCthW8daesA,Module 3: 8085 Branching and Addressing Modes,12th,English/Hindi
3534,Electrical Engineering,Microprocessor,,Lec-10: Unconditional Branching in 8085 | Microprocessor,https://www.youtube.com/watch?v=vkpPGW-IwUg,Module 3: 8085 Branching and Addressing Modes,12th,English/Hindi
3535,Electrical Engineering,Microprocessor,,Lec-11: Addressing modes in 8085 | Microprocessor,https://www.youtube.com/watch?v=vkNVBai9Ciw,Module 4: Introduction to 8086 and 8051,12th,English/Hindi
3536,Electrical Engineering,Microprocessor,,Lec-12: Introduction to 8086 Microprocessor,https://www.youtube.com/watch?v=nV0pC0-zJc0,Module 4: Introduction to 8086 and 8051,12th,English/Hindi
3537,Electrical Engineering,Microprocessor,,Lec-13: Architecture of 8086 Microprocessor,https://www.youtube.com/watch?v=W1DMmuunJZU,Module 4: Introduction to 8086 and 8051,12th,English/Hindi
3538,Electrical Engineering,Microprocessor,,Lec-14: Introduction to 8051 Microcontroller | Basic Features & Imp Points,https://www.youtube.com/watch?v=KcD5ffnfEcA,Module 4: Introduction to 8086 and 8051,12th,English/Hindi
3539,Electrical Engineering,Microprocessor,,40 Pin📌 Diagram of 8051 Microcontroller#shorts #shortvideo #ytshorts #education,https://www.youtube.com/watch?v=1U3tu3UZRU8,Module 4: Introduction to 8086 and 8051,12th,English/Hindi
3540,Electrical Engineering,Microprocessor,,Conditional Branching in 8085 | Branching in Microprocessor,https://www.youtube.com/watch?v=yu5ovUbPC0I,Module 4: Introduction to 8086 and 8051,12th,English/Hindi
