Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
4571,Human Resource Management,Labour Laws,25hrs 15min,"Industrial Dispute Act in Single Slide | The Industrial Dispute Act, 1947",https://www.youtube.com/watch?v=si3JdzlYs8A,Module 1: Introduction to Industrial Dispute Act,1,12th,English/Hindi
4572,Human Resource Management,Labour Laws,,"Background of Industrial Act | Labour Laws | The Industrial Dispute Act, 1947",https://www.youtube.com/watch?v=2aDllcZlB9E,Module 1: Introduction to Industrial Dispute Act,1,12th,English/Hindi
4573,Human Resource Management,Labour Laws,,"Objects of Industrial Industrial Dispute Act | Labour Laws | The Industrial Dispute Act, 1947",https://www.youtube.com/watch?v=eNUoFK3Q1Gc,Module 1: Introduction to Industrial Dispute Act,1,12th,English/Hindi
4574,Human Resource Management,Labour Laws,,"Features of Industrial Dispute Act | Labour Laws | The Industrial Dispute Act, 1947",https://www.youtube.com/watch?v=Mhc9EoBTYb4,Module 1: Introduction to Industrial Dispute Act,1,12th,English/Hindi
4575,Human Resource Management,Labour Laws,,"Industrial Dispute Act Complete Structure | Industrial Dispute Act, 1947 | Labour Laws",https://www.youtube.com/watch?v=U_Od_3HauH0,Module 2: Key Concepts and Definitions,2,12th,English/Hindi
4576,Human Resource Management,Labour Laws,,"Industry 2(j) under Industrial Dispute Act, 1947",https://www.youtube.com/watch?v=ZjF_hfT9cT4,Module 2: Key Concepts and Definitions,2,12th,English/Hindi
4577,Human Resource Management,Labour Laws,,"Industrial Dispute and Individual Dispute | Section 2(k) & 2A | The Industrial Dispute Act, 1947",https://www.youtube.com/watch?v=GO98S-8X0R8,Module 2: Key Concepts and Definitions,2,12th,English/Hindi
4578,Human Resource Management,Labour Laws,,"Strike | Section 2(q) and Section 22 - 28 | The Industrial Dispute Act, 1947",https://www.youtube.com/watch?v=CcrsQzgy7us,Module 3: Strikes and Lockouts,3,12th,English/Hindi
4579,Human Resource Management,Labour Laws,,"Types of Strike | Labour Law | The Industrial Dispute Act, 1947",https://www.youtube.com/watch?v=XCwgtxL8ZW4,Module 3: Strikes and Lockouts,3,12th,English/Hindi
4580,Human Resource Management,Labour Laws,,"Lock-out | Section 2(1) and 22 to 28 | The Industrial Dispute Act, 1947 | Labour Laws",https://www.youtube.com/watch?v=TISLq8hEmDU,Module 3: Strikes and Lockouts,3,12th,English/Hindi
4581,Human Resource Management,Labour Laws,,PF Advances | Employee Provident Fund Act | Section 68,https://www.youtube.com/watch?v=9HpQdsk_uvo,Module 4: Other Important Provisions,4,12th,English/Hindi
4582,Human Resource Management,Labour Laws,,ಭವಿಷ್ಯ ನಿಧಿ ಮುಂಗಡ | PF Advances | EPF Act | Section 68,https://www.youtube.com/watch?v=oCrxZ80ddnI,Module 4: Other Important Provisions,4,12th,English/Hindi
4583,Human Resource Management,Labour Laws,,"HOW TO WRITE LAW EXAMS? Strategy for Preparation, Time Management, Long, Short & Problem Solving",https://www.youtube.com/watch?v=DEjepF86jcI,Module 5: Exam Preparation and Practical Application,5,12th,English/Hindi
4584,Human Resource Management,Labour Laws,,HR HAND NOTE FOR HIGHER PENSION SCHEME | ALL YOU SHOULD KNOW ABOUT HIGHER PENSION SCHEME,https://www.youtube.com/watch?v=WewAKXrDYLw,Module 5: Exam Preparation and Practical Application,5,12th,English/Hindi
4585,Human Resource Management,Labour Laws,,Professional Tax Updates for Karnataka,https://www.youtube.com/watch?v=Lbzs9l-fENc,Module 5: Exam Preparation and Practical Application,5,12th,English/Hindi
4586,Human Resource Management,Labour Laws,,Will end of Contract Employment concludes the Right of Employee under Maternity Benefit Act?!,https://www.youtube.com/watch?v=3FXQmXOfwTs,Module 5: Exam Preparation and Practical Application,5,12th,English/Hindi
