Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
1104,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),30hrs 5min,"1. Introduction To Organizational Behaviour, Nature & Scope Of OB |OB|",https://www.youtube.com/watch?v=pHg3ZfGk5j0
1105,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,"2. Environmental and Organizational Context in OB, Types Of Environment |OB|",https://www.youtube.com/watch?v=yf4Ov_YVbmI
1106,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,3. Impact Of IT on Organizational Behaviour |OB|,https://www.youtube.com/watch?v=KsMhWHHCezw
1107,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,4. Globalization in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=7wcrOAdyYww
1108,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,5. Diversity and its Types in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=EcEFeovbxRA
1109,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,6. Ethics and biggest ethical issues in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=i59WNvtpj5E
1110,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,7. Culture and Types Of Culture in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=LnN6JEuDJRg
1111,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,"8. Reward System, Types Of Rewards in Organizational Behaviour |OB|",https://www.youtube.com/watch?v=YsxMlxNT0Nc
1112,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,"9. Perception, Nature & Importance Of Perception in OB |OB|",https://www.youtube.com/watch?v=yV_ZEI4Fy1M
1113,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,"10. Perceptual Selectivity & Organization, Factors Effecting |OB|",https://www.youtube.com/watch?v=n3OZBGeUZT0
1114,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,"11. Social Perception in OB, Factors Effecting |OB|",https://www.youtube.com/watch?v=i3uazACGe0A
1115,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,"12. Attribution, Attribution Theories in Organizational Behaviour |OB|",https://www.youtube.com/watch?v=0aThclG0-Aw
1116,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,13. Locus Of Control & its Types in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=LZW5hRwjAjU
1117,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,14. Attribution Errors and its Types in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=b2cH4CDu0gI
1118,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,15. Impression Management & its Techniques in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=24HvmUIkoKA
1119,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,16. Personality & Factors Influencing Personality in Organisational Behaviour|OB|,https://www.youtube.com/watch?v=K-BiTZhUlZA
1120,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,17. Personality as A Continuum - Big 5 Model Of Personality |OB|,https://www.youtube.com/watch?v=E7TakzSNnrs
1121,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,18. Johari Window - Method for Self Awareness in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=qcG4IJI9zvk
1122,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,19. Transactional Analysis - Types and Ego States |OB|,https://www.youtube.com/watch?v=smt6GGzK5Ow
1123,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,20. Attitudes - Nature and Dimensions Of Attitude in OB |OB|,https://www.youtube.com/watch?v=7L3W3SDnYZc
1124,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,"21. Job Satisfaction, Factors , Outcomes & Methods in OB |OB|",https://www.youtube.com/watch?v=dOAHD6HVy3A
1125,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,"22. Organizational Commitment, Factors , Outcomes & Methods in OB |OB|",https://www.youtube.com/watch?v=k_DsEwvNesA
1126,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,"23. Motivation, Process, Work Motivation Theories in OB |OB|",https://www.youtube.com/watch?v=YS5dITh1TsQ
1127,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,24. Alderfers Modified need Hierarchy Theory |OB|,https://www.youtube.com/watch?v=0jVR8J8Wl0k
1128,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,"25. Positive Organization Behaviour - Optimism, Emotional Intelligence, Self Efficacy |OB|",https://www.youtube.com/watch?v=dPaOs4pK09Q
1129,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,26. Communication - Process & Types Of Communication in OB |OB|,https://www.youtube.com/watch?v=UngbnBP-tqA
1130,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,27. Interactive Communication & it’s Uses in OB |OB|,https://www.youtube.com/watch?v=ysc3oaF1ZlA
1131,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,28. Barriers for Communication  & Types Of Barriers in OB |OB|,https://www.youtube.com/watch?v=7h6RfJ9WinY
1132,Political Science,ORGANIZATIONAL BEHAVIOUR (OB),,29. Strategies To Improve the Flow Of Communication in OB |OB|,https://www.youtube.com/watch?v=cBb89XMkDA0
