Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
3218,Medicine,BIOCHEMISTRY IN 7DAY SERIES,17hrs 18min,completely memorize biochemistry in 7  day crash course | how to study biochemistry in mbbs 1st year,https://www.youtube.com/watch?v=USvo1wH-OxQ,Module 1: Introduction to Biochemistry,1,12th,English/Hindi
3219,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,pass in university 100% guarantee | complete anatomy & biochemistry in 30 days crash course live,https://www.youtube.com/watch?v=UaXmFg2bB8M,Module 1: Introduction to Biochemistry,1,12th,English/Hindi
3220,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,enzyme biochemistry | classification of enzyme biochemistry | factor affecting enzyme activity,https://www.youtube.com/watch?v=b95-3hXbjgU,Module 1: Introduction to Biochemistry,1,12th,English/Hindi
3221,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,factor affecting enzyme activity biochemistry | enzyme biochemistry | mechanism of enzyme action,https://www.youtube.com/watch?v=y-QAXrIDXFE,Module 1: Introduction to Biochemistry,1,12th,English/Hindi
3222,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,enzyme inhibition biochemistry | competitive inhibition biochemistry | non competitive inhibition,https://www.youtube.com/watch?v=21ZbUoVzexU,Module 2: Enzymes,2,12th,English/Hindi
3223,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,coenzyme biochemistry | cofactor biochemistry | prostatic group biochemistry,https://www.youtube.com/watch?v=tY_YpE7UzU4,Module 2: Enzymes,2,12th,English/Hindi
3224,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,isoenzyme biochemistry | enzyme in myocardial infarction biochemistry | myocardial infarction enzyme,https://www.youtube.com/watch?v=C-l9VT3SQkw,Module 2: Enzymes,2,12th,English/Hindi
3225,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,carbohydrate biochemistry | classification of carbohydrate biochemistry | structure of carbohydrate,https://www.youtube.com/watch?v=UWYUUA7T9E8,Module 2: Enzymes,2,12th,English/Hindi
3226,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,heteropolysaccharide biochemistry | glycosaminoglycans biochemistry mucopolysaccharide biochemistry,https://www.youtube.com/watch?v=9UhUEK-1Xh4,Module 3: Carbohydrates,3,12th,English/Hindi
3227,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,glycolysis biochemistry | carbohydrate metabolism biochemistry | glycolysis pathway biochemistry,https://www.youtube.com/watch?v=ANQFd1rcPTg,Module 3: Carbohydrates,3,12th,English/Hindi
3228,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,kreb cycle biochemistry | citric acid cycle biochemistry| cycle carbohydrate metabolism biochemistry,https://www.youtube.com/watch?v=pRhP529Odd8,Module 3: Carbohydrates,3,12th,English/Hindi
3229,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,glycogen metabolism biochemistry | glycogenesis biochemistry | glycogenolysis biochemistry,https://www.youtube.com/watch?v=_Yxngpqv-Ow,Module 3: Carbohydrates,3,12th,English/Hindi
3230,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,gluconeogenesis biochemistry | gluconeogenesis pathway biochemistry | carbohydrate metabolism bio.,https://www.youtube.com/watch?v=lFMRwgf56ds,Module 4: Carbohydrate Metabolism,4,12th,English/Hindi
3231,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,HMP shunt biochemistry | hexose monophosphate shunt biochemistry | carbohydrate metabolism biochem,https://www.youtube.com/watch?v=9oQ9AdTKVTo,Module 4: Carbohydrate Metabolism,4,12th,English/Hindi
3232,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,fatty acid biochemistry | essential fatty acid biochemistry | unsaturated and saturated fatty acid,https://www.youtube.com/watch?v=oxuLMyWEAYc,Module 4: Carbohydrate Metabolism,4,12th,English/Hindi
3233,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,lipid biochemistry | classification of lipids biochemistry | definition of lipids biochemistry,https://www.youtube.com/watch?v=-_pMOTFycG4,Module 4: Carbohydrate Metabolism,4,12th,English/Hindi
3234,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,phospholipids biochemistry | glycerophospholipid biochemistry | sphingomyelin biochemistry,https://www.youtube.com/watch?v=BTBJbHvs41g,Module 5: Lipids,5,12th,English/Hindi
3235,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,beta oxidation of fatty acid biochemistry | fatty acid oxidation pathway | fatty acid metabolism,https://www.youtube.com/watch?v=sEuK4enzHJY,Module 5: Lipids,5,12th,English/Hindi
3236,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,ketone body biochemistry | ketone body metabolism | utilization of ketone bodies | ketogenesis,https://www.youtube.com/watch?v=baz3BCEKpsg,Module 5: Lipids,5,12th,English/Hindi
3237,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,lipoprotein biochemistry | biochemistry of lipoprotein classification | lipoprotein metabolism,https://www.youtube.com/watch?v=vSq5_T7QwcI,Module 5: Lipids,5,12th,English/Hindi
3238,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,fatty  liver biochemistry | causes of fatty liver biochemistry | lipid metabolism biochemistry,https://www.youtube.com/watch?v=Ryr-qVX-pDc,Module 6: Lipid Metabolism,6,12th,English/Hindi
3239,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,cholesterol metabolism biochemistry | cholesterol biochemistry | cholesterol synthesis pathway,https://www.youtube.com/watch?v=J4ymhLGy3YI,Module 6: Lipid Metabolism,6,12th,English/Hindi
3240,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,amino acid biochemistry | amino acid classification biochemistry | essential amino acid biochemistry,https://www.youtube.com/watch?v=HjXpzbM70Hc,Module 6: Lipid Metabolism,6,12th,English/Hindi
3241,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,protein biochemistry | structure of protein biochemistry | classification of protein,https://www.youtube.com/watch?v=oQ6_JDSMhlQ,Module 6: Lipid Metabolism,6,12th,English/Hindi
3242,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,biologically important peptides biochemistry | functions of glutathione | protein biochemistry,https://www.youtube.com/watch?v=INqcDEOK7SM,Module 7: Amino Acids and Proteins,7,12th,English/Hindi
3243,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,amino acid metabolism | transamination biochemistry metabolism | protein metabolism biochemistry,https://www.youtube.com/watch?v=UYzsMWtnax8,Module 7: Amino Acids and Proteins,7,12th,English/Hindi
3244,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,Urea cycle biochemistry | urea synthesis biochemistry |  protein metabolism biochemistry |,https://www.youtube.com/watch?v=xjMI5vDQWKM,Module 7: Amino Acids and Proteins,7,12th,English/Hindi
3245,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,glycine metabolism biochemistry | amino acid metabolism biochemistry | glycine biosynthesis,https://www.youtube.com/watch?v=O1fl9y4SsYs,Module 7: Amino Acids and Proteins,7,12th,English/Hindi
3246,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,tyrosine metabolism biochemistry | alkaptonuria biochemistry | black urine disease biochemistry,https://www.youtube.com/watch?v=Qi8Bm9O2mWo,Module 8: Amino Acid Metabolism,8,12th,English/Hindi
3247,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,phenylketonuria biochemistry | protein metabolism biochemistry | phenylalanine metabolism defect,https://www.youtube.com/watch?v=KWaLngvoZb8,Module 8: Amino Acid Metabolism,8,12th,English/Hindi
3248,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,nucleotides biochemistry | dna structure biochemistry | structure of dna biochemistry,https://www.youtube.com/watch?v=1b7x0fayXmg,Module 8: Amino Acid Metabolism,8,12th,English/Hindi
3249,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,rna structure biochemistry | types of rna biochemistry | function of rna biochemistry,https://www.youtube.com/watch?v=kHJNuxFNhQo,Module 8: Amino Acid Metabolism,8,12th,English/Hindi
3250,Medicine,BIOCHEMISTRY IN 7DAY SERIES,,purine synthesis biochemistry | nucleotide metabolism biochemistry | purine nucleotide synthesis,https://www.youtube.com/watch?v=cf-pwMvbNdk,Module 9: Nucleotides and Nucleic Acids,9,12th,English/Hindi
