Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,Minimum Education,Language
1297,Computer Science Engineering,Cloud Computing,30hrs 20min,Introduction to Cloud Computing ll Cloud Computing Course Explained with Real Life Examples in Hindi,https://www.youtube.com/watch?v=HhStJ7FDBpc,Module 1: Introduction to Cloud Computing,12th,English/Hindi
1298,Computer Science Engineering,Cloud Computing,,Cloud Service Models : Infrastructure as a Service (IaaS) ll Cloud Computing Course in Hindi,https://www.youtube.com/watch?v=CaHBhnc1e_I,Module 1: Cloud Service Models,12th,English/Hindi
1299,Computer Science Engineering,Cloud Computing,,Cloud Service Models : Platform as a Service (Paas) ll Cloud Computing Course,https://www.youtube.com/watch?v=cj1C7A6pQTQ,Module 1: Cloud Service Models,12th,English/Hindi
1300,Computer Science Engineering,Cloud Computing,,Cloud Service Models : Software as a Service (SaaS) ll Cloud Computing Course in Hindi,https://www.youtube.com/watch?v=Gphz3lkrSH0,Module 1: Cloud Service Models,12th,English/Hindi
1301,Computer Science Engineering,Cloud Computing,,XaaS Everything as a Service Explained with Example in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=NbQijlAuGMg,Module 2: XaaS and Deployment Models,12th,English/Hindi
1302,Computer Science Engineering,Cloud Computing,,"Cloud Deployment Models : Public, Private and Hybrid Cloud Explained in Hindi",https://www.youtube.com/watch?v=5G0L7XCt6XQ,Module 2: Benefits and Characteristics of Cloud Computing,12th,English/Hindi
1303,Computer Science Engineering,Cloud Computing,,Benefits Of Cloud Computing ll Cloud Computing Course Explained with Examples in Hindi,https://www.youtube.com/watch?v=oFga9Q1nd8M,Module 2: Applications and Introduction to Hadoop,12th,English/Hindi
1304,Computer Science Engineering,Cloud Computing,,Characteristics Of Cloud Computing ll Cloud Computing Course Explained in Hindi,https://www.youtube.com/watch?v=r7HTgHbZ4ko,Module 3: Hadoop Architecture and Components,12th,English/Hindi
1305,Computer Science Engineering,Cloud Computing,,Applications Of Cloud Computing ll Cloud Computing Course Explained in Hindi,https://www.youtube.com/watch?v=MuW848rnOxs,Module 3: Hadoop Ecosystem and HBase,12th,English/Hindi
1306,Computer Science Engineering,Cloud Computing,,Hadoop ll Introduction to Hadoop ll Features Explained with Examples in Hindi,https://www.youtube.com/watch?v=ByjLuByuK-M,Module 3: Virtualization and AWS Introduction,12th,English/Hindi
1307,Computer Science Engineering,Cloud Computing,,"Hadoop Architecture ll Map Reduce,HDFS,YARN Framework, Common Utilities Explained in Hindi",https://www.youtube.com/watch?v=YzAAhbmSt_k,Module 4: AWS Global Infrastructure and Services,12th,English/Hindi
1308,Computer Science Engineering,Cloud Computing,,Map Reduce ll Master Job Tracker and Slave Tracker Explained with Examples in Hindi,https://www.youtube.com/watch?v=nDdSZzP8SD8,Module 4: AWS Services and Cloud Concepts,12th,English/Hindi
1309,Computer Science Engineering,Cloud Computing,,Hadoop Distributed File System (HDFS) ll Blocks ll Name Node and Data Naode Explained in Hindi,https://www.youtube.com/watch?v=LX2vERESOp4,Module 4: AWS EC2 Instance Types,12th,English/Hindi
1310,Computer Science Engineering,Cloud Computing,,What is Hadoop Ecosystem and It's Components Explained in Hindi,https://www.youtube.com/watch?v=5adOBPARH4E,Module 5: Virtualization in Cloud Computing,12th,English/Hindi
1311,Computer Science Engineering,Cloud Computing,,Apache HBase ll Hadoop Ecosystem Component ll Explained with Working Flow in Hindi,https://www.youtube.com/watch?v=ViuLZjC1B0c,Module 5: Hypervisors and Server Virtualization,12th,English/Hindi
1312,Computer Science Engineering,Cloud Computing,,Introduction to Virtualization ll Cloud Computing Course Explained in Hindi,https://www.youtube.com/watch?v=7yXlLgZkiJM,Module 5: Virtualization Types and Data Virtualization,12th,English/Hindi
1313,Computer Science Engineering,Cloud Computing,,Introduction To Amazon Web Services (AWS)  and it's Benefits Explained in Hindi,https://www.youtube.com/watch?v=AGnYEHU-zvY,Module 6: Storage Technologies and Load Balancing,12th,English/Hindi
