Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,Minimum Education,Language
139,Computer Science Engineering,JavaScript Full Course (2024) - Beginners to Pro,202hrs 23min,JavaScript Full Course ❤️ | Variables & Data Types | Lecture 1,https://www.youtube.com/watch?v=ajdRvxDWH4w,Module 1: JavaScript Fundamentals,12th,English/Hindi
140,Computer Science Engineering,JavaScript Full Course (2024) - Beginners to Pro,,Lecture 2 : Operators and Conditional Statements | JavaScript Full Course,https://www.youtube.com/watch?v=Zg4-uSjxosE,Module 1: JavaScript Fundamentals,12th,English/Hindi
141,Computer Science Engineering,JavaScript Full Course (2024) - Beginners to Pro,,Lecture 3: Loops and Strings | JavaScript Full Course,https://www.youtube.com/watch?v=UmRtFFSDSFo,Module 1: JavaScript Fundamentals,12th,English/Hindi
142,Computer Science Engineering,JavaScript Full Course (2024) - Beginners to Pro,,Lecture 4: Arrays | JavaScript Full Course,https://www.youtube.com/watch?v=gFWhbjzowrM,Module 1: JavaScript Fundamentals,12th,English/Hindi
143,Computer Science Engineering,JavaScript Full Course (2024) - Beginners to Pro,,Lecture 5: Functions & Methods | JavaScript Full Course,https://www.youtube.com/watch?v=P0XMXqDGttU,Module 2: Working with the DOM,12th,English/Hindi
144,Computer Science Engineering,JavaScript Full Course (2024) - Beginners to Pro,,Lecture 6 : DOM - Document Object Model | JavaScript Full Course | Part 1,https://www.youtube.com/watch?v=7zcXPCt8Ck0,Module 2: Working with the DOM,12th,English/Hindi
145,Computer Science Engineering,JavaScript Full Course (2024) - Beginners to Pro,,Lecture 7 : DOM (Part 2) | Document Object Model | JavaScript Full Course,https://www.youtube.com/watch?v=fXAGTOZ25H8,Module 2: Working with the DOM,12th,English/Hindi
146,Computer Science Engineering,JavaScript Full Course (2024) - Beginners to Pro,,Lecture 8 : Events in JavaScript | JavaScript Full Course,https://www.youtube.com/watch?v=_i-uLJAh79U,Module 3: JavaScript Projects & Advanced Concepts,12th,English/Hindi
147,Computer Science Engineering,JavaScript Full Course (2024) - Beginners to Pro,,Imp Update : JavaScript YouTube Course | Shradha Ma'am,https://www.youtube.com/watch?v=3rlEe1sP6N4,Module 3: JavaScript Projects & Advanced Concepts,12th,English/Hindi
148,Computer Science Engineering,JavaScript Full Course (2024) - Beginners to Pro,,Lecture 9 : Tic Tac Toe Game in JavaScript | JS Project | JavaScript Full Course,https://www.youtube.com/watch?v=SqrppLEljkY,Module 3: JavaScript Projects & Advanced Concepts,12th,English/Hindi
149,Computer Science Engineering,JavaScript Full Course (2024) - Beginners to Pro,,"Lecture 10 : MiniProject - Stone, Paper & Scissors Game | JavaScript Full Course",https://www.youtube.com/watch?v=_V33HCZWLDQ,Module 3: JavaScript Projects & Advanced Concepts,12th,English/Hindi
150,Computer Science Engineering,JavaScript Full Course (2024) - Beginners to Pro,,Lecture 11 : Classes & Objects | JavaScript Full Course,https://www.youtube.com/watch?v=N-O4w6PynGY,Module 3: JavaScript Projects & Advanced Concepts,12th,English/Hindi
151,Computer Science Engineering,JavaScript Full Course (2024) - Beginners to Pro,,"Lecture 12 : Callbacks, Promises & Async Await | JavaScript Full Course",https://www.youtube.com/watch?v=d3jXofmQm44,Module 3: JavaScript Projects & Advanced Concepts,12th,English/Hindi
152,Computer Science Engineering,JavaScript Full Course (2024) - Beginners to Pro,,Last Lecture : Fetch API with Project | JavaScript Full Course,https://www.youtube.com/watch?v=CyGodpqcid4,Module 3: JavaScript Projects & Advanced Concepts,12th,English/Hindi
