Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
6222,Psychology,Lecture Collection | Human Behavioral Biology,0hrs 3435min,1. Introduction to Human Behavioral Biology,https://www.youtube.com/watch?v=NNnIGh9g6fA,Module 1: Evolutionary and Genetic Basis of Behavior,1,12th,English/Hindi
6223,Psychology,Lecture Collection | Human Behavioral Biology,,2. Behavioral Evolution,https://www.youtube.com/watch?v=Y0Oa4Lp5fLE,Module 1: Evolutionary and Genetic Basis of Behavior,2,12th,English/Hindi
6224,Psychology,Lecture Collection | Human Behavioral Biology,,3. Behavioral Evolution II,https://www.youtube.com/watch?v=oKNAzl-XN4I,Module 1: Evolutionary and Genetic Basis of Behavior,3,12th,English/Hindi
6225,Psychology,Lecture Collection | Human Behavioral Biology,,4. Molecular Genetics I,https://www.youtube.com/watch?v=_dRXA1_e30o,Module 1: Evolutionary and Genetic Basis of Behavior,4,12th,English/Hindi
6226,Psychology,Lecture Collection | Human Behavioral Biology,,5. Molecular Genetics II,https://www.youtube.com/watch?v=dFILgg9_hrU,Module 2: Genetics and Social Behavior,5,12th,English/Hindi
6227,Psychology,Lecture Collection | Human Behavioral Biology,,6. Behavioral Genetics I,https://www.youtube.com/watch?v=e0WZx7lUOrY,Module 2: Genetics and Social Behavior,6,12th,English/Hindi
6228,Psychology,Lecture Collection | Human Behavioral Biology,,7. Behavioral Genetics II,https://www.youtube.com/watch?v=RG5fN6KrDJE,Module 2: Genetics and Social Behavior,7,12th,English/Hindi
6229,Psychology,Lecture Collection | Human Behavioral Biology,,8. Recognizing Relatives,https://www.youtube.com/watch?v=P388gUPSq_I,Module 3: Neuroscience and Behavior,8,12th,English/Hindi
6230,Psychology,Lecture Collection | Human Behavioral Biology,,9. Ethology,https://www.youtube.com/watch?v=ISVaoLlW104,Module 3: Neuroscience and Behavior,9,12th,English/Hindi
6231,Psychology,Lecture Collection | Human Behavioral Biology,,10. Introduction to Neuroscience I,https://www.youtube.com/watch?v=5031rWXgdYo,Module 3: Neuroscience and Behavior,10,12th,English/Hindi
6232,Psychology,Lecture Collection | Human Behavioral Biology,,11. Introduction to Neuroscience II,https://www.youtube.com/watch?v=uqU9lmFztOU,Module 3: Neuroscience and Behavior,11,12th,English/Hindi
6233,Psychology,Lecture Collection | Human Behavioral Biology,,12. Endocrinology,https://www.youtube.com/watch?v=yETVsV4zfFw,"Module 4: Brain, Hormones, and Behavior",12,12th,English/Hindi
6234,Psychology,Lecture Collection | Human Behavioral Biology,,13. Advanced Neurology and Endocrinology,https://www.youtube.com/watch?v=kAfz0yAcOyQ,"Module 4: Brain, Hormones, and Behavior",13,12th,English/Hindi
6235,Psychology,Lecture Collection | Human Behavioral Biology,,14. Limbic System,https://www.youtube.com/watch?v=CAOnSbDSaOw,"Module 4: Brain, Hormones, and Behavior",14,12th,English/Hindi
6236,Psychology,Lecture Collection | Human Behavioral Biology,,15. Human Sexual Behavior I,https://www.youtube.com/watch?v=LOY3QH_jOtE,Module 5: Human Sexual Behavior and Aggression,15,12th,English/Hindi
6237,Psychology,Lecture Collection | Human Behavioral Biology,,16. Human Sexual Behavior II,https://www.youtube.com/watch?v=95OP9rSjxzw,Module 5: Human Sexual Behavior and Aggression,16,12th,English/Hindi
6238,Psychology,Lecture Collection | Human Behavioral Biology,,17. Human Sexual Behavior III & Aggression I,https://www.youtube.com/watch?v=JPYmarGO5jM,Module 5: Human Sexual Behavior and Aggression,17,12th,English/Hindi
6239,Psychology,Lecture Collection | Human Behavioral Biology,,18. Aggression II,https://www.youtube.com/watch?v=wLE71i4JJiM,Module 5: Human Sexual Behavior and Aggression,18,12th,English/Hindi
6240,Psychology,Lecture Collection | Human Behavioral Biology,,19. Aggression III,https://www.youtube.com/watch?v=EtVfoIkVSu8,Module 6: Complexities of Human Behavior,19,12th,English/Hindi
6241,Psychology,Lecture Collection | Human Behavioral Biology,,20. Aggression IV,https://www.youtube.com/watch?v=BqP4_4kr7-0,Module 6: Complexities of Human Behavior,20,12th,English/Hindi
6242,Psychology,Lecture Collection | Human Behavioral Biology,,21. Chaos and Reductionism,https://www.youtube.com/watch?v=_njf8jwEGRo,Module 6: Complexities of Human Behavior,21,12th,English/Hindi
6243,Psychology,Lecture Collection | Human Behavioral Biology,,22. Emergence and Complexity,https://www.youtube.com/watch?v=o_ZuWbX-CyE,Module 6: Complexities of Human Behavior,22,12th,English/Hindi
6244,Psychology,Lecture Collection | Human Behavioral Biology,,23. Language,https://www.youtube.com/watch?v=SIOQgY1tqrU,Module 6: Complexities of Human Behavior,23,12th,English/Hindi
6245,Psychology,Lecture Collection | Human Behavioral Biology,,24. Schizophrenia,https://www.youtube.com/watch?v=nEnklxGAmak,Module 6: Complexities of Human Behavior,24,12th,English/Hindi
6246,Psychology,Lecture Collection | Human Behavioral Biology,,25. Individual Differences,https://www.youtube.com/watch?v=-PpDq1WUtAw,Module 6: Complexities of Human Behavior,25,12th,English/Hindi
