Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
6274,Psychology,RAC: CH: Psychrometry and psy processes,0hrs 194min,Types of air,https://www.youtube.com/watch?v=S6rTf62AaK4,Module 1: Introduction to Psychrometry,1,12th,English/Hindi
6275,Psychology,RAC: CH: Psychrometry and psy processes,,"Dry Bulb Temperature, Wet Bulb Temperature, Dew Point Temperature",https://www.youtube.com/watch?v=PQ4E79zvdno,Module 1: Introduction to Psychrometry,1,12th,English/Hindi
6276,Psychology,RAC: CH: Psychrometry and psy processes,,"Humidity,Specific Humidity, Absolute Humidity, Relative Humidity",https://www.youtube.com/watch?v=wDFsAaLzx0E,Module 1: Introduction to Psychrometry,1,12th,English/Hindi
6277,Psychology,RAC: CH: Psychrometry and psy processes,,Numerical of Psychrometry Properties,https://www.youtube.com/watch?v=EW7sh6gKOGI,Module 1: Introduction to Psychrometry,1,12th,English/Hindi
6278,Psychology,RAC: CH: Psychrometry and psy processes,,Numerical of Psychrometry Properties,https://www.youtube.com/watch?v=eGb2XxNAtvs,Module 2: Humidity and Psychrometric Properties,2,12th,English/Hindi
6279,Psychology,RAC: CH: Psychrometry and psy processes,,Psychrometry chart,https://www.youtube.com/watch?v=DAzwA_gim4E,Module 2: Humidity and Psychrometric Properties,2,12th,English/Hindi
6280,Psychology,RAC: CH: Psychrometry and psy processes,,How to use psychrometry chart,https://www.youtube.com/watch?v=YAyZChpb3JQ,Module 2: Humidity and Psychrometric Properties,2,12th,English/Hindi
6281,Psychology,RAC: CH: Psychrometry and psy processes,,Psychrometric process,https://www.youtube.com/watch?v=kJ6vZszKMBk,Module 3: Psychrometric Charts and Processes,3,12th,English/Hindi
6282,Psychology,RAC: CH: Psychrometry and psy processes,,Bypass factor,https://www.youtube.com/watch?v=V_CUSglpDQQ,Module 3: Psychrometric Charts and Processes,3,12th,English/Hindi
6283,Psychology,RAC: CH: Psychrometry and psy processes,,Numerical of Psychrometric process,https://www.youtube.com/watch?v=63CgCD3i21Q,Module 3: Psychrometric Charts and Processes,3,12th,English/Hindi
6284,Psychology,RAC: CH: Psychrometry and psy processes,,Numerical of Psychrometric process - Type 2,https://www.youtube.com/watch?v=yjEVZMt1Rbk,Module 4: Psychrometric Calculations and Applications,4,12th,English/Hindi
6285,Psychology,RAC: CH: Psychrometry and psy processes,,MCQ of Psychrometry Part 1,https://www.youtube.com/watch?v=VYerC-2oL0Q,Module 4: Psychrometric Calculations and Applications,4,12th,English/Hindi
6286,Psychology,RAC: CH: Psychrometry and psy processes,,MCQ of Psychrometry Part 2,https://www.youtube.com/watch?v=FUbDDOPPM2o,Module 4: Psychrometric Calculations and Applications,4,12th,English/Hindi
6287,Psychology,RAC: CH: Psychrometry and psy processes,,MCQ of Psychrometric Chart,https://www.youtube.com/watch?v=gZl8IMD1Plk,Module 5: MCQ Practice on Psychrometry,5,12th,English/Hindi
6288,Psychology,RAC: CH: Psychrometry and psy processes,,MCQ of Psychrometric Process Part 1,https://www.youtube.com/watch?v=5VThpKUr1kc,Module 5: MCQ Practice on Psychrometry,5,12th,English/Hindi
6289,Psychology,RAC: CH: Psychrometry and psy processes,,MCQ of Psychrometric Process Part 2,https://www.youtube.com/watch?v=rIeYoLLTfoU,Module 5: MCQ Practice on Psychrometry,5,12th,English/Hindi
