Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
1687,Communication,DIGITAL COMMUNICATION,15hrs 11min,"DC#25 Digital modulation Techniques | ASK, FSK, PSK modulation || EC Academy",https://www.youtube.com/watch?v=14R-jgQb3x0
1688,Communication,DIGITAL COMMUNICATION,,DC#26 Binary Shift Keying (BPSK) representation and BPSK using coherent detection || EC Academy,https://www.youtube.com/watch?v=K3F1woljOaw
1689,Communication,DIGITAL COMMUNICATION,,DC#27 Generation and reception of BPSK signal || EC Academy,https://www.youtube.com/watch?v=DdqpVDVrDp8
1690,Communication,DIGITAL COMMUNICATION,,DC#28 The Output of integrator depends on Transmitted bit in BPSK signal reception || EC Academy,https://www.youtube.com/watch?v=JdIC9_zL2EY
1691,Communication,DIGITAL COMMUNICATION,,"DC#29 Spectrum of BPSK signal, PSD of NRZ pulse, PSD of BPSK signal || EC Academy",https://www.youtube.com/watch?v=Hg67HWHx_Vk
1692,Communication,DIGITAL COMMUNICATION,,DC#30 Geometrical representation of BPSK signal || EC Academy,https://www.youtube.com/watch?v=rchP1h58hIs
1693,Communication,DIGITAL COMMUNICATION,,DC#31 Bandwidth of BPSK Signal || EC Academy,https://www.youtube.com/watch?v=9i3G20urDZ4
1694,Communication,DIGITAL COMMUNICATION,,DC#32 Generation of DPSK signal || EC Academy,https://www.youtube.com/watch?v=Vjp4J1EXqqI
1695,Communication,DIGITAL COMMUNICATION,,DC#33 DPSK signal receiver || EC Academy,https://www.youtube.com/watch?v=IIpYnqN4Uko
1696,Communication,DIGITAL COMMUNICATION,,DC#34 Problem on DPSK modulation and demodulation || EC Academy,https://www.youtube.com/watch?v=yc8_LNoZzsc
1697,Communication,DIGITAL COMMUNICATION,,DC#35 Quadrature Phase Shift Keying (QPSK) transmission and reception || EC Academy,https://www.youtube.com/watch?v=EgtxJKwBjO4
1698,Communication,DIGITAL COMMUNICATION,,DC#36 Phasor diagram of QPSK,https://www.youtube.com/watch?v=fpVz1ZPvl4o
1699,Communication,DIGITAL COMMUNICATION,,DC#37 Signal space representation of QPSK signal || EC Academy,https://www.youtube.com/watch?v=IB2y99bknDI
1700,Communication,DIGITAL COMMUNICATION,,DC#38 Power Spectrum and Bandwidth of QPSK signal || EC Academy,https://www.youtube.com/watch?v=3P372xbHIr8
1701,Communication,DIGITAL COMMUNICATION,,"DC#39 M ary PSK Introduction, signal space representation, Power spectrum, Bandwidth || EC Academy",https://www.youtube.com/watch?v=YoUu2MrTpOo
1702,Communication,DIGITAL COMMUNICATION,,DC#40 M ary PSK Transmitter and Receiver || EC Academy,https://www.youtube.com/watch?v=72hzMIDMIII
1703,Communication,DIGITAL COMMUNICATION,,DC#41 Quadrature Amplitude Shift Keying (QASK) | Quadrature Amplitude Modulation (QAM) || EC Academy,https://www.youtube.com/watch?v=-xUR6LAJVFE
1704,Communication,DIGITAL COMMUNICATION,,DC#42 QASK or QAM transmitter and receiver || EC Academy,https://www.youtube.com/watch?v=HlpGxB6x1vw
1705,Communication,DIGITAL COMMUNICATION,,DC#43 Power Spectral Density and Bandwidth of QASK / QAM signal || EC Academy,https://www.youtube.com/watch?v=H9WBnkYQfHk
1706,Communication,DIGITAL COMMUNICATION,,"DC#44 Binary Frequency Shift Keying (BFSK) signal Generation, coherent & non coherent detection ||EC",https://www.youtube.com/watch?v=-zJrQmiS9m0
1707,Communication,DIGITAL COMMUNICATION,,DC#45 Spectrum and Bandwidth BFSK signal || EC Academy,https://www.youtube.com/watch?v=-3bHrXYtVI8
1708,Communication,DIGITAL COMMUNICATION,,"DC#46 M ary FSK, transmitter, receiver, power spectral density, Bandwidth || EC Academy",https://www.youtube.com/watch?v=VOs-YhJirDs
1709,Communication,DIGITAL COMMUNICATION,,"DC#47 Minimum Shift Keying (MSK) introduction, transmitter and receiver || EC Academy",https://www.youtube.com/watch?v=8uV9qDB-PGk
1710,Communication,DIGITAL COMMUNICATION,,"DC#48 Amplitude Shift ON-OFF Keying / ASK signal generation, detection, signal space representation",https://www.youtube.com/watch?v=YdNYpUU5PG0
1711,Communication,DIGITAL COMMUNICATION,,DC#49 Communication through Band limited channel | baseband transmission || EC Academy,https://www.youtube.com/watch?v=V1psSM-8NwY
1712,Communication,DIGITAL COMMUNICATION,,DC#50 Inter Symbol Interference ( ISI ) in baseband transmission || EC Academy,https://www.youtube.com/watch?v=K4Fvp_CsrQk
1713,Communication,DIGITAL COMMUNICATION,,DC#51 M ary PAM transmission and Eye pattern || EC Academy,https://www.youtube.com/watch?v=UuF_eHAu9c8
1714,Communication,DIGITAL COMMUNICATION,,DC#52 nyquist criterion for zero isi || EC Academy,https://www.youtube.com/watch?v=lsIT1Ngzrow
1715,Communication,DIGITAL COMMUNICATION,,DC#53 Duobinary signalling for controlled ISI || EC Academy,https://www.youtube.com/watch?v=bL3lmoH9a-c
1716,Communication,DIGITAL COMMUNICATION,,DC#54 Precoded Duobinary signalling for controlled ISI || EC Academy,https://www.youtube.com/watch?v=qkSMnruB808
1717,Communication,DIGITAL COMMUNICATION,,DC#1 Hilbert Transform in digital communication || EC Academy,https://www.youtube.com/watch?v=be5kidAXO5U
1718,Communication,DIGITAL COMMUNICATION,,DC#2 problems on hilbert transform in digital communication || EC Academy,https://www.youtube.com/watch?v=Bocb6edQ5VE
1719,Communication,DIGITAL COMMUNICATION,,DC#3 Properties of hilbert transform in digital communication || EC Academy,https://www.youtube.com/watch?v=LoDFjouiONI
1720,Communication,DIGITAL COMMUNICATION,,DC#4 Pre Envelope in digital communication || EC Academy,https://www.youtube.com/watch?v=VT41QhXWiEQ
1721,Communication,DIGITAL COMMUNICATION,,DC#5 Complex envelope of a bandpass signal in digital communication || EC Academy,https://www.youtube.com/watch?v=Xfzr5jDpKRQ
1722,Communication,DIGITAL COMMUNICATION,,DC#6 Canonical representation of bandpass signal in digital communication || EC Academy,https://www.youtube.com/watch?v=6fd-wrjF_gI
1723,Communication,DIGITAL COMMUNICATION,,DC#7 Polar representation of bandpass signal in digital communication || EC Academy,https://www.youtube.com/watch?v=RnHUbIop1dg
1724,Communication,DIGITAL COMMUNICATION,,DC#8 Complex low pass representation of bandpass systems in digital communication || EC Academy,https://www.youtube.com/watch?v=x-g8QGRhL-I
1725,Communication,DIGITAL COMMUNICATION,,DC#9 complex representation of bandpass signals and systems in Digital communication || EC Academy,https://www.youtube.com/watch?v=Ukthoh5nXiQ
1726,Communication,DIGITAL COMMUNICATION,,DC#10 Baseband shaping for data transmission in digital communication || EC Academy,https://www.youtube.com/watch?v=KbMOUmAsKN0
1727,Communication,DIGITAL COMMUNICATION,,DC#11 Unipolar RZ and NRZ line coding in digital communication || EC Academy,https://www.youtube.com/watch?v=22nVoBu-eZg
1728,Communication,DIGITAL COMMUNICATION,,"DC#12 Polar RZ,  Polar NRZ, BiPolar NRZ & Split plane Manchester line codes || EC Academy",https://www.youtube.com/watch?v=1vcmhtvKm3Q
1729,Communication,DIGITAL COMMUNICATION,,DC#13 polar quaternary NRZ ( Natural code ) & Gray code format of line codes || EC Academy,https://www.youtube.com/watch?v=Gl1qTYne6pg
1730,Communication,DIGITAL COMMUNICATION,,DC#14 M ary line code | 8 ary line code in digital communication || EC Academy,https://www.youtube.com/watch?v=cHusbb2grSk
1731,Communication,DIGITAL COMMUNICATION,,DC#15 Power spectral density of PAM signals in digital communication || EC Academy,https://www.youtube.com/watch?v=JaMfvqWvtCU
1732,Communication,DIGITAL COMMUNICATION,,DC#16 HDBN line code / HDB3 line codes in digital communication || EC Academy,https://www.youtube.com/watch?v=t5UQ0c9iW0M
1733,Communication,DIGITAL COMMUNICATION,,DC#17 Detection and Estimation in a digital communication system || EC Academy,https://www.youtube.com/watch?v=ywzrEPzhMSQ
1734,Communication,DIGITAL COMMUNICATION,,DC#18 Geometrical representation of signals in digital communication || EC Academy,https://www.youtube.com/watch?v=eIAtFmKuw_Q
1735,Communication,DIGITAL COMMUNICATION,,DC#19 Relationship between signal energy and its vector | Euclidean distance || EC Academy,https://www.youtube.com/watch?v=Gplx-fM44pI
1736,Communication,DIGITAL COMMUNICATION,,DC#20 Gram Schmidt  orthogonalization process in digital communication || EC Academy,https://www.youtube.com/watch?v=2Se7LfV4N8Q
1737,Communication,DIGITAL COMMUNICATION,,DC#21 Conversion of continuous AWGN channel into a vector channel || EC Academy,https://www.youtube.com/watch?v=roSvmHjRC9Y
1738,Communication,DIGITAL COMMUNICATION,,DC#22 Optimum receivers using coherent detection and maximum likelihood decoding || EC Academy,https://www.youtube.com/watch?v=qMEWdhmKEWk
1739,Communication,DIGITAL COMMUNICATION,,DC#23 Correlation Receiver in digital communication || EC Academy,https://www.youtube.com/watch?v=XrITP_S0fFs
1740,Communication,DIGITAL COMMUNICATION,,DC#24 Matched Filter Receiver in digital communication || EC Academy,https://www.youtube.com/watch?v=LxCrF2fPc7E
