Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
8043,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,54hrs 3min,1. Technology and Entrepreneurship Overview,https://www.youtube.com/watch?v=MvPTVgGUsyc
8044,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,2. Silicon Valley,https://www.youtube.com/watch?v=dcNLIeBiUK0
8045,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,3. Nine Key Frameworks for Entrepreneurship,https://www.youtube.com/watch?v=Rf3xSqgpFHE
8046,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,"4. Business Model Testing, OAP Projects",https://www.youtube.com/watch?v=iJtNvwpKyo4
8047,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,5. The Founding Team,https://www.youtube.com/watch?v=c52Y2ObjFms
8048,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,7. Brainstorming,https://www.youtube.com/watch?v=0B69rnynnCA
8049,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,8. Technology Life Cycles and Diffusion,https://www.youtube.com/watch?v=NKdbpWN3obw
8050,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,9. Case Discussion and Business Models,https://www.youtube.com/watch?v=h9EgMrDRZDg
8051,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,10. Customer Development and Lean Startups,https://www.youtube.com/watch?v=sBhtb6Hb_O4
8052,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,11. Customer Development and the Business Model Canvas,https://www.youtube.com/watch?v=VGqusTa0wCw
8053,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,12. Why is Customer Development So Tough?,https://www.youtube.com/watch?v=R_cwS4_x1k0
8054,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,13. FlightCaster,https://www.youtube.com/watch?v=2YcXaGfp8vk
8055,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,14. Startup Genome,https://www.youtube.com/watch?v=SNOzBZY41jU
8056,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,15. Entrepreneurial Marketing,https://www.youtube.com/watch?v=3TltbMyJ2xY
8057,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,16. Entrepreneurial Sales and Marketing,https://www.youtube.com/watch?v=x6-MJe-jnlA
8058,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,17. Acid Test for Entrepreneurs,https://www.youtube.com/watch?v=r1EPkoPiQmk
8059,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,18. Entreprenuerial Sales,https://www.youtube.com/watch?v=c6q7cKwiwa8
8060,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,19. Trialpay,https://www.youtube.com/watch?v=TaDWkHoKc7A
8061,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,20. Technology Transfer at Stanford University,https://www.youtube.com/watch?v=ifERZQsy-M0
8062,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,21. Entrepreneurship in the Life Sciences,https://www.youtube.com/watch?v=2ufe4oiZPew
8063,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,22. Domainr,https://www.youtube.com/watch?v=gXlz-YPVpYQ
8064,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,23. Ulu Ventures,https://www.youtube.com/watch?v=qvotSSDXy2E
8065,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,24. Focal Labs,https://www.youtube.com/watch?v=Sa1JeaAjNTA
8066,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,"25. Venture Finance, Part 1",https://www.youtube.com/watch?v=7JQZMPcF-lg
8067,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,"26. Venture Finance, Part 2",https://www.youtube.com/watch?v=XmUMmfqaCUM
8068,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,"27. Venture Finance, Part 3",https://www.youtube.com/watch?v=Z_6ArmFX65A
8069,Entrepreneurship,Lecture Collection | Technology Entrepreneurship,,28. Course Summary,https://www.youtube.com/watch?v=hc5xkf9JqoE
