Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,Minimum Education,Language
9738,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,31hrs 4min,FOREIGN EXCHANGE MARKET# VIDEO-1,https://www.youtube.com/watch?v=CSe0b4rwnT4,Module 1: Introduction to Foreign Exchange Market,12th,English/Hindi
9739,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,STRUCTURE OF FOREIGN EXCHANGE MARKET IN INDIA,https://www.youtube.com/watch?v=GPibEnh6HiA,Module 1: Introduction to Foreign Exchange Market,12th,English/Hindi
9740,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,TYPES OF TRANSACTIONS IN FOREX MARKET,https://www.youtube.com/watch?v=v6R4cFJpY3k,Module 1: Introduction to Foreign Exchange Market,12th,English/Hindi
9741,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,DETERMINATION OF EXCHANGE RATE IN SPOT MARKET,https://www.youtube.com/watch?v=7JW9joeJ1eU,Module 2: Exchange Rate Determination,12th,English/Hindi
9742,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,DETERMINATION OF EXCHANGE RATE IN FORWARD MARKET,https://www.youtube.com/watch?v=WiE9TJPVzW4,Module 2: Exchange Rate Determination,12th,English/Hindi
9743,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,ARBITRAGE IN FORWARD MARKET (PROBLEM-1),https://www.youtube.com/watch?v=zoy96rNMh0E,Module 2: Exchange Rate Determination,12th,English/Hindi
9744,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,ARBITRAGE IN FORWARD MARKET-(PROBLEM-2),https://www.youtube.com/watch?v=8IzfO7jvPX8,Module 3: Arbitrage and its Applications,12th,English/Hindi
9745,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,INTEREST ARBITRAGE-COVERED AND UNCOVERED INTEREST ARBITRAGE,https://www.youtube.com/watch?v=7p8s4a2wgL0,Module 3: Arbitrage and its Applications,12th,English/Hindi
9746,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,ARBITRAGE IN FORWARD MARKET-(PROBLEM-3),https://www.youtube.com/watch?v=ZZ5azkuhj3s,Module 3: Arbitrage and its Applications,12th,English/Hindi
9747,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,BID-ASK SPREAD IN FOREIGN EXCHANGE MARKET,https://www.youtube.com/watch?v=I2V1VN6kKRs,Module 4: Hedging and International Finance,12th,English/Hindi
9748,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,CALCULATION OF FORWARD PREMIUM OR DISCOUNT IN FORWARD MARKET IN FOREX,https://www.youtube.com/watch?v=iyGy85dtUCQ,Module 4: Hedging and International Finance,12th,English/Hindi
9749,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,HEDGING AGAINST THE FOREIGN EXCHANGE EXPOSURE,https://www.youtube.com/watch?v=1EkDeeGJCNo,Module 4: Hedging and International Finance,12th,English/Hindi
9750,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,HEDGING IN FORWARD MARKET,https://www.youtube.com/watch?v=2GKVcBgTP8g,Module 5: Introduction to International Finance,12th,English/Hindi
9751,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,HEDGING IN FORWARD MARKET(PROBLEM-1),https://www.youtube.com/watch?v=AK64_T76Vs8,Module 5: Introduction to International Finance,12th,English/Hindi
9752,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,INTRODUCTION TO INTERNATIONAL FINANCE,https://www.youtube.com/watch?v=3mF-aNHwXYI,Module 5: Introduction to International Finance,12th,English/Hindi
9753,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,FEATURES/CHARACTERISTICS OF INTERNATIONAL FINANCE,https://www.youtube.com/watch?v=hFcXCV3VjMU,Module 6: Balance of Payments and Currency Markets,12th,English/Hindi
9754,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,DEFINITION AND SIGNIFICANCE OF INTERNATIONAL FINANCIAL MANAGEMENT,https://www.youtube.com/watch?v=KvRBST1o0RE,Module 6: Balance of Payments and Currency Markets,12th,English/Hindi
9755,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,PREPARATION OF BALANCE OF PAYMENT  (BOP) STATEMENT,https://www.youtube.com/watch?v=qLnjKw97yco,Module 6: Balance of Payments and Currency Markets,12th,English/Hindi
9756,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,PREPRATION OF BALANCE OF PAYMENT (BOP)-VIDEO 2,https://www.youtube.com/watch?v=0TzIiD7uRUY,Module 6: Balance of Payments and Currency Markets,12th,English/Hindi
9757,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,CURRENCY FORWARD MARKET/CHARACTERISTICS OF FORWARD MARKET-CURRENCY.,https://www.youtube.com/watch?v=9YIDSf72bQI,Module 6: Balance of Payments and Currency Markets,12th,English/Hindi
9758,Finance,INTERNATIONAL FINANCIAL MANAGEMENT,,MEANING AND DIFFERENCE BETWEEN FORWARD AND FUTURE CONTRACT,https://www.youtube.com/watch?v=b-jDAQ-LjaU,Module 6: Balance of Payments and Currency Markets,12th,English/Hindi
