Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
7156,Project Management,Google Project Management Certificate,18hrs 21min,Intro to Project Management | Google Project Management Certificate,https://www.youtube.com/watch?v=rck3MnC7OXA
7157,Project Management,Google Project Management Certificate,,Professional Project Management Skills | Google Project Management Certificate,https://www.youtube.com/watch?v=KH-qoTqtMXE
7158,Project Management,Google Project Management Certificate,,Project Structures & Life Cycles | Google Project Management Certificate,https://www.youtube.com/watch?v=8unOyycCpFs
7159,Project Management,Google Project Management Certificate,,Finding Project Manager Jobs | Google Project Management Certificate,https://www.youtube.com/watch?v=y7LDaaFeNn4
7160,Project Management,Google Project Management Certificate,,How Company Culture Affects Project Management | Google Project Management Certificate,https://www.youtube.com/watch?v=f0VcIWJNDAI
7161,Project Management,Google Project Management Certificate,,How to Run a Successful Meeting | Google Career Certificates,https://www.youtube.com/watch?v=_mxovBWI9m0
7162,Project Management,Google Project Management Certificate,,Communicate Effectively as a Project Manager | Google Career Certificates,https://www.youtube.com/watch?v=bQ1fWZBRlLo
7163,Project Management,Google Project Management Certificate,,Key Parts of Project Initiation | Google Project Management Certificate,https://www.youtube.com/watch?v=28vZa0qOHkg
7164,Project Management,Google Project Management Certificate,,Communicating and Working with Stakeholders | Google Project Management Certificate,https://www.youtube.com/watch?v=jz7tPVDwb50
7165,Project Management,Google Project Management Certificate,,How to Set SMART Goals and Get Results | Google Project Management Certificate,https://www.youtube.com/watch?v=1eiTXSkKFtE
7166,Project Management,Google Project Management Certificate,,The Best Resources and Tools to Manage Your Project | Google Project Management Certificate,https://www.youtube.com/watch?v=ZKOwOZBvAzI
7167,Project Management,Google Project Management Certificate,,Risk Management Basics | Google Project Management Certificate,https://www.youtube.com/watch?v=kXkVV7PFWgE
7168,Project Management,Google Project Management Certificate,,The Benefits of Project Planning | Google Project Management Certificate,https://www.youtube.com/watch?v=Yu0sUnulbo4
7169,Project Management,Google Project Management Certificate,,Create a Project Communication Plan | Google Project Management Certificate,https://www.youtube.com/watch?v=W_n0GYdW7DM
7170,Project Management,Google Project Management Certificate,,Project Planning for Beginners | Google Project Management Certificate,https://www.youtube.com/watch?v=hHPAc0LFfZA
