Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,Minimum Education,Language
13506,Economics,Labour Economics Videos,33hrs 10min,Chapter 1 - Introduction to Labour Economics,https://www.youtube.com/watch?v=vWYxneCZlis,Module 1: Introduction & Labor Supply,12th,English/Hindi
13507,Economics,Labour Economics Videos,,Chapter 2 - Labour Supply Part I,https://www.youtube.com/watch?v=mGU4oB2WOxg,Module 1: Introduction & Labor Supply,12th,English/Hindi
13508,Economics,Labour Economics Videos,,Chapter 2 - Labour Supply Part II,https://www.youtube.com/watch?v=BSh-1O432rI,Module 1: Introduction & Labor Supply,12th,English/Hindi
13509,Economics,Labour Economics Videos,,Chapter 3 - Labour Supply   Policy Applications,https://www.youtube.com/watch?v=8PssTjLq6sU,Module 1: Introduction & Labor Supply,12th,English/Hindi
13510,Economics,Labour Economics Videos,,Chapter 4 - Labour Supply Lifecycle,https://www.youtube.com/watch?v=QP8pX_TgVO8,Module 2: Labor Supply & Policy,12th,English/Hindi
13511,Economics,Labour Economics Videos,,Chapter 5 - Labour Demand Part I,https://www.youtube.com/watch?v=4YrMIj-bTh8,Module 2: Labor Supply & Policy,12th,English/Hindi
13512,Economics,Labour Economics Videos,,Chapter 7 - Labour Market Equilibrium Part II,https://www.youtube.com/watch?v=Gh_bZpEKq-A,Module 2: Labor Supply & Policy,12th,English/Hindi
13513,Economics,Labour Economics Videos,,Chapter 8 - Compensating Wage Differentials Part I,https://www.youtube.com/watch?v=P6MnBzjOTuk,Module 3: Labor Demand & Equilibrium,12th,English/Hindi
13514,Economics,Labour Economics Videos,,Chapter 8 - Compensating Wage Differentials Part II,https://www.youtube.com/watch?v=rD5h0Axhr9Y,Module 3: Labor Demand & Equilibrium,12th,English/Hindi
13515,Economics,Labour Economics Videos,,Chapter 9 - Human Capital Part I,https://www.youtube.com/watch?v=wUf8U_5tTJo,Module 4: Wage Differentials & Human Capital,12th,English/Hindi
13516,Economics,Labour Economics Videos,,Chapter 9 - Human Capital Part II,https://www.youtube.com/watch?v=zJNXz6rCYRM,Module 4: Wage Differentials & Human Capital,12th,English/Hindi
13517,Economics,Labour Economics Videos,,Chapter 10 - The Wage Structure,https://www.youtube.com/watch?v=LwCOGs7tnIU,Module 4: Wage Differentials & Human Capital,12th,English/Hindi
