Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,Minimum Education,Language
13106,Education,Financial Literacy,16hrs 5min,Introduction to Financial Literacy - Money Management for Teens!,https://www.youtube.com/watch?v=2Aosql_3vBY,Module 1: Introduction to Financial Literacy,12th,English/Hindi
13107,Education,Financial Literacy,,Interest - Financial Literacy for Teens!,https://www.youtube.com/watch?v=BkwliVwClBE,Module 1: Introduction to Financial Literacy,12th,English/Hindi
13108,Education,Financial Literacy,,Forms of Financial Exchange - Financial Literacy for Teens!,https://www.youtube.com/watch?v=7looujGJSZk,Module 1: Introduction to Financial Literacy,12th,English/Hindi
13109,Education,Financial Literacy,,Introduction to Money Basics - Financial Literacy for Teens!,https://www.youtube.com/watch?v=GwAIu-RA_WA,Module 1: Introduction to Financial Literacy,12th,English/Hindi
13110,Education,Financial Literacy,,What is Money? - Financial Literacy for Teens!,https://www.youtube.com/watch?v=0gnlIMlznko,Module 2: Money Management Basics,12th,English/Hindi
13111,Education,Financial Literacy,,Financial Institutions - Financial Literacy for Teens!,https://www.youtube.com/watch?v=Hh-beQj1OK4,Module 2: Money Management Basics,12th,English/Hindi
13112,Education,Financial Literacy,,The 50-30-20 Rule - Finance for Teens!,https://www.youtube.com/watch?v=OZQQMYfaBT4,Module 2: Money Management Basics,12th,English/Hindi
13113,Education,Financial Literacy,,Introduction to Budgeting - Finance for Teens!,https://www.youtube.com/watch?v=3HTa9FKSurs,Module 2: Money Management Basics,12th,English/Hindi
13114,Education,Financial Literacy,,Financial Statements - Finance for Teens!,https://www.youtube.com/watch?v=85FfwBxIjRk,Module 3: Budgeting and Financial Planning,12th,English/Hindi
13115,Education,Financial Literacy,,Fixed and Variable Expenses - Finance for Teens!,https://www.youtube.com/watch?v=3_Q5g1kLOzY,Module 3: Budgeting and Financial Planning,12th,English/Hindi
13116,Education,Financial Literacy,,Envelope Budgeting - Finance for Teens!,https://www.youtube.com/watch?v=WoiNmSK6aWo,Module 3: Budgeting and Financial Planning,12th,English/Hindi
13117,Education,Financial Literacy,,Envelope Budgeting With Spreadsheets - Finance for Teens!,https://www.youtube.com/watch?v=ilmeVoil8FY,Module 3: Budgeting and Financial Planning,12th,English/Hindi
13118,Education,Financial Literacy,,Parts of a Spreadsheet - Finance for Teens!,https://www.youtube.com/watch?v=1m-3lPqCNiQ,Module 3: Budgeting and Financial Planning,12th,English/Hindi
13119,Education,Financial Literacy,,Formulas and Functions - Finance for Teens!,https://www.youtube.com/watch?v=0dSIYKN9BMo,Module 3: Budgeting and Financial Planning,12th,English/Hindi
13120,Education,Financial Literacy,,Useful Functions - Finance for Teens!,https://www.youtube.com/watch?v=S3S3JYci9cs,Module 4: Earning Money,12th,English/Hindi
13121,Education,Financial Literacy,,Budgeting Apps - Finance for Teens!,https://www.youtube.com/watch?v=15UH1IuIdOY,Module 4: Earning Money,12th,English/Hindi
13122,Education,Financial Literacy,,Active Streams of Income - Finance for Teens!,https://www.youtube.com/watch?v=czZhoRCasRk,Module 4: Earning Money,12th,English/Hindi
13123,Education,Financial Literacy,,Passive Streams of Income - Finance for Teens!,https://www.youtube.com/watch?v=8Kn80ix5Cz4,Module 4: Earning Money,12th,English/Hindi
13124,Education,Financial Literacy,,Forms of Compensation - Finance for Teens!,https://www.youtube.com/watch?v=NcX57ZjrRDA,Module 4: Earning Money,12th,English/Hindi
13125,Education,Financial Literacy,,Types of Employment - Finance for Teens!,https://www.youtube.com/watch?v=yxtJgGDxVWc,Module 4: Earning Money,12th,English/Hindi
13126,Education,Financial Literacy,,Employee Benefits - Finance for Teens!,https://www.youtube.com/watch?v=W6Jx4hZmgOk,Module 5: Taxation,12th,English/Hindi
13127,Education,Financial Literacy,,Total Compensation - Finance for Teens!,https://www.youtube.com/watch?v=9oeaH0hHgsU,Module 5: Taxation,12th,English/Hindi
13128,Education,Financial Literacy,,Introduction to Earning Money - Finance for Teens!,https://www.youtube.com/watch?v=A1wbl8FuVKQ,Module 5: Taxation,12th,English/Hindi
13129,Education,Financial Literacy,,Adapting to the Job Market - Finance for Teens!,https://www.youtube.com/watch?v=LWDkIYXDcJI,Module 5: Taxation,12th,English/Hindi
13130,Education,Financial Literacy,,Earning Money Wrap-Up - Finance for Teens!,https://www.youtube.com/watch?v=gosfTSWQZoo,Module 5: Taxation,12th,English/Hindi
13131,Education,Financial Literacy,,Intro to Taxation - Finance for Teens!,https://www.youtube.com/watch?v=byTzL8A1IzU,Module 5: Taxation,12th,English/Hindi
13132,Education,Financial Literacy,,Purposes of Taxation - Finance for Teens!,https://www.youtube.com/watch?v=pyx5xUGTe80,Module 5: Taxation,12th,English/Hindi
13133,Education,Financial Literacy,,Taxable Income - Finance for Teens!,https://www.youtube.com/watch?v=s_U4a_npVoU,Module 6: Saving and Investing,12th,English/Hindi
13134,Education,Financial Literacy,,Tax Systems - Finance for Teens!,https://www.youtube.com/watch?v=KzYMiL_nHEw,Module 6: Saving and Investing,12th,English/Hindi
