Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,Minimum Education,Language
13168,Education,STEM Projects,9hrs 3min,How to make a Car - Powered Car - Very Simple,https://www.youtube.com/watch?v=voT-xADi-RE,Module 1: Fun with Hydraulics,12th,English/Hindi
13169,Education,STEM Projects,,How to make a Helicopter - (Electric Helicopter),https://www.youtube.com/watch?v=_CG9MCclbAs,Module 1: Fun with Hydraulics,12th,English/Hindi
13170,Education,STEM Projects,,Easy hydraulic machine,https://www.youtube.com/watch?v=9JDFseoAaNU,Module 1: Fun with Hydraulics,12th,English/Hindi
13171,Education,STEM Projects,,Hydraulic bridge project demonstration,https://www.youtube.com/watch?v=LY_jSUCb7eE,Module 1: Fun with Hydraulics,12th,English/Hindi
13172,Education,STEM Projects,,LIFTING JACK - ENGLISH - Hydraulic Jack! from Ice Cream Sticks,https://www.youtube.com/watch?v=Eh0kyhEa8g8,Module 2: Building Vehicles,12th,English/Hindi
13173,Education,STEM Projects,,HYDRAULIC ARM PROJECT,https://www.youtube.com/watch?v=EEOUdwJdAfw,Module 2: Building Vehicles,12th,English/Hindi
13174,Education,STEM Projects,,Boy Makes DIY Excavator with Syringe Hydraulics,https://www.youtube.com/watch?v=Kfhki3RkJv0,Module 3: Exploring Physics and Engineering,12th,English/Hindi
13175,Education,STEM Projects,,braço mecânico hidráulico (escavadeira) brinquedo feito com seringas e tubos de PVC,https://www.youtube.com/watch?v=UdZch_ytMQc,Module 3: Exploring Physics and Engineering,12th,English/Hindi
13176,Education,STEM Projects,,Braço hidráulico com cano de PVC - UNIP SÃO JOSÉ DOS CAMPOS,https://www.youtube.com/watch?v=L3ef9zqUQnw,Module 4: Sound and Simple Mechanics,12th,English/Hindi
13177,Education,STEM Projects,,The Official Ultra-Ever Dry Video - Superhydrophobic coating - Repels almost any liquid!,https://www.youtube.com/watch?v=IPM8OR6W6WE,Module 4: Sound and Simple Mechanics,12th,English/Hindi
13178,Education,STEM Projects,,The SECOND Official Ultra-Ever Dry Video - Superhydrophobic coating - Repels almost any liquid!,https://www.youtube.com/watch?v=BvTkefJHfC0,Module 4: Sound and Simple Mechanics,12th,English/Hindi
13179,Education,STEM Projects,,How to Make a Speaker using CD at Home,https://www.youtube.com/watch?v=-erq5VOw4-s,Module 4: Sound and Simple Mechanics,12th,English/Hindi
13180,Education,STEM Projects,,How to Make a Toy Gun using Sketch Pen,https://www.youtube.com/watch?v=oTo4NFNGTkk,Module 4: Sound and Simple Mechanics,12th,English/Hindi
13181,Education,STEM Projects,,How to Make Free Energy Water Pump - Ram Pump,https://www.youtube.com/watch?v=0S2u_tdZkHs,Module 4: Sound and Simple Mechanics,12th,English/Hindi
