Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
5182,Physical Education,Physical Education For All Teaching Exams By Monu Sir,0hrs 1011min,BPSC TGT Physical Education Classes 2024 | Physical Education Day 3 By Monu Sir,https://www.youtube.com/watch?v=ImGlHiomGqA,Module 1: Introduction to Physical Education,1
5183,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC TGT Physical Education Classes 2024 | Physical Education Day 2 By Monu Sir,https://www.youtube.com/watch?v=tHgvYU4mFic,Module 1: Introduction to Physical Education,1
5184,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC TGT Physical Education Classes 2024 | Physical Education Day 1 By Monu Sir,https://www.youtube.com/watch?v=37ar_sW6X_A,Module 1: Introduction to Physical Education,1
5185,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,Chandigarh बिहार शिक्षक भर्ती  TRE 3.0 & 4.0 | Physical Education PGT  History of Physical Education,https://www.youtube.com/watch?v=Xd_eMGwNDeo,Module 1: Introduction to Physical Education,1
5186,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC TGT Physical Education Crash Course #1 | Anatomy of Physical Education By Monu Sir,https://www.youtube.com/watch?v=mQjWcbD8slI,Module 2: Physical Education Crash Course,2
5187,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,Chandigarh बिहार शिक्षक भर्ती  TRE 3.0 & 4.0 | Physical Education TGT  YOGA,https://www.youtube.com/watch?v=wmo9Iw0st8E,Module 2: Physical Education Crash Course,2
5188,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #23 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=S7Fte9E0iY4,Module 2: Physical Education Crash Course,2
5189,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #22 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=exUPgzEazl0,Module 2: Physical Education Crash Course,2
5190,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #21 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=epKJcrcpGbw,Module 3: Physical Education 10 Days Challenge,3
5191,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #20 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=I7xjOupLfdE,Module 3: Physical Education 10 Days Challenge,3
5192,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #19 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=oO8jjr_Acu8,Module 3: Physical Education 10 Days Challenge,3
5193,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #18 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=i_RxCqSiz50,Module 3: Physical Education 10 Days Challenge,3
5194,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #17 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=98sw8L9xO8U,Module 4: Teaching Exams Preparation,4
5195,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #16 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=4pW3sTaBxUs,Module 4: Teaching Exams Preparation,4
5196,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,Odisha TGT Physical Education Marathon 2024 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=kl7fG1DH7n8,Module 4: Teaching Exams Preparation,4
5197,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #15 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=4Y5S9uPLvtA,Module 4: Teaching Exams Preparation,4
5198,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #14 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=ynazUZeEesY,Module 5: EMRS/DSSSB Paper Solutions,5
5199,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #13 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=5AU_JKYrAuk,Module 5: EMRS/DSSSB Paper Solutions,5
5200,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #12 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=3QbTO3RCIkA,Module 5: EMRS/DSSSB Paper Solutions,5
5201,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #11 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=sYacV7hBL_w,Module 5: EMRS/DSSSB Paper Solutions,5
5202,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #10 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=Wh6Wc_WjUiA,Module 6: BPSC/DSSSB Crash Course,6
5203,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #9 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=IdLEbWagdE8,Module 6: BPSC/DSSSB Crash Course,6
5204,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #8 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=kp3BYy2txI8,Module 6: BPSC/DSSSB Crash Course,6
5205,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #7 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=UVQ8pau1jhs,Module 6: BPSC/DSSSB Crash Course,6
5206,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #6 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=5Dh_0vJLQbM,Module 7: Odisha TGT & Regular Teacher,7
5207,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #5 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=SuDPXDjZfi4,Module 7: Odisha TGT & Regular Teacher,7
5208,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #4 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=stQPV-cU4L8,Module 7: Odisha TGT & Regular Teacher,7
5209,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #3 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=vnnnaRV5ofQ,Module 7: Odisha TGT & Regular Teacher,7
5210,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #2 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=cBAgKWkhl9s,Module 8:  Chandigarh & Bihar शिक्षक भर्ती,8
5211,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,BPSC/DSSSB Physical Education Crash Course #1 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=ZUfZ3MYLIas,Module 8:  Chandigarh & Bihar शिक्षक भर्ती,8
5212,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,EMRS/DSSSB Physical Education Paper Solution #13 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=f76N5Qbd7Tw,Module 8:  Chandigarh & Bihar शिक्षक भर्ती,8
5213,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,EMRS/DSSSB Physical Education Paper Solution #11 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=wiR0mCtNO5o,Module 8:  Chandigarh & Bihar शिक्षक भर्ती,8
5214,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,EMRS/DSSSB Physical Education Paper Solution #10 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=3a1_u16co58,Module 8:  Chandigarh & Bihar शिक्षक भर्ती,8
5215,Physical Education,Physical Education For All Teaching Exams By Monu Sir,,EMRS/DSSSB Physical Education Paper Solution #8 | Physical Education By Monu Sir,https://www.youtube.com/watch?v=lGRga93vWh8,Module 8:  Chandigarh & Bihar शिक्षक भर्ती,8
