Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
1220,Film and Media Studies,Unit 7: Media Management and Production,0hrs 2786min,7.1 Fundamentals of Media Production | UGC NET Mass Communication and Journalism | Unit 7,https://www.youtube.com/watch?v=aM5bgEK_1Sk
1221,Film and Media Studies,Unit 7: Media Management and Production,,7.2 Camera Angles | UGC NET Mass Communication and Journalism | Unit 7,https://www.youtube.com/watch?v=nrG9DEdRITo
1222,Film and Media Studies,Unit 7: Media Management and Production,,7.3 Lighting | UGC NET Mass Communication and Journalism | Unit 7,https://www.youtube.com/watch?v=Hcmq4bh9BIs
1223,Film and Media Studies,Unit 7: Media Management and Production,,7.4 Lighting Techniques  | UGC NET Mass Communication and Journalism | Unit 7,https://www.youtube.com/watch?v=OOUFNW8to1E
1224,Film and Media Studies,Unit 7: Media Management and Production,,7.5 LIGHTING INSTRUMENTS AND ACCESSORIES  | UGC NET Mass Communication and Journalism | Unit 7,https://www.youtube.com/watch?v=CmCz-NQz8S8
1225,Film and Media Studies,Unit 7: Media Management and Production,,7.6 Media Ownership  | UGC NET Mass Communication and Journalism | Unit 7,https://www.youtube.com/watch?v=g3aa36Wy3Ho
1226,Film and Media Studies,Unit 7: Media Management and Production,,7.7 Visual Communication  | UGC NET Mass Communication and Journalism | Unit 7,https://www.youtube.com/watch?v=APXZolXAjR4
1227,Film and Media Studies,Unit 7: Media Management and Production,,7.8 Newspaper Makeup  | UGC NET Mass Communication and Journalism | Unit 7,https://www.youtube.com/watch?v=ZOjW4PzejaY
1228,Film and Media Studies,Unit 7: Media Management and Production,,7.9 Elements of Newspaper  | UGC NET Mass Communication and Journalism | Unit 7,https://www.youtube.com/watch?v=xIA0LJjK0SU
1229,Film and Media Studies,Unit 7: Media Management and Production,,7.10 Television Production | UGC NET Mass Communication and Journalism | Unit 7,https://www.youtube.com/watch?v=cWRmPdxaKYc
1230,Film and Media Studies,Unit 7: Media Management and Production,,7.11 Media Management | UGC NET Mass Communication and Journalism | Unit 7,https://www.youtube.com/watch?v=_QHi3IMulzU
1231,Film and Media Studies,Unit 7: Media Management and Production,,7.12 Print Making Techniques | UGC NET Mass Communication and Journalism | Unit 7,https://www.youtube.com/watch?v=hauwmIP3a3c
