Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,Minimum Education,Language
8008,Data Science,Business analyst playlist,1110hrs 16min,Business Analyst Training | Business Analyst Full Course | Business Analyst | Intellipaat,https://www.youtube.com/watch?v=ABAL1nmORgk,Module 1: Getting Started as a Business Analyst,12th,English/Hindi
8009,Data Science,Business analyst playlist,,Agile Methodology Tutorial for Beginners | Jira Tutorial | Agile Methodology Explained,https://www.youtube.com/watch?v=KNBHQ0pyaG8,Module 1: Getting Started as a Business Analyst,12th,English/Hindi
8010,Data Science,Business analyst playlist,,Agile Management | Google Project Management Certificate,https://www.youtube.com/watch?v=km7n3DI5IWk,Module 1: Getting Started as a Business Analyst,12th,English/Hindi
8011,Data Science,Business analyst playlist,,SQL Full Course | SQL For Beginners | Mysql Full Course | SQL Training | Simplilearn,https://www.youtube.com/watch?v=AA7i2GcTGwU,Module 1: Getting Started as a Business Analyst,12th,English/Hindi
8012,Data Science,Business analyst playlist,,Data Analyst | Data Analyst Course | Data Analytics | Data Analytics Full Course 2022 | Simplilearn,https://www.youtube.com/watch?v=A1JN_UN3mYE,Module 2: Agile and Project Management for BAs,12th,English/Hindi
8013,Data Science,Business analyst playlist,,Agile Scrum Full Course In 4 Hours | Agile Scrum Master Training | Agile Training Video |Simplilearn,https://www.youtube.com/watch?v=VFQtSqChlsk,Module 2: Agile and Project Management for BAs,12th,English/Hindi
8014,Data Science,Business analyst playlist,,Project Management Full Course In 8 Hours | Project Management Training | Simplilearn,https://www.youtube.com/watch?v=uWPIsaYpY7U,Module 2: Agile and Project Management for BAs,12th,English/Hindi
8015,Data Science,Business analyst playlist,,User Acceptance Testing (UAT) | Business Analyst Training,https://www.youtube.com/watch?v=J1E2M0e6Ti4,Module 3: Requirements Elicitation and Analysis,12th,English/Hindi
8016,Data Science,Business analyst playlist,,How to plan your UAT - User Acceptance Test Plans that work! - Business Analyst Training,https://www.youtube.com/watch?v=AU8SV7091-s,Module 3: Requirements Elicitation and Analysis,12th,English/Hindi
8017,Data Science,Business analyst playlist,,Getting the Basics - Software Architecture Introduction (part 1),https://www.youtube.com/watch?v=8UlLgOf20Ho,Module 3: Requirements Elicitation and Analysis,12th,English/Hindi
8018,Data Science,Business analyst playlist,,Full Ethical Hacking Course - Network Penetration Testing for Beginners (2019),https://www.youtube.com/watch?v=3Kq1MIfTWCE,Module 4: Business Analysis Tools and Techniques,12th,English/Hindi
8019,Data Science,Business analyst playlist,,"Excel for Business Analysts Crash Course (XLOOKUP, IF, Forecast Sheets & More!)",https://www.youtube.com/watch?v=egmzpMBmH70,Module 4: Business Analysis Tools and Techniques,12th,English/Hindi
8020,Data Science,Business analyst playlist,,think like a business analyst in tech (3 core skills + solving case study),https://www.youtube.com/watch?v=9CGYmmHZq9Q,Module 4: Business Analysis Tools and Techniques,12th,English/Hindi
8021,Data Science,Business analyst playlist,,Use Case Diagrams Tutorial for Business Analysts | Commonly Used Business Analyst Use Cases,https://www.youtube.com/watch?v=0TJ4GoSFbhs,Module 5: Data Analysis and Visualization,12th,English/Hindi
8022,Data Science,Business analyst playlist,,How To Get The Most Out of A Book - Analytical Reading 101,https://www.youtube.com/watch?v=Ls2ynrMv10A,Module 5: Data Analysis and Visualization,12th,English/Hindi
8023,Data Science,Business analyst playlist,,Microsoft Visio Tutorial | Business Analytics Tutorial | Unified Modeling Language | Intellipaat,https://www.youtube.com/watch?v=YBNvk-ZcJ-I,Module 6: Communication and Soft Skills for BAs,12th,English/Hindi
8024,Data Science,Business analyst playlist,,How to Get Your First Business Analyst Job!,https://www.youtube.com/watch?v=wEmJubwuOE8,Module 6: Communication and Soft Skills for BAs,12th,English/Hindi
8025,Data Science,Business analyst playlist,,Creating Project Requirements with Rational RequisitePro,https://www.youtube.com/watch?v=QgZbEBTFmNM,Module 7: Business Analysis in Specialized Domains,12th,English/Hindi
8026,Data Science,Business analyst playlist,,Business analyst ppt,https://www.youtube.com/watch?v=xl_KnNWnM-I,Module 7: Business Analysis in Specialized Domains,12th,English/Hindi
8027,Data Science,Business analyst playlist,,How to present Business Analysis - business concept presentation,https://www.youtube.com/watch?v=kekpx5q8uRU,Module 8: Testing and Quality Assurance for BAs,12th,English/Hindi
8028,Data Science,Business analyst playlist,,BA Tutorial 8 - Creating wireframe designs as a Business Analyst (Ft. Balsamiq),https://www.youtube.com/watch?v=K8gBblxS66Y,Module 8: Testing and Quality Assurance for BAs,12th,English/Hindi
8029,Data Science,Business analyst playlist,,Wireframe Production Using Balsamiq| Vijay S Shukla | qbi.in | Free UI /UX Training  |Balsamiq,https://www.youtube.com/watch?v=FqOM9JTctwk,Module 8: Testing and Quality Assurance for BAs,12th,English/Hindi
8030,Data Science,Business analyst playlist,,Business Analyst Workflow Solutions: Trello,https://www.youtube.com/watch?v=oyJal0y7Zpg,Module 8: Testing and Quality Assurance for BAs,12th,English/Hindi
8031,Data Science,Business analyst playlist,,BA Tutorial 12 - Setting up a Trello Board in Agile as a Business Analyst,https://www.youtube.com/watch?v=FJ7Fmc329K0,Module 8: Testing and Quality Assurance for BAs,12th,English/Hindi
8032,Data Science,Business analyst playlist,,Business Analyst Documentation Session - Free Online Business Analyst Training,https://www.youtube.com/watch?v=XaZ83xg7_fQ,Module 8: Testing and Quality Assurance for BAs,12th,English/Hindi
8033,Data Science,Business analyst playlist,,Business Analyst Session Day 17: Pencil Tool Tutorial,https://www.youtube.com/watch?v=E_s38is-MSQ,Module 8: Testing and Quality Assurance for BAs,12th,English/Hindi
8034,Data Science,Business analyst playlist,,Business Analysis Day 2 Jira,https://www.youtube.com/watch?v=omQjdkZxXNk,Module 8: Testing and Quality Assurance for BAs,12th,English/Hindi
8035,Data Science,Business analyst playlist,,Business Analytics & Business Intelligence Full Course 2022 | Business Analysis | Simplilearn,https://www.youtube.com/watch?v=zbcCdoHeS4w,Module 8: Testing and Quality Assurance for BAs,12th,English/Hindi
8036,Data Science,Business analyst playlist,,5 Data Visualization Project Ideas,https://www.youtube.com/watch?v=kCrEtgOtiFU,Module 8: Testing and Quality Assurance for BAs,12th,English/Hindi
