Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,Minimum Education,Language
7895,Data Science,SQL for Data Analytics & Data Science,151hrs 9min,SQL for Data Analytics & Data Science | Day 1 | 360DigiTMG,https://www.youtube.com/watch?v=kxkK_XNv8HQ,Module 1: Introduction to SQL,12th,English/Hindi
7896,Data Science,SQL for Data Analytics & Data Science,,SQL for Data Analytics & Data Science | Day 2 | 360DigiTMG,https://www.youtube.com/watch?v=kNxaCFSGjQ8,Module 1: Introduction to SQL,12th,English/Hindi
7897,Data Science,SQL for Data Analytics & Data Science,,SQL for Data Analytics & Data Science | Day 3 | 360DigiTMG,https://www.youtube.com/watch?v=Hbkc0Vrkjog,Module 1: Introduction to SQL,12th,English/Hindi
7898,Data Science,SQL for Data Analytics & Data Science,,SQL for Data Analytics & Data Science | Day 4 | 360DigiTMG,https://www.youtube.com/watch?v=O0ZIb5ckql8,Module 1: Introduction to SQL,12th,English/Hindi
7899,Data Science,SQL for Data Analytics & Data Science,,SQL for Data Analytics & Data Science | Day 5 | 360DigiTMG,https://www.youtube.com/watch?v=tx90w5cwoDo,Module 2: Data Manipulation and Aggregation,12th,English/Hindi
7900,Data Science,SQL for Data Analytics & Data Science,,SQL for Data Analytics & Data Science | Day 6 | 360DigiTMG,https://www.youtube.com/watch?v=XFoUsVPQYew,Module 2: Data Manipulation and Aggregation,12th,English/Hindi
7901,Data Science,SQL for Data Analytics & Data Science,,SQL for Data Analytics & Data Science | Day 7 | 360DigiTMG,https://www.youtube.com/watch?v=npE5-AS1yPA,Module 2: Data Manipulation and Aggregation,12th,English/Hindi
7902,Data Science,SQL for Data Analytics & Data Science,,SQL for Data Analytics & Data Science | Day-8 | 360DigiTMG,https://www.youtube.com/watch?v=W5eAN4RQUR4,Module 3: Advanced SQL Techniques,12th,English/Hindi
7903,Data Science,SQL for Data Analytics & Data Science,,SQL for Data Analytics & Data Science | Day-9 | 360DigiTMG,https://www.youtube.com/watch?v=4GMjYp1yukQ,Module 3: Advanced SQL Techniques,12th,English/Hindi
7904,Data Science,SQL for Data Analytics & Data Science,,SQL for Data Analytics & Data Science | Day-10 | 360DigiTMG,https://www.youtube.com/watch?v=-y5Nm-0n62g,Module 3: Advanced SQL Techniques,12th,English/Hindi
