Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module
9759,Finance,Learn Financial Modelling - Step by Step,102hrs 23min,Learn Financial Modelling - Step by Step,https://www.youtube.com/watch?v=QhBLvRu2XSI,Module 1: Introduction to Financial Modeling
9760,Finance,Learn Financial Modelling - Step by Step,,Learn Financial Modelling - Step by Step - Session 2,https://www.youtube.com/watch?v=9vAqWaRnfsU,Module 1: Introduction to Financial Modeling
9761,Finance,Learn Financial Modelling - Step by Step,,Learn FINANCIAL MODELLING in EXCEL - STEP BY STEP - Session 3,https://www.youtube.com/watch?v=OMQe-JF76rg,Module 1: Introduction to Financial Modeling
9762,Finance,Learn Financial Modelling - Step by Step,,Learn Financial Modelling - Step by Step - Session 4 | 3 Statement Financial Modelling,https://www.youtube.com/watch?v=-VIqSzEFvjM,Module 1: Introduction to Financial Modeling
9763,Finance,Learn Financial Modelling - Step by Step,,Learn Financial Modelling - Step by Step - Session 5 | Ratio Analysis,https://www.youtube.com/watch?v=t93qZunzHd8,Module 2: Financial Statements and Ratio Analysis
9764,Finance,Learn Financial Modelling - Step by Step,,Learn Financial Modelling - Step by Step - Session 6 | Forecasting,https://www.youtube.com/watch?v=Ccv8eAqBSSQ,Module 2: Financial Statements and Ratio Analysis
9765,Finance,Learn Financial Modelling - Step by Step,,DCF Excel Modelling | Step by Step - Session 7  | Investment Banking,https://www.youtube.com/watch?v=pdveRcJucX4,Module 2: Financial Statements and Ratio Analysis
9766,Finance,Learn Financial Modelling - Step by Step,,Master WACC Modelling | DCF Modelling | Session - 8 | Investment Banking,https://www.youtube.com/watch?v=Pp_qhxHUziQ,Module 3: Forecasting & Valuation
9767,Finance,Learn Financial Modelling - Step by Step,,Master WACC Modelling -2 | DCF Modelling | Session 9 | Investment Banking,https://www.youtube.com/watch?v=qRri_spNhHo,Module 3: Forecasting & Valuation
9768,Finance,Learn Financial Modelling - Step by Step,,Master WACC Modelling -3 | DCF Modelling | Session 10 | Investment Banking,https://www.youtube.com/watch?v=N0VG4nbeoBI,Module 3: Forecasting & Valuation
9769,Finance,Learn Financial Modelling - Step by Step,,Common Size Statement | Financial Modelling | Session 11 |  Investment banking,https://www.youtube.com/watch?v=csv-QJTubG8,Module 3: Forecasting & Valuation
9770,Finance,Learn Financial Modelling - Step by Step,,Learn Financial Modelling - Step by Step - Session 12 | Growth Rate,https://www.youtube.com/watch?v=0N3zIEhaq1c,Module 4: Valuation & Modeling
9771,Finance,Learn Financial Modelling - Step by Step,,Learn Financial Modelling | Step by Step - Session 13| DCF| Investment Banking,https://www.youtube.com/watch?v=h-rO3pNHHuw,Module 4: Valuation & Modeling
9772,Finance,Learn Financial Modelling - Step by Step,,Learn Financial Modelling | Step by Step - Session 14| Relative valuation| Investment Banking,https://www.youtube.com/watch?v=1aAh_CbnOj0,Module 4: Valuation & Modeling
9773,Finance,Learn Financial Modelling - Step by Step,,Learn Financial Modelling | Step by Step - Session 15| Relative valuation| Investment Banking,https://www.youtube.com/watch?v=DpKdORBG224,Module 4: Valuation & Modeling
9774,Finance,Learn Financial Modelling - Step by Step,,Sensitivity Analysis | Learn Financial Modeling | Step by Step| Session 16,https://www.youtube.com/watch?v=cdPqgPmZQjM,Module 5: Sensitivity & Scenario Analysis
9775,Finance,Learn Financial Modelling - Step by Step,,Football Field Analysis | Learn Financial Modeling | Step by Step | Session 17,https://www.youtube.com/watch?v=O-SzKtazG-g,Module 5: Sensitivity & Scenario Analysis
9776,Finance,Learn Financial Modelling - Step by Step,,Financial Modeling INTERVIEW | Practical Case Study| Investment Banking,https://www.youtube.com/watch?v=damvzw7xNpk,Module 5: Sensitivity & Scenario Analysis
9777,Finance,Learn Financial Modelling - Step by Step,,VAR calculation in EXCEL | Learn Financial Modeling | Step by Step | Session 18,https://www.youtube.com/watch?v=MlIijqGBml0,Module 6: Advanced Modeling Techniques
9778,Finance,Learn Financial Modelling - Step by Step,,Dupont Analysis Modelling | Learn Financial Modeling | Step by Step | Session 18,https://www.youtube.com/watch?v=LIHqS2aQYtY,Module 6: Advanced Modeling Techniques
9779,Finance,Learn Financial Modelling - Step by Step,,Dupont Analysis Modelling | Learn Financial Modeling | Step by Step | Session 19,https://www.youtube.com/watch?v=DcLvXfXPLKo,Module 6: Advanced Modeling Techniques
9780,Finance,Learn Financial Modelling - Step by Step,,Altman's Z Score Modelling | Learn Financial Modeling | Step by Step | Session 20,https://www.youtube.com/watch?v=13YAACEFamQ,Module 7: Company Analysis & Valuation
9781,Finance,Learn Financial Modelling - Step by Step,,One Page Company Profile | Step by Step | Part 1,https://www.youtube.com/watch?v=LMtOMPxPOaM,Module 7: Company Analysis & Valuation
9782,Finance,Learn Financial Modelling - Step by Step,,One Page Company Profile | Step by Step | Part 2,https://www.youtube.com/watch?v=O2WuKBxp5Jo,Module 7: Company Analysis & Valuation
9783,Finance,Learn Financial Modelling - Step by Step,,Top 5 Finance News Resources,https://www.youtube.com/watch?v=0PaDCIXu0eg,Module 7: Company Analysis & Valuation
