Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
9854,Special Education,Child Psychology | Emotional & Behavioral Disorders in Childhood | Emotional & behavioral problems | emotional and behavioral disorders in  classroom,35hrs 14min,Child Psychology | Emotional & Behavioral Disorders in Childhood | Emotional & behavioral problems,https://www.youtube.com/watch?v=Ju8AQbaEAr8
9855,Special Education,Child Psychology | Emotional & Behavioral Disorders in Childhood | Emotional & behavioral problems | emotional and behavioral disorders in  classroom,,Motivational Speech | Motivational Speech in Kannada | Motivational speech in Kannada for students,https://www.youtube.com/watch?v=8qMpPh4k-Kk
9856,Special Education,Child Psychology | Emotional & Behavioral Disorders in Childhood | Emotional & behavioral problems | emotional and behavioral disorders in  classroom,,High Power Motivational Speech | Motivational Speech in Kannada | Motivational speech in Kannada,https://www.youtube.com/watch?v=6U03tiKdBV0
9857,Special Education,Child Psychology | Emotional & Behavioral Disorders in Childhood | Emotional & behavioral problems | emotional and behavioral disorders in  classroom,,High Power Motivational Speech | Pre - University Education Scam | Motivation Speech in Kannada,https://www.youtube.com/watch?v=NPDxKjAydiY
9858,Special Education,Child Psychology | Emotional & Behavioral Disorders in Childhood | Emotional & behavioral problems | emotional and behavioral disorders in  classroom,,Best Motivational Speech on Success 2023 | Karkala Christ King College | Kannada Motivational Speech,https://www.youtube.com/watch?v=ktkU8GzSci0
9859,Special Education,Child Psychology | Emotional & Behavioral Disorders in Childhood | Emotional & behavioral problems | emotional and behavioral disorders in  classroom,,World Best Motivational Video in Kannada | Kannada motivational video | Motivational video kannada,https://www.youtube.com/watch?v=YoQBQlaW4DA
9860,Special Education,Child Psychology | Emotional & Behavioral Disorders in Childhood | Emotional & behavioral problems | emotional and behavioral disorders in  classroom,,Best motivational speech in kannada | Best Kannada Motivational Video | Secret Of Success in Kannada,https://www.youtube.com/watch?v=iTd4qVpGpTo
9861,Special Education,Child Psychology | Emotional & Behavioral Disorders in Childhood | Emotional & behavioral problems | emotional and behavioral disorders in  classroom,,Best motivational speech in kannada | Best Kannada Motivational Video |Best Alumni Speech in kannada,https://www.youtube.com/watch?v=mgnjk4D6ceY
