Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
10507,Early Childhood Education,Early Literacy,2hrs 2min,Introduction to Supporting Oral Language Development in the Preschool Classroom,https://www.youtube.com/watch?v=MPMbtKHt0hI,Module 1: Foundations of Oral Language Development,1,12th,English/Hindi
10508,Early Childhood Education,Early Literacy,,Supporting Oral Language Development in a Language Rich Environment,https://www.youtube.com/watch?v=XJpKkKq2kik,Module 1: Creating a Language-Rich Environment,1,12th,English/Hindi
10509,Early Childhood Education,Early Literacy,,Utilizing Interactive Read-Alouds to Support Oral Language Development,https://www.youtube.com/watch?v=gkqMafxiRZU,Module 2: Interactive Read-Alouds and Storytelling,2,12th,English/Hindi
10510,Early Childhood Education,Early Literacy,,Engaging Children in Oral Storytelling to Support Oral Language Development,https://www.youtube.com/watch?v=GZmIUNYXLe8,Module 2: Engaging Children in Oral Storytelling,2,12th,English/Hindi
10511,Early Childhood Education,Early Literacy,,Supporting Oral Language Development in Dual Language Learners,https://www.youtube.com/watch?v=jKeVY5k3cDU,Module 3: Supporting Dual Language Learners,3,12th,English/Hindi
10512,Early Childhood Education,Early Literacy,,Inspiring Lessons,https://www.youtube.com/watch?v=WKKnqKW8Oos,Module 3: Inspiring Lessons and Best Practices,3,12th,English/Hindi
