Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
5276,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,174hrs 18min,Cement - 1 | L:1 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=fysIAYNBoe4
5277,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Cement - 2 | L:2 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=YMvtPHvfwT4
5278,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Cement - 3 | L:3 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=9TzHg5vzRvU
5279,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Cement - 4 | L:4 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=qGqkFWGggDc
5280,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Cement - 5 | L:5 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=t1BNXHt6CTo
5281,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Cement - 6 | L:6 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=wdGv1PLqG9c
5282,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Concrete-1 | L:7 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=CUxM1vWpRR8
5283,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Concrete-2 | L:8 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=mbTHgjmskBo
5284,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Concrete-3 | L:9 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=gHh1xywnLhA
5285,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Concrete - 4 | L:10 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=EWTwXqY9I0E
5286,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Concrete-5 | L:11 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=H7bfmwiICW4
5287,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Concrete - 6 | L:12 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=CltwUDOsblo
5288,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Concrete-7 | L:13 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=3XQPScQ4FhA
5289,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Concrete-8 | L:14 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=mS3teg56UXA
5290,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Timber-1  | L:15 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=S08mAj84f2c
5291,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Timber-2 | L:16 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=Fw6zGlo4F7c
5292,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Question session | L:17 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=_VNSgYrTQGI
5293,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Timber-3 | L:18 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=oFx1O8-ewZ0
5294,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Timber-4 | L:19 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=c2k2IKd3f0k
5295,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Timber-5 | L:20 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=aNxMD6MPO9M
5296,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Timber-6 | L:21 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=0wTx7bZJxdU
5297,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Question session | L:22 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=ucqITzoyYk0
5298,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Brick -1 | L:23 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=DIMxWQzrNdQ
5299,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Brick -2 | L:24 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=2FbIjaGUI84
5300,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Brick -3 | L:25 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=VlsW9FCWvxI
5301,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Brick-4 | L:26 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=xq_EUBeXYl0
5302,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Brick-5 | L:27 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=9n_mS1nwXTo
5303,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Brick Masonry-1 | L:28 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=mHL-rJAT7tg
5304,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Brick Masonry-2 | L:29 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=E4RLbeXcI40
5305,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Mortar | L:30 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=jshMp7OaLbg
5306,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Stone - 1 | L:31 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=8gqClM9dahY
5307,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Stone - 2 | L:32 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=m_1SbxuYznw
5308,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Stone-3 | L:33 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=RXoZMcsTc3s
5309,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Stone - 4 | L:34 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=6sIF7JZ077A
5310,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Question Session | L:35 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=Nl9KWe-3dMU
5311,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Lime | L:36 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=hLzcxzm8AqY
5312,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Aggregates-1 | L:37 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=6G4JQo2SK58
5313,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Aggregates- 2 | L:38 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=UQPPW5rsh4o
5314,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Aggregates-3 | L:39 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=bm-psyvLagQ
5315,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Fly Ash | L:40 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=0saDiSPWY_E
5316,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Question Session | L:41 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=G-HFIXGc29I
5317,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Aluminium | L:42 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=Ia2nY08oA_Y
5318,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,FRP & Ceramics | L:43 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=m3JMH1fZXPI
5319,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Glass | L:44 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=Gcmh-aIs2-c
5320,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Plastics | L:45 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=AbCNc_FCPEA
5321,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Steel | L:46 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=_LWKTDRe7fk
5322,Civil Engineering,Building Materials & Construction | ESE 2021 Exam | Chetan Sir,,Paints & Varnishes- 1 | L:47 | Building Materials & Construction | ESE 2021 Exam | Chetan Sir,https://www.youtube.com/watch?v=1HQoQMWtrfc
