Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
5872,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),30hrs 5min,"1. Introduction To Organizational Behaviour, Nature & Scope Of OB |OB|",https://www.youtube.com/watch?v=pHg3ZfGk5j0
5873,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,"2. Environmental and Organizational Context in OB, Types Of Environment |OB|",https://www.youtube.com/watch?v=yf4Ov_YVbmI
5874,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,3. Impact Of IT on Organizational Behaviour |OB|,https://www.youtube.com/watch?v=KsMhWHHCezw
5875,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,4. Globalization in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=7wcrOAdyYww
5876,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,5. Diversity and its Types in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=EcEFeovbxRA
5877,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,6. Ethics and biggest ethical issues in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=i59WNvtpj5E
5878,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,7. Culture and Types Of Culture in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=LnN6JEuDJRg
5879,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,"8. Reward System, Types Of Rewards in Organizational Behaviour |OB|",https://www.youtube.com/watch?v=YsxMlxNT0Nc
5880,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,"9. Perception, Nature & Importance Of Perception in OB |OB|",https://www.youtube.com/watch?v=yV_ZEI4Fy1M
5881,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,"10. Perceptual Selectivity & Organization, Factors Effecting |OB|",https://www.youtube.com/watch?v=n3OZBGeUZT0
5882,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,"11. Social Perception in OB, Factors Effecting |OB|",https://www.youtube.com/watch?v=i3uazACGe0A
5883,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,"12. Attribution, Attribution Theories in Organizational Behaviour |OB|",https://www.youtube.com/watch?v=0aThclG0-Aw
5884,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,13. Locus Of Control & its Types in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=LZW5hRwjAjU
5885,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,14. Attribution Errors and its Types in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=b2cH4CDu0gI
5886,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,15. Impression Management & its Techniques in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=24HvmUIkoKA
5887,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,16. Personality & Factors Influencing Personality in Organisational Behaviour|OB|,https://www.youtube.com/watch?v=K-BiTZhUlZA
5888,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,17. Personality as A Continuum - Big 5 Model Of Personality |OB|,https://www.youtube.com/watch?v=E7TakzSNnrs
5889,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,18. Johari Window - Method for Self Awareness in Organizational Behaviour |OB|,https://www.youtube.com/watch?v=qcG4IJI9zvk
5890,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,19. Transactional Analysis - Types and Ego States |OB|,https://www.youtube.com/watch?v=smt6GGzK5Ow
5891,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,20. Attitudes - Nature and Dimensions Of Attitude in OB |OB|,https://www.youtube.com/watch?v=7L3W3SDnYZc
5892,Business Administration,ORGANIZATIONAL BEHAVIOUR (OB),,"21. Job Satisfaction, Factors , Outcomes & Methods in OB |OB|",https://www.youtube.com/watch?v=dOAHD6HVy3A
