Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module
4904,Civil Engineering,Construction Management NPTEL,87hrs 18min,Introduction to the course,https://www.youtube.com/watch?v=pwv1Nu3TO4A,Module 1: Introduction and Project Overview
4905,Civil Engineering,Construction Management NPTEL,,Interdisciplinary nature of modern construction projects,https://www.youtube.com/watch?v=4yzPzVCgRH4,Module 2: Bidding and Resource Management
4906,Civil Engineering,Construction Management NPTEL,,Overview of steps in execution of a project,https://www.youtube.com/watch?v=GAGoqqZSPh4,Module 3: Cost Estimation and Project Finances
4907,Civil Engineering,Construction Management NPTEL,,Illustrative examples for evaluation of bids based on different schemes,https://www.youtube.com/watch?v=ddvJvynEQvA,Module 4: Planning and Scheduling
4908,Civil Engineering,Construction Management NPTEL,,Resource management in construction projects,https://www.youtube.com/watch?v=kuCHsNXeNMc,Module 5: Project Control and Risk Management
4909,Civil Engineering,Construction Management NPTEL,,Estimating quantities,https://www.youtube.com/watch?v=ofkpm4lhJcg,Module 6: Construction Safety and Accident Prevention
4910,Civil Engineering,Construction Management NPTEL,,Description of items,https://www.youtube.com/watch?v=VVpQSw2fy0Y,Module 7: Quality Control in Construction
4911,Civil Engineering,Construction Management NPTEL,,Estimation of project cost,https://www.youtube.com/watch?v=GGikveOcaJw,Module 8: Legal Aspects of Construction Management
4912,Civil Engineering,Construction Management NPTEL,,Discussion on the case study of boundary wall,https://www.youtube.com/watch?v=uNI__OaLRnw,Module 9: Contract Management and Dispute Resolution
4913,Civil Engineering,Construction Management NPTEL,,Running account bills,https://www.youtube.com/watch?v=rTVP2CGapJw,Module 10: Special Topics and Conclusion
4914,Civil Engineering,Construction Management NPTEL,,Economics decision making in construction projects,https://www.youtube.com/watch?v=7gvifvliG0Y,Module 10: Special Topics and Conclusion
4915,Civil Engineering,Construction Management NPTEL,,Depreciation of construction equipment,https://www.youtube.com/watch?v=PI1UTTufpvA,Module 10: Special Topics and Conclusion
4916,Civil Engineering,Construction Management NPTEL,,Repayment of a loan,https://www.youtube.com/watch?v=fXQLr1Dxu6g,Module 10: Special Topics and Conclusion
4917,Civil Engineering,Construction Management NPTEL,,Introduction to planning and scheduling,https://www.youtube.com/watch?v=Nto1VbJSQWs,Module 10: Special Topics and Conclusion
