Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
829,Sociology,Theory & Methods | AQA A-Level Sociology,26hrs 21min,Sociological Theory - Feminism (Sociology Theory & Methods),https://www.youtube.com/watch?v=D6Dl-9pSW-4
830,Sociology,Theory & Methods | AQA A-Level Sociology,,Research Methods: Positivism (Sociology Theory & Methods),https://www.youtube.com/watch?v=4ZuZ1nrS2TM
831,Sociology,Theory & Methods | AQA A-Level Sociology,,Research Methods: Interpretivism (Sociology Theory & Methods),https://www.youtube.com/watch?v=EnCvYJlpcX0
832,Sociology,Theory & Methods | AQA A-Level Sociology,,Sociological Theory - Marxism (Sociology Theory & Methods),https://www.youtube.com/watch?v=BC6WYXhY0co
833,Sociology,Theory & Methods | AQA A-Level Sociology,,Research Methods: Observations (Sociology Theory & Methods),https://www.youtube.com/watch?v=OGXdorYr4Bg
834,Sociology,Theory & Methods | AQA A-Level Sociology,,Sociological Theory: Functionalism (Sociology Theory & Methods),https://www.youtube.com/watch?v=wFgot8TJtmo
835,Sociology,Theory & Methods | AQA A-Level Sociology,,Is Sociology a Science?,https://www.youtube.com/watch?v=P6EXrLXYKzQ
836,Sociology,Theory & Methods | AQA A-Level Sociology,,Research Methods: Questionnaires (Sociology Theory & Methods),https://www.youtube.com/watch?v=F52ZnlUCzfk
837,Sociology,Theory & Methods | AQA A-Level Sociology,,Sociological Theory: Social Action Theories (Sociology Theory & Methods),https://www.youtube.com/watch?v=ET-1VTAYiGw
838,Sociology,Theory & Methods | AQA A-Level Sociology,,Research Methods in Sociology: Quantitative and Qualitative (Sociology Theory & Methods),https://www.youtube.com/watch?v=-X3YKg-rBCM
839,Sociology,Theory & Methods | AQA A-Level Sociology,,Research Methods: Interviews (Sociology Theory & Methods),https://www.youtube.com/watch?v=7P4nURgH43A
840,Sociology,Theory & Methods | AQA A-Level Sociology,,Theoretical Debates in Sociology: Postmodernity / Postmodernism (Sociology Theory & Methods),https://www.youtube.com/watch?v=ZHBNTvlWczU
841,Sociology,Theory & Methods | AQA A-Level Sociology,,Sociological Theory: Consensus versus Conflict Theories (Sociology Theory & Methods),https://www.youtube.com/watch?v=GA-1wFB4TuY
842,Sociology,Theory & Methods | AQA A-Level Sociology,,Objectivity and Subjectivity in Sociological Research (Sociology Theory & Methods),https://www.youtube.com/watch?v=HDCeRyp-BtQ
843,Sociology,Theory & Methods | AQA A-Level Sociology,,Sociological Theory: Interactionism (Sociology Theory & Methods),https://www.youtube.com/watch?v=ZZk54A5xPD8
844,Sociology,Theory & Methods | AQA A-Level Sociology,,Sociological Theory: Structural Theories (Sociology Theory & Methods),https://www.youtube.com/watch?v=phqukeaMpw4
845,Sociology,Theory & Methods | AQA A-Level Sociology,,Research Methods: Experiments (Sociology Theory & Methods),https://www.youtube.com/watch?v=C-fHNY-VgmM
846,Sociology,Theory & Methods | AQA A-Level Sociology,,Sociology and Social Policy (Sociology Theory & Methods),https://www.youtube.com/watch?v=6tBKkrJVzYQ
847,Sociology,Theory & Methods | AQA A-Level Sociology,,Sociology and Social Policy (Sociology Theory & Methods),https://www.youtube.com/watch?v=6tBKkrJVzYQ
848,Sociology,Theory & Methods | AQA A-Level Sociology,,"Practical, Ethical and Theoretical Issues in Sociological Research (Sociology Theory & Methods)",https://www.youtube.com/watch?v=HHDZdq4YUM4
849,Sociology,Theory & Methods | AQA A-Level Sociology,,Theoretical Debates in Sociology: Modernity and Late Modernity (Sociology Theory & Methods),https://www.youtube.com/watch?v=KOWfzJJn0qQ
850,Sociology,Theory & Methods | AQA A-Level Sociology,,Methods in Context: Researching In-School Factors (Sociology Theory & Methods),https://www.youtube.com/watch?v=MchqBydftWc
851,Sociology,Theory & Methods | AQA A-Level Sociology,,Research Methods: Official Statistics (Sociology Theory & Methods),https://www.youtube.com/watch?v=Ga00r5A155c
852,Sociology,Theory & Methods | AQA A-Level Sociology,,Research Methods: Personal and Historical Documents (Sociology Theory & Methods),https://www.youtube.com/watch?v=6L6jzpWSUpM
853,Sociology,Theory & Methods | AQA A-Level Sociology,,Methods in Context: Researching Pupils (Sociology Theory & Methods),https://www.youtube.com/watch?v=tns2j5ZS8LA
854,Sociology,Theory & Methods | AQA A-Level Sociology,,Research Methods: Choice of Topic and Methods (Sociology Theory & Methods),https://www.youtube.com/watch?v=AUwfMrn5V40
855,Sociology,Theory & Methods | AQA A-Level Sociology,,Methods in Context: Researching Teachers (Sociology Theory & Methods),https://www.youtube.com/watch?v=tylurJ1lMHM
856,Sociology,Theory & Methods | AQA A-Level Sociology,,Methods in Context: Researching Parents (Sociology Theory & Methods),https://www.youtube.com/watch?v=MddAdCiz510
857,Sociology,Theory & Methods | AQA A-Level Sociology,,Methods in Context: Researching Home Factors (Sociology Theory & Methods),https://www.youtube.com/watch?v=d4-mb9NRi7c
