Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
1264,Aerospace Engineering,Learn Ansys in 10 Days,98hrs 5min,Introduction to CAE and FEA | Day 01 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=jdDKjKlIOBQ
1265,Aerospace Engineering,Learn Ansys in 10 Days,,Introduction to Ansys Workbench | Day 02 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=EJxJlfAAW2g
1266,Aerospace Engineering,Learn Ansys in 10 Days,,Introduction to 1D Analysis in Ansys | Day 03 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=Lu_bl4oLqHc
1267,Aerospace Engineering,Learn Ansys in 10 Days,,BAJA Roll CAGE Analysis | Day 04 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=lPNPreJX4uM
1268,Aerospace Engineering,Learn Ansys in 10 Days,,Introduction to 2D Analysis in Ansys | Day 05 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=jhWAy07dB-c
1269,Aerospace Engineering,Learn Ansys in 10 Days,,3D Meshing in Ansys  | Day 06 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=LgzQ0u_CLzk
1270,Aerospace Engineering,Learn Ansys in 10 Days,,Static Structural Analysis in Ansys | Day 07 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=cKwbls00JIg
1271,Aerospace Engineering,Learn Ansys in 10 Days,,Transient Structural Analysis | Day 08 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=mRcFvmKFqLI
1272,Aerospace Engineering,Learn Ansys in 10 Days,,Buckling Analysis in Ansys | Day 09 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=ni4btLHO3mw
1273,Aerospace Engineering,Learn Ansys in 10 Days,,Thermal Analysis in Ansys | Day 10 | Learn Ansys with Ranjith,https://www.youtube.com/watch?v=KJ_YR3VZXyE
