Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
13056,Public Administration,Nonprofit Leadership & Management Playlist,18hrs 3min,Must-Have Ingredients for Nonprofit Annual Reports,https://www.youtube.com/watch?v=XXBqKxuTEvw,Module 1: Nonprofit Fundamentals,1,12th,English/Hindi
13057,Public Administration,Nonprofit Leadership & Management Playlist,,Donor Management: The Spreadsheet Trap to Avoid,https://www.youtube.com/watch?v=yVqvPkW82kE,Module 1: Nonprofit Fundamentals,1,12th,English/Hindi
13058,Public Administration,Nonprofit Leadership & Management Playlist,,5 Dark Secrets of Nonprofit Ethics,https://www.youtube.com/watch?v=9WqLB_4EZIU,Module 1: Nonprofit Fundamentals,1,12th,English/Hindi
13059,Public Administration,Nonprofit Leadership & Management Playlist,,Transform Your Nonprofit with a Standout Mission,https://www.youtube.com/watch?v=AFbzOEWkbjA,Module 1: Nonprofit Fundamentals,1,12th,English/Hindi
13060,Public Administration,Nonprofit Leadership & Management Playlist,,How to Develop a Superhero Nonprofit Board - Board Development Guide,https://www.youtube.com/watch?v=qhxUdq04vVA,Module 2: Effective Leadership & Governance,2,12th,English/Hindi
13061,Public Administration,Nonprofit Leadership & Management Playlist,,3 Secrets Every Nonprofit Owner Needs,https://www.youtube.com/watch?v=yQhRADycDeU,Module 2: Effective Leadership & Governance,2,12th,English/Hindi
13062,Public Administration,Nonprofit Leadership & Management Playlist,,Nonprofit Leadership Secrets: Mastering Challenges,https://www.youtube.com/watch?v=O3BMaYZv55k,Module 2: Effective Leadership & Governance,2,12th,English/Hindi
13063,Public Administration,Nonprofit Leadership & Management Playlist,,3 important questions to ask before starting a nonprofit organization,https://www.youtube.com/watch?v=MbWLSVVkl9Q,Module 3:  Sustainability & Impact,3,12th,English/Hindi
13064,Public Administration,Nonprofit Leadership & Management Playlist,,The Dark Side of Nonprofit Leadership Exposed,https://www.youtube.com/watch?v=6f6j3FSQV-c,Module 3:  Sustainability & Impact,3,12th,English/Hindi
13065,Public Administration,Nonprofit Leadership & Management Playlist,,Our Secrets to Volunteer Engagement Strategies,https://www.youtube.com/watch?v=shy_vn7pu4E,Module 3:  Sustainability & Impact,3,12th,English/Hindi
13066,Public Administration,Nonprofit Leadership & Management Playlist,,Nonprofit Cybersecurity: Don’t Let a Data Breach Happen,https://www.youtube.com/watch?v=6TQ1UkWeqMQ,Module 3:  Sustainability & Impact,3,12th,English/Hindi
