Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
13114,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,121hrs 15min,How To Plan Your Life For Success & Handle Change P1: Dr. Myles Munroe's Strategy | MunroeGlobal.com,https://www.youtube.com/watch?v=f7BIIqUuL6Y,Module 1: Understanding Crisis & Change,1,12th,English/Hindi
13115,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,How To Plan Your Life For Success & Handle Change P1: Dr. Myles Munroe's Strategy | MunroeGlobal.com,https://www.youtube.com/watch?v=f7BIIqUuL6Y,Module 1: Understanding Crisis & Change,1,12th,English/Hindi
13116,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,How To Overcome Crisis: Dr. Myles Munroe's Guide On Resilience & Success | MunroeGlobal.com,https://www.youtube.com/watch?v=a167Vg3WlqA,Module 1: Understanding Crisis & Change,1,12th,English/Hindi
13117,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,How To Strengthen Your Faith: Key Lessons From Dr. Myles Munroe | MunroeGlobal.com,https://www.youtube.com/watch?v=QQFk9jErb9k,Module 2:  Navigating Crisis: Strategies for Success,2,12th,English/Hindi
13118,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,10 Essential Time Management Strategies By Dr. Myles Munroe | MunroeGlobal.com,https://www.youtube.com/watch?v=kwt9fSj8OYo,Module 2:  Navigating Crisis: Strategies for Success,2,12th,English/Hindi
13119,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,Key Life Principles You Should Never Change - Dr. Myles Munroe | MunroeGlobal.com,https://www.youtube.com/watch?v=eByidZQwfPM,Module 2:  Navigating Crisis: Strategies for Success,2,12th,English/Hindi
13120,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,Thrive In Crisis: Dr. Myles Munroe's Timeless Kingdom Strategies | MunroeGlobal.com,https://www.youtube.com/watch?v=oRp1ufyJNxA,Module 3: Faith and Resilience in Crisis,3,12th,English/Hindi
13121,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,Kingdom Keys To Thriving In Times of Crisis Part 1 | Dr. Myles Munroe,https://www.youtube.com/watch?v=Z9yageR96HA,Module 3: Faith and Resilience in Crisis,3,12th,English/Hindi
13122,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,The Seven Principles For Planning Change Part 1 | Dr. Myles Munroe,https://www.youtube.com/watch?v=4sLsec2KDds,Module 4: Time Management in Crisis,4,12th,English/Hindi
13123,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,The Power of Planning and Change Part 2 | Dr. Myles Munroe,https://www.youtube.com/watch?v=KNGcuXFdSKA,Module 5: Unchanging Principles in Changing Times,5,12th,English/Hindi
13124,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,The Seven Power Keys For Planning Change | Dr. Myles Munroe,https://www.youtube.com/watch?v=b3josPeXvOw,Module 5: Unchanging Principles in Changing Times,5,12th,English/Hindi
13125,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,The 4 Kingdom Laws For Overcoming Crisis | Dr. Myles Munroe,https://www.youtube.com/watch?v=JkypuyT5VGI,Module 6: Thriving in Crisis: Kingdom Strategies,6,12th,English/Hindi
13126,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,The Key To Benefitting From Crisis | Dr. Myles Munroe,https://www.youtube.com/watch?v=XP_sI7b25o8,Module 6: Thriving in Crisis: Kingdom Strategies,6,12th,English/Hindi
13127,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,The Danger of Uncontrolled Change | Dr. Myles Munroe,https://www.youtube.com/watch?v=EJiVU-Cc0vc,Module 7:  Principles for Planning Change,7,12th,English/Hindi
13128,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,The Kingdom Power and Principle of Management | Dr. Myles Munroe,https://www.youtube.com/watch?v=x0nZ2BBiCKw,Module 7:  Principles for Planning Change,7,12th,English/Hindi
13129,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,The Power of Planning and Change Part 3 | Dr. Myles Munroe,https://www.youtube.com/watch?v=EKm_YKyr-AE,Module 7:  Principles for Planning Change,7,12th,English/Hindi
13130,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,The Seven Principles For Planning Change Part 2 | Dr. Myles Munroe,https://www.youtube.com/watch?v=bcaXHEBT2o4,Module 8:  The Power of Planning and Change,8,12th,English/Hindi
13131,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,Kingdom Keys To Insulating Yourself In Times of Crisis | Dr. Myles Munroe,https://www.youtube.com/watch?v=vFEeriOWdUI,Module 8:  The Power of Planning and Change,8,12th,English/Hindi
13132,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,How To Live Effectively In Time | Dr. Myles Munroe,https://www.youtube.com/watch?v=lqrSLgDiXbI,Module 8:  The Power of Planning and Change,8,12th,English/Hindi
13133,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,Kingdom Keys To Thriving In Times of Crisis Part 2 | Dr. Myles Munroe,https://www.youtube.com/watch?v=q6OLPhSWMKc,Module 9: Overcoming Crisis: Kingdom Laws,9,12th,English/Hindi
13134,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,How To Live Beyond A Crisis | Dr. Myles Munroe,https://www.youtube.com/watch?v=5z66SQ4H3uI,Module 10: Benefiting from Crisis,10,12th,English/Hindi
13135,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,Kingdom Keys To Thriving In Times of Crisis Part 4 | Dr. Myles Munroe,https://www.youtube.com/watch?v=sH25KuEdN_s,Module 11: The Dangers of Uncontrolled Change,11,12th,English/Hindi
13136,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,The Danger of Unregulated Change | Dr. Myles Munroe,https://www.youtube.com/watch?v=Qck2NZFDpdU,Module 11: The Dangers of Uncontrolled Change,11,12th,English/Hindi
13137,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,Kingdom Keys To Thriving In Times of Crisis Part 3 | Dr. Myles Munroe,https://www.youtube.com/watch?v=q0bl75fsRtk,Module 12: The Power of Management in Crisis,12,12th,English/Hindi
13138,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,Thriving In Times of Crisis and Change | Dr. Myles Munroe,https://www.youtube.com/watch?v=8QbH_88eD-w,Module 13: Insulating Yourself During Crisis,13,12th,English/Hindi
13139,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,How To Recognize It's Time For Change | Dr. Myles Munroe,https://www.youtube.com/watch?v=oSa4e-0hsDE,Module 14: Living Effectively in Time,14,12th,English/Hindi
13140,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,Crisis Comes To Destroy Traditions | Dr. Myles Munroe,https://www.youtube.com/watch?v=lcThaa7zJjs,Module 14: Living Effectively in Time,14,12th,English/Hindi
13141,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,How To Manage Crisis | Dr. Myles Munroe,https://www.youtube.com/watch?v=VDkeOeR7yik,Module 15: Living Beyond a Crisis,15,12th,English/Hindi
13142,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,Your Job vs Your Work | Dr. Myles Munroe,https://www.youtube.com/watch?v=n9jwTX1g3_Q,Module 16: Thriving in Crisis and Change,16,12th,English/Hindi
13143,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,Why Change Is Good | Dr. Myles Munroe,https://www.youtube.com/watch?v=Vo7C_SYXdkE,Module 16: Thriving in Crisis and Change,16,12th,English/Hindi
13144,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,Crisis Will Not Last Forever | Dr. Myles Munroe,https://www.youtube.com/watch?v=a_tN2O2MQnw,Module 17: Recognizing When It's Time for Change,17,12th,English/Hindi
13145,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,Change Happens For Improvement & Advancement | Dr. Myles Munroe,https://www.youtube.com/watch?v=nYM2fXflCiU,Module 18: The Impact of Crisis on Traditions,18,12th,English/Hindi
13146,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,Employment vs Deployment | Dr. Myles Munroe,https://www.youtube.com/watch?v=rB3B43fbKYA,Module 19: Managing Crisis Effectively,19,12th,English/Hindi
13147,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,Whatever You Expect Will Never Depress You | Dr. Myles Munroe,https://www.youtube.com/watch?v=q7_EBcLEVp4,Module 20: Work and Purpose in Crisis,20,12th,English/Hindi
13148,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,Why You Should Expect Crisis To Occur | Dr. Myles Munroe,https://www.youtube.com/watch?v=xEnrg1VM26s,Module 20: Work and Purpose in Crisis,20,12th,English/Hindi
13149,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,What To Do When Change Happens To You | Dr. Myles Munroe,https://www.youtube.com/watch?v=AUWWGptQjKo,Module 21:  The Positive Aspects of Change,21,12th,English/Hindi
13150,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,Crisis Creates Opportunity | Dr. Myles Munroe,https://www.youtube.com/watch?v=QesfO0Fv454,Module 22: The Temporary Nature of Crisis,22,12th,English/Hindi
13151,Public Administration,Crisis Management Teachings By Dr. Myles Munroe,,How To Define A Crisis | Dr. Myles Munroe,https://www.youtube.com/watch?v=G3cZugH3CJ4,Module 23: Change as a Catalyst for Growth,23,12th,English/Hindi
