Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
10112,Graphic Design,Basic Principles of Design (Course),3hrs 10min,Design Principles Course Trailer | Adobe Design Principles Course,https://www.youtube.com/watch?v=4Fb3czArLNw
10113,Graphic Design,Basic Principles of Design (Course),,Why Design is Important for Educators | Adobe Design Course,https://www.youtube.com/watch?v=-dtOutW0XGA
10114,Graphic Design,Basic Principles of Design (Course),,Learn From the Experts | Adobe Design Course,https://www.youtube.com/watch?v=lknpztA7csI
10115,Graphic Design,Basic Principles of Design (Course),,Understanding Emphasis & Contrast | Adobe Design Principles Course,https://www.youtube.com/watch?v=aGVgEk6N-jo
10116,Graphic Design,Basic Principles of Design (Course),,Emphasis & Contrast in Action | Adobe Design Principles Course,https://www.youtube.com/watch?v=KjAARYTTxHk
10117,Graphic Design,Basic Principles of Design (Course),,Understanding Color | Adobe Design Principles Course,https://www.youtube.com/watch?v=KTAMvYwGmyw
10118,Graphic Design,Basic Principles of Design (Course),,Color in Action | Adobe Design Principles Course,https://www.youtube.com/watch?v=fCzqOvD8Gdo
10119,Graphic Design,Basic Principles of Design (Course),,Understanding Visual Balance | Adobe Design Principles Course,https://www.youtube.com/watch?v=o1T-Zlvag-g
10120,Graphic Design,Basic Principles of Design (Course),,Visual Balance in Action | Adobe Design Principles Course,https://www.youtube.com/watch?v=-Ah-Hv60z-s
10121,Graphic Design,Basic Principles of Design (Course),,Understanding Proportion | Adobe Design Principles Course,https://www.youtube.com/watch?v=d2WzbF32r5Q
10122,Graphic Design,Basic Principles of Design (Course),,The Principles of Proportion in Action | Adobe Design Principles Course,https://www.youtube.com/watch?v=j9FspICoiro
10123,Graphic Design,Basic Principles of Design (Course),,Understanding the Rule of Thirds | Adobe Design Principles Course,https://www.youtube.com/watch?v=7v3wt__ZHWQ
10124,Graphic Design,Basic Principles of Design (Course),,The Rule of Thirds in Action | Adobe Design Principles Course,https://www.youtube.com/watch?v=vBAhNsfinxU
10125,Graphic Design,Basic Principles of Design (Course),,Understanding Alignment & Proximity | Adobe Design Principles Course,https://www.youtube.com/watch?v=s80-_fOD078
10126,Graphic Design,Basic Principles of Design (Course),,Visual Alignment in Action | Adobe Design Principles Course,https://www.youtube.com/watch?v=A5WzeVC085o
10127,Graphic Design,Basic Principles of Design (Course),,Understanding Repetition | Adobe Design Principles Course,https://www.youtube.com/watch?v=tdNUl4CQjj4
10128,Graphic Design,Basic Principles of Design (Course),,The Principles of Repetition in Action | Adobe Design Principles Course,https://www.youtube.com/watch?v=5fS9FwUvonE
10129,Graphic Design,Basic Principles of Design (Course),,Understanding Consistency | Adobe Design Principles Course,https://www.youtube.com/watch?v=TODh7sRG3V0
10130,Graphic Design,Basic Principles of Design (Course),,Visual Consistency in Action | Adobe Design Principles Course,https://www.youtube.com/watch?v=EFIp4_VpEGw
10131,Graphic Design,Basic Principles of Design (Course),,Design a Poster in Your Class | Adobe Design Principles Course,https://www.youtube.com/watch?v=VSO247xquoM
10132,Graphic Design,Basic Principles of Design (Course),,Photoshop Design Project in Your Class | Adobe Design Principles Course,https://www.youtube.com/watch?v=N4yWl1EIwlw
10133,Graphic Design,Basic Principles of Design (Course),,Visualizing Idioms Project in Your Class | Adobe Design Principles Course,https://www.youtube.com/watch?v=q4b93ryojeo
10134,Graphic Design,Basic Principles of Design (Course),,Public Service Announcement Class Project | Adobe Design Principles Course,https://www.youtube.com/watch?v=5TAQrmVAeAg
10135,Graphic Design,Basic Principles of Design (Course),,Jazz Animation Class Project | Adobe Design Principles Course,https://www.youtube.com/watch?v=l67iHA1SuKk
10136,Graphic Design,Basic Principles of Design (Course),,Book Design Class Project | Adobe Design Principles Course,https://www.youtube.com/watch?v=SJguo8zroek
10137,Graphic Design,Basic Principles of Design (Course),,Social Impact Class Video Project | Adobe Design Principles Course,https://www.youtube.com/watch?v=_9tilaPmuP0
10138,Graphic Design,Basic Principles of Design (Course),,Creating Zoetropes in Your Class with After Effects | Adobe Design Principles Course,https://www.youtube.com/watch?v=chOEZq7E79w
