Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
5350,Renewable Energy,Energy Storage System,20hrs 4min,pumped hydro energy storage system | pumped hydro storage system | in hindi | hydro power plant,https://www.youtube.com/watch?v=lh_GKJirgBI,Module 1: Pumped Hydro Energy Storage System,1,12th,English/Hindi
5351,Renewable Energy,Energy Storage System,,compressed air energy storage system | in hindi | CAES | working principle | types of energy storage,https://www.youtube.com/watch?v=LKw5KjOr8hw,Module 1: Compressed Air Energy Storage System,1,12th,English/Hindi
5352,Renewable Energy,Energy Storage System,,flywheel energy storage system | in hindi | working | animation | energy storage in flywheel | types,https://www.youtube.com/watch?v=oEQWbvqgTjo,Module 2: Flywheel Energy Storage System,2,12th,English/Hindi
5353,Renewable Energy,Energy Storage System,,superconducting magnetic energy storage system | in hindi | SMES | working principle | animation,https://www.youtube.com/watch?v=EOQVHYIONgg,Module 2: Superconducting Magnetic Energy Storage System,2,12th,English/Hindi
5354,Renewable Energy,Energy Storage System,,double layer capacitor | electric double layer capacitor | super capacitor | in hindi | EDLC | DLC,https://www.youtube.com/watch?v=mE4dfgdiMI0,Module 3: Double Layer Capacitor / Supercapacitor,3,12th,English/Hindi
5355,Renewable Energy,Energy Storage System,,fuel cell | hydrogen fuel cell | fuel cell working | in hindi | electric vehicle | types |animation,https://www.youtube.com/watch?v=imcJzRmxc6c,Module 3: Fuel Cell Technology,3,12th,English/Hindi
5356,Renewable Energy,Energy Storage System,,lead acid battery working animation | lead acid battery in hindi | Construction | lead acid battery,https://www.youtube.com/watch?v=Es8GTwSJGQs,Module 4: Lead Acid Battery,4,12th,English/Hindi
