Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
5429,Renewable Energy,Energy Economics And Policy,57hrs 7min,Energy as an Economic Resource - Introduction,https://www.youtube.com/watch?v=4rz7ohieuXA,Module 1: Introduction to Energy as an Economic Resource,1,12th,English/Hindi
5430,Renewable Energy,Energy Economics And Policy,,Energy as an Economic Resource - Classification of Energy Resource,https://www.youtube.com/watch?v=rsewRUIuBWk,Module 1: Introduction to Energy as an Economic Resource,1,12th,English/Hindi
5431,Renewable Energy,Energy Economics And Policy,,Energy as an Economic Resource - Measurement of Energy,https://www.youtube.com/watch?v=5OfuYNdishs,Module 1: Classification and Measurement of Energy,1,12th,English/Hindi
5432,Renewable Energy,Energy Economics And Policy,,Energy as an Economic Resource - Energy Accounting,https://www.youtube.com/watch?v=j1wcn7rc2h4,Module 1: Classification and Measurement of Energy,1,12th,English/Hindi
5433,Renewable Energy,Energy Economics And Policy,,Energy as an Economic Resource - Problem Discussion on Module 1,https://www.youtube.com/watch?v=n536zxU4D2I,Module 2: Energy Accounting and Problem Discussion,2,12th,English/Hindi
5434,Renewable Energy,Energy Economics And Policy,,Energy Demand – Part I : Basic concepts in Economics,https://www.youtube.com/watch?v=wh_RuA7RtRM,Module 2: Energy Accounting and Problem Discussion,2,12th,English/Hindi
5435,Renewable Energy,Energy Economics And Policy,,Energy Demand – Part I : Descriptive Analysis of Energy Demand,https://www.youtube.com/watch?v=ID_xaHswtVM,Module 3: Energy Demand - Basic Concepts and Descriptive Analysis,3,12th,English/Hindi
5436,Renewable Energy,Energy Economics And Policy,,Energy Demand – Part I : Decomposition Analysis and Parametric Approach,https://www.youtube.com/watch?v=JoQ6pOZzm_k,Module 4: Energy Demand - Decomposition Analysis and Parametric Approach,4,12th,English/Hindi
