Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module
7028,Information Technology,Cloud Computing,30hrs 20min,Introduction to Cloud Computing ll Cloud Computing Course Explained with Real Life Examples in Hindi,https://www.youtube.com/watch?v=HhStJ7FDBpc,Module 1: Introduction to Cloud Computing
7029,Information Technology,Cloud Computing,,Cloud Service Models : Infrastructure as a Service (IaaS) ll Cloud Computing Course in Hindi,https://www.youtube.com/watch?v=CaHBhnc1e_I,Module 1: Introduction to Cloud Computing
7030,Information Technology,Cloud Computing,,Cloud Service Models : Platform as a Service (Paas) ll Cloud Computing Course,https://www.youtube.com/watch?v=cj1C7A6pQTQ,Module 1: Introduction to Cloud Computing
7031,Information Technology,Cloud Computing,,Cloud Service Models : Software as a Service (SaaS) ll Cloud Computing Course in Hindi,https://www.youtube.com/watch?v=Gphz3lkrSH0,Module 1: Introduction to Cloud Computing
7032,Information Technology,Cloud Computing,,XaaS Everything as a Service Explained with Example in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=NbQijlAuGMg,Module 2: Cloud Service and Deployment Models
7033,Information Technology,Cloud Computing,,"Cloud Deployment Models : Public, Private and Hybrid Cloud Explained in Hindi",https://www.youtube.com/watch?v=5G0L7XCt6XQ,Module 2: Cloud Service and Deployment Models
7034,Information Technology,Cloud Computing,,Benefits Of Cloud Computing ll Cloud Computing Course Explained with Examples in Hindi,https://www.youtube.com/watch?v=oFga9Q1nd8M,Module 2: Cloud Service and Deployment Models
7035,Information Technology,Cloud Computing,,Characteristics Of Cloud Computing ll Cloud Computing Course Explained in Hindi,https://www.youtube.com/watch?v=r7HTgHbZ4ko,Module 3: Introduction to Hadoop
7036,Information Technology,Cloud Computing,,Applications Of Cloud Computing ll Cloud Computing Course Explained in Hindi,https://www.youtube.com/watch?v=MuW848rnOxs,Module 3: Introduction to Hadoop
7037,Information Technology,Cloud Computing,,Hadoop ll Introduction to Hadoop ll Features Explained with Examples in Hindi,https://www.youtube.com/watch?v=ByjLuByuK-M,Module 3: Introduction to Hadoop
7038,Information Technology,Cloud Computing,,"Hadoop Architecture ll Map Reduce,HDFS,YARN Framework, Common Utilities Explained in Hindi",https://www.youtube.com/watch?v=YzAAhbmSt_k,Module 3: Introduction to Hadoop
7039,Information Technology,Cloud Computing,,Map Reduce ll Master Job Tracker and Slave Tracker Explained with Examples in Hindi,https://www.youtube.com/watch?v=nDdSZzP8SD8,Module 4: Hadoop Ecosystem and Components
7040,Information Technology,Cloud Computing,,Hadoop Distributed File System (HDFS) ll Blocks ll Name Node and Data Naode Explained in Hindi,https://www.youtube.com/watch?v=LX2vERESOp4,Module 4: Hadoop Ecosystem and Components
7041,Information Technology,Cloud Computing,,What is Hadoop Ecosystem and It's Components Explained in Hindi,https://www.youtube.com/watch?v=5adOBPARH4E,Module 4: Hadoop Ecosystem and Components
7042,Information Technology,Cloud Computing,,Apache HBase ll Hadoop Ecosystem Component ll Explained with Working Flow in Hindi,https://www.youtube.com/watch?v=ViuLZjC1B0c,Module 5: Virtualization and AWS
7043,Information Technology,Cloud Computing,,Introduction to Virtualization ll Cloud Computing Course Explained in Hindi,https://www.youtube.com/watch?v=7yXlLgZkiJM,Module 5: Virtualization and AWS
7044,Information Technology,Cloud Computing,,Introduction To Amazon Web Services (AWS)  and it's Benefits Explained in Hindi,https://www.youtube.com/watch?v=AGnYEHU-zvY,Module 5: Virtualization and AWS
7045,Information Technology,Cloud Computing,,Amazon Web Services (AWS) Global Infrastructure l Regions l Availability Zones Explained in Hindi,https://www.youtube.com/watch?v=WhSDtjrKmpE,Module 5: Virtualization and AWS
7046,Information Technology,Cloud Computing,,Amazon Web Services (AWS) : Elastic Compute Cloud (EC2) Explained in Hindi,https://www.youtube.com/watch?v=xkXZGvuerRU,Module 6: AWS Services
7047,Information Technology,Cloud Computing,,Amazon Web Services (AWS) : Simple Storage Service (S3) Explained in Hindi,https://www.youtube.com/watch?v=mRWm8Y2sV0E,Module 6: AWS Services
7048,Information Technology,Cloud Computing,,Amazon Web Services (AWS) : Auto Scaling Explained in Hindi,https://www.youtube.com/watch?v=C9tdKurLFoc,Module 6: AWS Services
7049,Information Technology,Cloud Computing,,Amazon Web Services (AWS)  : Elastic Load Balancing (ELB) Explained with Benefits in Hindi,https://www.youtube.com/watch?v=B79Ux8_ipQs,Module 6: AWS Services
7050,Information Technology,Cloud Computing,,Amazon Web Services (AWS) : Virtual Private Cloud (VPC)  Explained in Hindi,https://www.youtube.com/watch?v=70VeggbI39U,Module 7: Cloud Computing Architecture and Concepts
7051,Information Technology,Cloud Computing,,Cloud Ecosystem Explained in Hindi l Cloud Computing Course,https://www.youtube.com/watch?v=GbVFpTYWKHU,Module 7: Cloud Computing Architecture and Concepts
7052,Information Technology,Cloud Computing,,Cloud Computing Architecture Explained in Hindi,https://www.youtube.com/watch?v=TNt0TlSEIRg,Module 8: Amazon EC2 Instance Types
7053,Information Technology,Cloud Computing,,Amazon EC2 Instance Types : General Purpose Instance Part-1 Explained in Hindi l AWS Tutorial,https://www.youtube.com/watch?v=HQ_dP6mXrUs,Module 8: Amazon EC2 Instance Types
7054,Information Technology,Cloud Computing,,Amazon EC2 Instance Types : General Purpose instance Part-2 Explained in Hindi l AWS Tutorial,https://www.youtube.com/watch?v=rWTrqMLyJbg,Module 8: Amazon EC2 Instance Types
7055,Information Technology,Cloud Computing,,Amazon EC2 Instance Types : Compute Optimized Instance Explained in Hindi,https://www.youtube.com/watch?v=LUXdW3SlWCI,Module 9: Virtualization in Cloud Computing
7056,Information Technology,Cloud Computing,,Virtual Machine Explained in Hindi l Cloud Computing,https://www.youtube.com/watch?v=OHWGUtSsPUg,Module 9: Virtualization in Cloud Computing
7057,Information Technology,Cloud Computing,,What is Hypervisor Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=qmPCBBBrc00,Module 9: Virtualization in Cloud Computing
7058,Information Technology,Cloud Computing,,Type 1 Hypervisor Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=ojpYJTz9SDg,Module 9: Virtualization in Cloud Computing
7059,Information Technology,Cloud Computing,,Type 2 Hypervisor Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=n0uY8nvOvAM,Module 10: Storage Virtualization
7060,Information Technology,Cloud Computing,,Server Virtualization Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=eJEk5FKjfUk,Module 10: Storage Virtualization
7061,Information Technology,Cloud Computing,,Storage Virtualization Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=OUq-zNNTxBQ,Module 10: Storage Virtualization
7062,Information Technology,Cloud Computing,,Desktop Virtualization Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=KXCXbNTqB4c,Module 11: Load Balancing
