Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
1777,Journalism,Political Speech with English Subtitles,0hrs 236min,ENGLISH SPEECH | MARTIN LUTHER KING: I Have a Dream (English Subtitles),https://www.youtube.com/watch?v=6dKimoybmEo
1778,Journalism,Political Speech with English Subtitles,,ENGLISH SPEECH | BARACK OBAMA: Yes We Can (English Subtitles),https://www.youtube.com/watch?v=mi8N5gDVpeg
1779,Journalism,Political Speech with English Subtitles,,ENGLISH SPEECH | MICHELLE OBAMA: Donald Trump's Sexual Behaviour (English Subtitles),https://www.youtube.com/watch?v=i_t_vjxZrJQ
1780,Journalism,Political Speech with English Subtitles,,ENGLISH SPEECH | JUSTIN TRUDEAU - We are Canadian (English Subtitles),https://www.youtube.com/watch?v=vHKn4ZijM1o
1781,Journalism,Political Speech with English Subtitles,,ENGLISH SPEECH | SHASHI THAROOR: Britain owes reparations to India (English Subtitles),https://www.youtube.com/watch?v=_S955fkSZd8
1782,Journalism,Political Speech with English Subtitles,,"ENGLISH SPEECH | THERESA MAY: Britain, the Great Meritocracy (English Subtitles)",https://www.youtube.com/watch?v=SZR2nVKkcuI
1783,Journalism,Political Speech with English Subtitles,,ENGLISH SPEECH | GEORGE W. BUSH: Emotional Eulogy for His Father (English Subtitles),https://www.youtube.com/watch?v=fN_AV29Ra74
1784,Journalism,Political Speech with English Subtitles,,ENGLISH SPEECH | DAVID CAMERON: Brexit Referendum 2013 (English Subtitles),https://www.youtube.com/watch?v=ovFSiwmQq7o
1785,Journalism,Political Speech with English Subtitles,,ENGLISH SPEECH | HILLARY CLINTON: Be Resilient (English Subtitles),https://www.youtube.com/watch?v=46yStqMV4eY
1786,Journalism,Political Speech with English Subtitles,,"ENGLISH SPEECH | DONALD TRUMP: Never, Ever Give Up (English Subtitles)",https://www.youtube.com/watch?v=2mqQMA7CSLQ
1787,Journalism,Political Speech with English Subtitles,,ENGLISH SPEECH | BORIS JOHNSON: First Speech as Prime Minister (English Subtitles),https://www.youtube.com/watch?v=hqwGR86zoTI
1788,Journalism,Political Speech with English Subtitles,,ENGLISH SPEECH | PRESIDENT KENNEDY: 1961 Inaugural Address (English Subtitles),https://www.youtube.com/watch?v=z5jGGYuep2Q
1789,Journalism,Political Speech with English Subtitles,,ENGLISH SPEECH | NELSON MANDELA: Freedom and Justice (English Subtitles),https://www.youtube.com/watch?v=w42rHdvFpVM
1790,Journalism,Political Speech with English Subtitles,,ENGLISH SPEECH | IVANKA TRUMP: Think Big Again (English Subtitles),https://www.youtube.com/watch?v=_nUDuXRh3zM
1791,Journalism,Political Speech with English Subtitles,,ENGLISH SPEECH | QUEEN ELIZABETH: UK's Brexit Commitment (English Subtitles),https://www.youtube.com/watch?v=HpGU95aVckc
1792,Journalism,Political Speech with English Subtitles,,ENGLISH SPEECH | DONALD TRUMP: America Loves India (English Subtitles),https://www.youtube.com/watch?v=q9VUpHsnGYw
1793,Journalism,Political Speech with English Subtitles,,ENGLISH SPEECH | CORY BOOKER: Let America Be America Again (English Subtitles),https://www.youtube.com/watch?v=zgDnvVaoV98
1794,Journalism,Political Speech with English Subtitles,,ENGLISH SPEECH | BARACK OBAMA: Ignorance is NOT a Virtue (English Subtitles),https://www.youtube.com/watch?v=S4lTtvlFvyk
1795,Journalism,Political Speech with English Subtitles,,ENGLISH SPEECH | JENNIFER LAWRENCE: Anti-Corruption (English Subtitles),https://www.youtube.com/watch?v=BRfkJ2tkS94
1796,Journalism,Political Speech with English Subtitles,,ENGLISH SPEECH | JACINDA ARDEN: Will You Join Us? (English Subtitles),https://www.youtube.com/watch?v=yjo8chlSbQE
