Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
6996,Anthropology,Medical Anthropology,0hrs 221min,What is Medical Anthropology?,https://www.youtube.com/watch?v=wMcVuuEejBU,Module 1: Introduction to Medical Anthropology,1,12th,English/Hindi
6997,Anthropology,Medical Anthropology,,Concepts of Disease & Illness,https://www.youtube.com/watch?v=uEGVO-sh_-A,Module 1: Introduction to Medical Anthropology,1,12th,English/Hindi
6998,Anthropology,Medical Anthropology,,Kleinman's Illness Narratives,https://www.youtube.com/watch?v=nX9oaHIfKUs,Module 1: Introduction to Medical Anthropology,1,12th,English/Hindi
6999,Anthropology,Medical Anthropology,,Further Notes on Language & Medicine,https://www.youtube.com/watch?v=xXGnS0s65CQ,Module 1: Introduction to Medical Anthropology,1,12th,English/Hindi
7000,Anthropology,Medical Anthropology,,What is Health Disparity & Inequality?,https://www.youtube.com/watch?v=oOD9ldhvD5M,Module 2: Health Disparities and Inequalities,2,12th,English/Hindi
7001,Anthropology,Medical Anthropology,,Thinking About Health Inequalities & Solutions,https://www.youtube.com/watch?v=4e1H148AowU,Module 2: Health Disparities and Inequalities,2,12th,English/Hindi
7002,Anthropology,Medical Anthropology,,"Holmes' Fresh Fruit, Broken Bodies",https://www.youtube.com/watch?v=dNzG4nGUHVk,Module 2: Health Disparities and Inequalities,2,12th,English/Hindi
7003,Anthropology,Medical Anthropology,,What is Ethnomedicine?,https://www.youtube.com/watch?v=5Dk0PDDJpSo,Module 3: Ethnomedicine and Biomedicine,3,12th,English/Hindi
7004,Anthropology,Medical Anthropology,,The Culture of Biomedicine,https://www.youtube.com/watch?v=PnxxOsk6vec,Module 3: Ethnomedicine and Biomedicine,3,12th,English/Hindi
7005,Anthropology,Medical Anthropology,,Comparing Reproductive Technologies - Bamford's Biology Unmoored,https://www.youtube.com/watch?v=Efrs7dNLeBI,Module 3: Ethnomedicine and Biomedicine,3,12th,English/Hindi
7006,Anthropology,Medical Anthropology,,Livingston's Improvising Medicine,https://www.youtube.com/watch?v=B3WF5m-8KoI,Module 4: Medical Pluralism and Universal Health Care,4,12th,English/Hindi
7007,Anthropology,Medical Anthropology,,Medical Pluralism,https://www.youtube.com/watch?v=Wjuttw-OI08,Module 4: Medical Pluralism and Universal Health Care,4,12th,English/Hindi
7008,Anthropology,Medical Anthropology,,What is Universal Health Care?,https://www.youtube.com/watch?v=Ol0vO85aSBs,Module 4: Medical Pluralism and Universal Health Care,4,12th,English/Hindi
