Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,Minimum Education,Language
11161,Human Resources,Employee Relations and Labour Laws (Dwivedi Guidance),36hrs 11min,"Employee Relation and Labour Laws, Employee Relation Management, Industrial Relation, IR, mba, b.com",https://www.youtube.com/watch?v=OeXWToR2pIU,Module 1: Introduction to Employee Relations & Labour Laws,12th,English/Hindi
11162,Human Resources,Employee Relations and Labour Laws (Dwivedi Guidance),,"Trade Unions, Trade Union Act 1926, Function and Type, Registration, Industrial democracy, WPM, mba",https://www.youtube.com/watch?v=5oy1D1dciTo,Module 1: Introduction to Employee Relations & Labour Laws,12th,English/Hindi
11163,Human Resources,Employee Relations and Labour Laws (Dwivedi Guidance),,"Collective Bargaining, Significance, Types and Procedure of Collective Bargaining, ER, IR, mba ,bcom",https://www.youtube.com/watch?v=C83z3kfwVJs,Module 1: Introduction to Employee Relations & Labour Laws,12th,English/Hindi
11164,Human Resources,Employee Relations and Labour Laws (Dwivedi Guidance),,"Discipline, Misconduct, forms of misconduct,  Disciplinary action, Punishment, type of Punishment",https://www.youtube.com/watch?v=niYzGT50its,Module 2: Trade Unions and Collective Bargaining,12th,English/Hindi
11165,Human Resources,Employee Relations and Labour Laws (Dwivedi Guidance),,"Grievance Handling, Grievance Settlement Procedure, industrial dispute, conciliation, arbitration",https://www.youtube.com/watch?v=qomyHHVRZXc,Module 2: Trade Unions and Collective Bargaining,12th,English/Hindi
11166,Human Resources,Employee Relations and Labour Laws (Dwivedi Guidance),,"Employee Participation, Objectives, Advantages of Employee Participation, Methods of Participation,",https://www.youtube.com/watch?v=FVTrbxITxQM,"Module 3: Discipline, Grievances, and Employee Participation",12th,English/Hindi
11167,Human Resources,Employee Relations and Labour Laws (Dwivedi Guidance),,"Employee Empowerment, in hrm, employee empowerment in hindi, employee relations and labour laws",https://www.youtube.com/watch?v=x3dnpTsAI_4,"Module 3: Discipline, Grievances, and Employee Participation",12th,English/Hindi
11168,Human Resources,Employee Relations and Labour Laws (Dwivedi Guidance),,"The Factories Act 1948, Factory act, employee safety, employee health, safety provision, mba, b.com",https://www.youtube.com/watch?v=htLI81MuGbs,Module 4: The Factories Act 1948 and Other Key Legislations,12th,English/Hindi
11169,Human Resources,Employee Relations and Labour Laws (Dwivedi Guidance),,"The shop and Establishment Act 1948, The Uttar Pradesh Dookan aur Vanijya Adhishthan Adhiniyam 1962",https://www.youtube.com/watch?v=T7k-Im-7DnY,Module 4: The Factories Act 1948 and Other Key Legislations,12th,English/Hindi
11170,Human Resources,Employee Relations and Labour Laws (Dwivedi Guidance),,"The workmen compensation act, the employee compensation act,ba, b.com, labour laws, employee, mba",https://www.youtube.com/watch?v=NKBVqJ2XCrM,Module 4: The Factories Act 1948 and Other Key Legislations,12th,English/Hindi
11171,Human Resources,Employee Relations and Labour Laws (Dwivedi Guidance),,"The Payment of Wage Act 1936, The Payment of Minimum Wage Act 1936, employee relations and labour",https://www.youtube.com/watch?v=Ajt2CIo4NBE,"Module 5: Compensation, Wages, and Contract Labour",12th,English/Hindi
11172,Human Resources,Employee Relations and Labour Laws (Dwivedi Guidance),,"The Contract Labour (Regulation and abolition) act 1970, the contract labour act 1970, labour laws",https://www.youtube.com/watch?v=9LvIAcMIHns,"Module 5: Compensation, Wages, and Contract Labour",12th,English/Hindi
11173,Human Resources,Employee Relations and Labour Laws (Dwivedi Guidance),,"Employees State Insurance Act 1948 : Objective, Benefits, Contribution, labour welfare law b.com",https://www.youtube.com/watch?v=s3A744e2il4,Module 6: Social Security and Welfare Legislation,12th,English/Hindi
11174,Human Resources,Employee Relations and Labour Laws (Dwivedi Guidance),,"Child Labour Act 1986, Child Labour prohibition and Regulation Act 1986, employee relations, labour",https://www.youtube.com/watch?v=-A7rSPuHNW8,Module 6: Social Security and Welfare Legislation,12th,English/Hindi
