Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,Minimum Education,Language
11542,Human Resources,Conflict Resolution,13hrs 5min,MGMT 313: Mean girls clips Problem Solving & Creativity,https://www.youtube.com/watch?v=DkzG0TwS1vw,Module 1: Introduction to Conflict,12th,English/Hindi
11543,Human Resources,Conflict Resolution,,Everybody Loves Raymond Uses Active Listening - from Parent Effectiveness Training,https://www.youtube.com/watch?v=4VOubVB4CTU,Module 1: Introduction to Conflict,12th,English/Hindi
11544,Human Resources,Conflict Resolution,,Conflict management sample clip Hunger Games,https://www.youtube.com/watch?v=uATmPPnUuVE,Module 1: Introduction to Conflict,12th,English/Hindi
11545,Human Resources,Conflict Resolution,,Conflict management sample clip Despicable Me,https://www.youtube.com/watch?v=EPQjUJFVFC4,Module 1: Introduction to Conflict,12th,English/Hindi
11546,Human Resources,Conflict Resolution,,The Sum of All Fears (1/9) Movie CLIP - Everyone Has Opinions (2002) HD,https://www.youtube.com/watch?v=8GPu-oZ4p64,Module 2: Communication and Conflict,12th,English/Hindi
11547,Human Resources,Conflict Resolution,,Conflict Resolution - The Waterboy,https://www.youtube.com/watch?v=_ZpDnXYIFjo,Module 2: Communication and Conflict,12th,English/Hindi
11548,Human Resources,Conflict Resolution,,The Break-Up (8/10) Movie CLIP - Mediation (2006) HD,https://www.youtube.com/watch?v=yiZpb7GPLYs,Module 2: Communication and Conflict,12th,English/Hindi
11549,Human Resources,Conflict Resolution,,Conflict Resolution,https://www.youtube.com/watch?v=KY5TWVz5ZDU,Module 3: Conflict Resolution Strategies,12th,English/Hindi
11550,Human Resources,Conflict Resolution,,How To Deal With Conflict,https://www.youtube.com/watch?v=QLbGHQo4qnA,Module 3: Conflict Resolution Strategies,12th,English/Hindi
11551,Human Resources,Conflict Resolution,,How I Met Your Mother -- Where Will The TV Go?,https://www.youtube.com/watch?v=ewD7nAYntOo,Module 3: Conflict Resolution Strategies,12th,English/Hindi
11552,Human Resources,Conflict Resolution,,Billy Madison (2/9) Movie CLIP - Billy Mocks a Third Grader (1995) HD,https://www.youtube.com/watch?v=KIAzalQUui4,Module 4: Conflict in Relationships,12th,English/Hindi
11553,Human Resources,Conflict Resolution,,Billy Madison (3/9) Movie CLIP - Billy Has a Cursive Problem (1995) HD,https://www.youtube.com/watch?v=o7WSgC9oGic,Module 4: Conflict in Relationships,12th,English/Hindi
11554,Human Resources,Conflict Resolution,,What a Girl Wants (2/9) Movie CLIP - I'm Your Daughter (2003) HD,https://www.youtube.com/watch?v=y6i9UH65q2g,Module 4: Conflict in Relationships,12th,English/Hindi
11555,Human Resources,Conflict Resolution,,Most Explosive Couple Fights! | 90 Day Fiancé,https://www.youtube.com/watch?v=cx9OjiG-y5Y,Module 4: Conflict in Relationships,12th,English/Hindi
