Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
11046,Interior Design,Space Planning,14hrs 4min,Space Planning,https://www.youtube.com/watch?v=wjTcUzMDqzY,Module 1: Introduction to Space Planning,1,12th,English/Hindi
11047,Interior Design,Space Planning,,Space Planning a new project - Designer Life!,https://www.youtube.com/watch?v=6h0aAGIxaoc,Module 1: Introduction to Space Planning,1,12th,English/Hindi
11048,Interior Design,Space Planning,,BBC - Design Rules - 5/6 - Interior Planning,https://www.youtube.com/watch?v=kdh08cVW8Os,Module 1: Introduction to Space Planning,1,12th,English/Hindi
11049,Interior Design,Space Planning,,#BOHNAFIDE // EP. 4: THE INTERIOR DESIGN PROCESS,https://www.youtube.com/watch?v=fSi13gYaAqA,Module 1: Introduction to Space Planning,1,12th,English/Hindi
11050,Interior Design,Space Planning,,Living Room Design Fundamentals,https://www.youtube.com/watch?v=DYI1hsYK_80,Module 2: Space Planning Fundamentals,2,12th,English/Hindi
11051,Interior Design,Space Planning,,Interior Design Planning Process of: Living Room Renovation PART 1,https://www.youtube.com/watch?v=kr_vp7-2j1w,Module 2: Space Planning Fundamentals,2,12th,English/Hindi
11052,Interior Design,Space Planning,,Ask the Expert: How to plan a living room layout,https://www.youtube.com/watch?v=1uYkt2-FNgw,Module 2: Space Planning Fundamentals,2,12th,English/Hindi
11053,Interior Design,Space Planning,,Interior Design Planning Process of: Living Room Renovation!!! PART 2,https://www.youtube.com/watch?v=mOxqpXFvaQQ,Module 2: Space Planning Fundamentals,2,12th,English/Hindi
11054,Interior Design,Space Planning,,How To Arrange Furniture in Open Floor Plans,https://www.youtube.com/watch?v=lqAQdLijbOA,Module 3: Living Room Planning,3,12th,English/Hindi
11055,Interior Design,Space Planning,,Floor Plan Design TUTORIAL,https://www.youtube.com/watch?v=R7YxG4nsqeg,Module 3: Living Room Planning,3,12th,English/Hindi
11056,Interior Design,Space Planning,,Interior Design / Space Planning and Layouts,https://www.youtube.com/watch?v=kEIfP1uknKs,Module 3: Living Room Planning,3,12th,English/Hindi
11057,Interior Design,Space Planning,,Developing the Architectural Concept - Architecture Short Course (Part 2),https://www.youtube.com/watch?v=U2W5Wmp15YA,Module 3: Living Room Planning,3,12th,English/Hindi
11058,Interior Design,Space Planning,,SPACE PLANNING TIPS AND TRICKS | CO-WORKING OFFICE,https://www.youtube.com/watch?v=sCViynewfiI,Module 4: Open Floor Plan Design,4,12th,English/Hindi
11059,Interior Design,Space Planning,,What is Space Planning?,https://www.youtube.com/watch?v=cX-ja9zdBjg,Module 4: Open Floor Plan Design,4,12th,English/Hindi
11060,Interior Design,Space Planning,,How to Separate Space in an Open Floor Plan,https://www.youtube.com/watch?v=fwkcmxdGLtM,Module 4: Open Floor Plan Design,4,12th,English/Hindi
11061,Interior Design,Space Planning,,Architecture Short Course: How to Develop a Design Concept,https://www.youtube.com/watch?v=k4dVgbuxBAw,Module 4: Open Floor Plan Design,4,12th,English/Hindi
11062,Interior Design,Space Planning,,"Architectural Design Process | Form, Orientation and Sunlight",https://www.youtube.com/watch?v=ly8orBNiNQM,Module 5: Architectural Concepts and Design,5,12th,English/Hindi
11063,Interior Design,Space Planning,,Space Planning for a Living Room,https://www.youtube.com/watch?v=Z6CXHjLqGGc,Module 5: Architectural Concepts and Design,5,12th,English/Hindi
11064,Interior Design,Space Planning,,4 LIVING ROOM LAYOUT IDEAS | Easy Transformation,https://www.youtube.com/watch?v=wV_o64RkAlw,Module 5: Architectural Concepts and Design,5,12th,English/Hindi
11065,Interior Design,Space Planning,,5 Best Living Room Layouts | MF Home TV,https://www.youtube.com/watch?v=MuiDW2Pwqws,Module 5: Architectural Concepts and Design,5,12th,English/Hindi
11066,Interior Design,Space Planning,,21 Best Open Plan Kitchen Living Room Design Ideas - DecoNatic,https://www.youtube.com/watch?v=Jpl1rerKm9Q,Module 6: Space Planning for Different Rooms,6,12th,English/Hindi
11067,Interior Design,Space Planning,,Living Room Layout Tips | HGTV,https://www.youtube.com/watch?v=Yu5a4Y6HwHU,Module 6: Space Planning for Different Rooms,6,12th,English/Hindi
11068,Interior Design,Space Planning,,Living Room Space Planning,https://www.youtube.com/watch?v=dygV6R9BlL8,Module 6: Space Planning for Different Rooms,6,12th,English/Hindi
11069,Interior Design,Space Planning,,Bedroom Space Planning,https://www.youtube.com/watch?v=mGY5WTz1fBU,Module 6: Space Planning for Different Rooms,6,12th,English/Hindi
11070,Interior Design,Space Planning,,50 Small Bathroom Design Ideas 2018,https://www.youtube.com/watch?v=mRUjA28cov8,Module 7: Small Space Design Solutions,7,12th,English/Hindi
11071,Interior Design,Space Planning,,Common Pitfalls in Living Room Design,https://www.youtube.com/watch?v=GO405u6LsuU,Module 7: Small Space Design Solutions,7,12th,English/Hindi
11072,Interior Design,Space Planning,,Space Planning for Dining Room,https://www.youtube.com/watch?v=UxtDMcZoDQA,Module 7: Small Space Design Solutions,7,12th,English/Hindi
11073,Interior Design,Space Planning,,4 furniture pieces to divide an open-concept space,https://www.youtube.com/watch?v=OG8afUiYZ_w,Module 7: Small Space Design Solutions,7,12th,English/Hindi
11074,Interior Design,Space Planning,,4 Furniture Ideas to Maximize Your Living Room Layout (PRO Space-Planning Tips!),https://www.youtube.com/watch?v=-xyx36ijr0A,Module 8: Common Design Pitfalls and Solutions,8,12th,English/Hindi
11075,Interior Design,Space Planning,,Interior Design / Living Room Space Planning Ideas,https://www.youtube.com/watch?v=HiO3oFxSxzc,Module 8: Common Design Pitfalls and Solutions,8,12th,English/Hindi
11076,Interior Design,Space Planning,,How to Combine Living Room & Dining Room in SMALL SPACE | Ep. 1,https://www.youtube.com/watch?v=E7m1u2oUwXk,Module 8: Common Design Pitfalls and Solutions,8,12th,English/Hindi
11077,Interior Design,Space Planning,,Living Room Space Planning and Interior Design Ideas,https://www.youtube.com/watch?v=M3m4wE58rQU,Module 8: Common Design Pitfalls and Solutions,8,12th,English/Hindi
11078,Interior Design,Space Planning,,Living Room Space Planning,https://www.youtube.com/watch?v=owc58KdHxc8,Module 9: Furniture Selection and Layout,9,12th,English/Hindi
11079,Interior Design,Space Planning,,How To Organize an Open Floor Plan | Southern Living,https://www.youtube.com/watch?v=OLM8fJ2jdhI,Module 9: Furniture Selection and Layout,9,12th,English/Hindi
11080,Interior Design,Space Planning,,Small Living Room Ideas – IKEA Home Tour (Episode 212),https://www.youtube.com/watch?v=TGVysowUfeo,Module 9: Furniture Selection and Layout,9,12th,English/Hindi
11081,Interior Design,Space Planning,,Interior Design — Smart Small-Space Renovation,https://www.youtube.com/watch?v=fafEHMnFe3g,Module 9: Furniture Selection and Layout,9,12th,English/Hindi
11082,Interior Design,Space Planning,,How to Maximize Your Small Living Space Part 1: Kitchen & Living Room,https://www.youtube.com/watch?v=bVlhwhCTLM0,Module 10:  Space Planning Tools and Techniques,10,12th,English/Hindi
11083,Interior Design,Space Planning,,space planning.mpg,https://www.youtube.com/watch?v=4nOkDGyPEwQ,Module 10:  Space Planning Tools and Techniques,10,12th,English/Hindi
11084,Interior Design,Space Planning,,Space Planning,https://www.youtube.com/watch?v=58ZRREcojPw,Module 10:  Space Planning Tools and Techniques,10,12th,English/Hindi
11085,Interior Design,Space Planning,,How to Create Space with Broken Plan Living,https://www.youtube.com/watch?v=6T0gz9VM2-0,Module 10:  Space Planning Tools and Techniques,10,12th,English/Hindi
