Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,Minimum Education,Language
9232,Environmental Science,Environmental Law,100hrs 1min,Environmental law lecture  introduction l Meaning and Types Of Environmental Pollution BY DA Nandan,https://www.youtube.com/watch?v=AoIZ8ZVlEfk,Module 1: Introduction to Environmental Law,12th,English/Hindi
9233,Environmental Science,Environmental Law,,Sustainable Development Brief Notes  | Environmental Law || By DA Nandan,https://www.youtube.com/watch?v=UQHFTrynpJQ,Module 1: Introduction to Environmental Law,12th,English/Hindi
9234,Environmental Science,Environmental Law,,Polluter Pays Principle || Environmental Law || Polluter pays Principle with case laws |BY DA Nandan,https://www.youtube.com/watch?v=cxdhBt8_onQ,Module 1: Introduction to Environmental Law,12th,English/Hindi
9235,Environmental Science,Environmental Law,,Public Trust Doctrine under Environmental Law || Public Trust Doctrine Case Laws || By DA Nandan,https://www.youtube.com/watch?v=j7pRuUs_GKY,Module 2: International Environmental Law,12th,English/Hindi
9236,Environmental Science,Environmental Law,,Stockholm Conference 1972 || International Events on Environmental  Protection || BY DA Nandan,https://www.youtube.com/watch?v=NGoAgFg_1Pc,Module 2: International Environmental Law,12th,English/Hindi
9237,Environmental Science,Environmental Law,,World Charter For Nature 1982 IUCN WWF International Events for Environment Protection By DA Nandan,https://www.youtube.com/watch?v=UXpqivEEBYo,Module 2: International Environmental Law,12th,English/Hindi
9238,Environmental Science,Environmental Law,,"Montreal Protocol, 1987 - International events on Environmental Protection || UNEP || By DA Nandan",https://www.youtube.com/watch?v=r4GKB99VrGQ,Module 3: International Environmental Law,12th,English/Hindi
9239,Environmental Science,Environmental Law,,Brundtland Report - WCED International Events on Environmental Protection || BY DA Nandan,https://www.youtube.com/watch?v=9uOnY3RxCWY,Module 3: International Environmental Law,12th,English/Hindi
9240,Environmental Science,Environmental Law,,Rio Declaration on Environment & Development l Rio Declaration II Rio Principle ll BY DA Nandan,https://www.youtube.com/watch?v=fU-UfXWiKFs,Module 4: Environmental Law in India,12th,English/Hindi
9241,Environmental Science,Environmental Law,,What is Agenda 21 ? || Earth Summit | Resources Development || BY DA Nandan,https://www.youtube.com/watch?v=YF3mAgtMmOw,Module 4: Environmental Law in India,12th,English/Hindi
9242,Environmental Science,Environmental Law,,Kyoto Protocol 1997 || Objective & Mechanism of Kyoto Protocol || BY DA Nandan,https://www.youtube.com/watch?v=mHR-T5Fhgj0,Module 4: Environmental Law in India,12th,English/Hindi
9243,Environmental Science,Environmental Law,,"Constitutional Provisions for Environment Protection |Article 48A,51A(g), 19(1)(g)| PIL | DA Nandan",https://www.youtube.com/watch?v=84bT51eY4mg,Module 5: Environmental Legislation in India,12th,English/Hindi
9244,Environmental Science,Environmental Law,,"The Water (Prevention And Control Of Pollution) Act, 1974 || Water Act || By  DA Nandan",https://www.youtube.com/watch?v=B_aAWSycXME,Module 5: Environmental Legislation in India,12th,English/Hindi
9245,Environmental Science,Environmental Law,,"The Air (Preventions And Control Of Pollution) Act,  1981 | Air Act | BY DA Nandan",https://www.youtube.com/watch?v=SqZDjTZo3Qw,Module 5: Environmental Legislation in India,12th,English/Hindi
9246,Environmental Science,Environmental Law,,"Environment (Protection) Act, 1986",https://www.youtube.com/watch?v=09ke6AB6FYM,Module 5: Environmental Legislation in India,12th,English/Hindi
