Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,Minimum Education,Language
9247,Environmental Science,Waste Management,22hrs 9min,waste management vtu model question paper  answers Module 1 BE first year,https://www.youtube.com/watch?v=dVFY2CnNVWk,Module 1: Introduction to Solid Waste Management,12th,English/Hindi
9248,Environmental Science,Waste Management,,waste management vtu model question paper part 2 important questions previous year,https://www.youtube.com/watch?v=BuhJayrRjPA,Module 1: Introduction to Solid Waste Management,12th,English/Hindi
9249,Environmental Science,Waste Management,,waste management IMPORTANT vtu model question paper  vtu question papers with solutions,https://www.youtube.com/watch?v=whn03BQFo3I,Module 1: Introduction to Solid Waste Management,12th,English/Hindi
9250,Environmental Science,Waste Management,,waste management vtu model question paper /question paper 2023,https://www.youtube.com/watch?v=gSWyOEuKF-s,Module 1: Introduction to Solid Waste Management,12th,English/Hindi
9251,Environmental Science,Waste Management,,waste management vtu model question paper  2023 part 05 Important questions,https://www.youtube.com/watch?v=GrKmaO906iY,Module 2: Solid Waste Characteristics and Impacts,12th,English/Hindi
9252,Environmental Science,Waste Management,,WASTE MANAGEMENT QUESTION PAPER DISCUSSION 2023 APRIL VTU EXAMINATION,https://www.youtube.com/watch?v=kfgi3Kj_PKA,Module 2: Solid Waste Characteristics and Impacts,12th,English/Hindi
9253,Environmental Science,Waste Management,,waste management vtu model question paper discussion | Important questions BE first year,https://www.youtube.com/watch?v=7oGgxFMKoec,Module 2: Solid Waste Characteristics and Impacts,12th,English/Hindi
9254,Environmental Science,Waste Management,,VTU Waste Management Subject: Most Repeated Important Questions (1-5 Modules) Exam Preparation Guide,https://www.youtube.com/watch?v=Z-erHvILy_0,Module 2: Solid Waste Characteristics and Impacts,12th,English/Hindi
9255,Environmental Science,Waste Management,,Mastering Solid Waste Management 🌱: Understanding Solid Waste Essentials 🗑️| VTU-  Waste management,https://www.youtube.com/watch?v=-nfD5bw6hSs,Module 3: Solid Waste Management Techniques,12th,English/Hindi
9256,Environmental Science,Waste Management,,VTU Waste Management: Comprehensive Classification of Solid Waste| Types of solid wastes| first year,https://www.youtube.com/watch?v=0uFnzoRk-H4,Module 3: Solid Waste Management Techniques,12th,English/Hindi
9257,Environmental Science,Waste Management,,Understanding the Essential Functions of Solid Waste Management | VTU syllabus waste management,https://www.youtube.com/watch?v=2VpA9h9C6Yk,Module 3: Solid Waste Management Techniques,12th,English/Hindi
9258,Environmental Science,Waste Management,,Elements of Solid Waste Management Explained | VTU Syllabus| Waste Management Course,https://www.youtube.com/watch?v=Q6AVhygU_RY,Module 3: Solid Waste Management Techniques,12th,English/Hindi
9259,Environmental Science,Waste Management,,Environmentally Sound Solid Waste Management (ESSWM)-Hard EST and Soft EST|Waste Management Lecture,https://www.youtube.com/watch?v=7DlmnvQXK-E,Module 4: Solid Waste Treatment and Disposal,12th,English/Hindi
9260,Environmental Science,Waste Management,,Effective Waste Management with Environmentally Sound Technologies (EST) - Solutions and Practices,https://www.youtube.com/watch?v=80MUlV6HEn4,Module 4: Solid Waste Treatment and Disposal,12th,English/Hindi
9261,Environmental Science,Waste Management,,FACTORS AFFECTING SOLID WASTE MANAGEMENT |WASTE MANAGEMENT LECTURE SERIES VTU Syllabus,https://www.youtube.com/watch?v=hgds6IZ8J44,Module 4: Solid Waste Treatment and Disposal,12th,English/Hindi
9262,Environmental Science,Waste Management,,"Solid waste scenario in India|The Indian Waste Crisis: Challenges, Solutions, and Impact| Waste magm",https://www.youtube.com/watch?v=uayGRkSujt0,Module 5: Solid Waste Management in India,12th,English/Hindi
9263,Environmental Science,Waste Management,,E-waste in India| E-waste scenario in India and globe| Waste management lecture series VTU syllabus,https://www.youtube.com/watch?v=tJX3adpkX9A,Module 5: Solid Waste Management in India,12th,English/Hindi
9264,Environmental Science,Waste Management,,WASTE STREAM ASSESSMENT (WSA) WASTE MANAGEMENT VTU Syllabus first year BE,https://www.youtube.com/watch?v=o1izBhli4F4,Module 5: Solid Waste Management in India,12th,English/Hindi
9265,Environmental Science,Waste Management,,Waste composition || Waste Generation|| factors affecting waste composition | Waste Management lectu,https://www.youtube.com/watch?v=e1npFhIZvSc,Module 6: E-Waste Management,12th,English/Hindi
9266,Environmental Science,Waste Management,,Characteristics of waste| Physical and Chemical characteristics of solid waste |waste management vtu,https://www.youtube.com/watch?v=5Xrm85BeroU,Module 6: E-Waste Management,12th,English/Hindi
9267,Environmental Science,Waste Management,,Health and Environmental Effect Waste Management Lecture series,https://www.youtube.com/watch?v=NtVsgAh1bfA,Module 7: Waste Assessment and Characterization,12th,English/Hindi
9268,Environmental Science,Waste Management,,Case study of solid waste management system in Bengaluru BMP| Waste Management Lecture VTU syllabus,https://www.youtube.com/watch?v=eLW870RrANE,Module 7: Waste Assessment and Characterization,12th,English/Hindi
9269,Environmental Science,Waste Management,,E WASTE GENERATION  WASTE MANAGEMENT LECTURE VIDEOS,https://www.youtube.com/watch?v=QYa4fN_Yryo,Module 8: Waste Collection and Transfer,12th,English/Hindi
9270,Environmental Science,Waste Management,,Handouts in solid waste composition | waste management lecture series  VTU syllabus BE first year,https://www.youtube.com/watch?v=ZBACTdi4j1k,Module 8: Waste Collection and Transfer,12th,English/Hindi
9271,Environmental Science,Waste Management,,WASTE COLLECTION COMPONENTS WASTE MANAGEMENT VTU SYLLABUS LECTURE SERIES 2022 scheme,https://www.youtube.com/watch?v=WTXZTbx-tT0,Module 8: Waste Collection and Transfer,12th,English/Hindi
9272,Environmental Science,Waste Management,,Waste storage : Containers and Collection Vehicle | Vehicle routing | Waste management VTU syllabus,https://www.youtube.com/watch?v=hnrpLsn3GoY,Module 9: Waste Processing and Resource Recovery,12th,English/Hindi
9273,Environmental Science,Waste Management,,TRANSFER STATIONS IN SOLID  WASTE MANAGEMENT |WASTE MANAGEMENT LECTURE SERIES VTU Syllabus,https://www.youtube.com/watch?v=2Fybn6EKaR0,Module 9: Waste Processing and Resource Recovery,12th,English/Hindi
9274,Environmental Science,Waste Management,,Disposal Options of Solid Waste Management | Waste Management  VTU syllabus| Land filling,https://www.youtube.com/watch?v=ag2YXgL1hPY,Module 9: Waste Processing and Resource Recovery,12th,English/Hindi
9275,Environmental Science,Waste Management,,WASTE COLLECTION SYSTEM DESIGN WASTE MANAGEMENT LECTURE SERIES VTU SYLLABUS,https://www.youtube.com/watch?v=TigqcsCZIP4,Module 10: Landfill Management,12th,English/Hindi
9276,Environmental Science,Waste Management,,RECORD KEEPING MONITORING & INVENTORY CONTROL WASTE MANAGEMENT  WASTE MANAGEMENT LECTURE VTU,https://www.youtube.com/watch?v=4xpybM4lkIY,Module 10: Landfill Management,12th,English/Hindi
9277,Environmental Science,Waste Management,,Implementation of Collection and Transfer system| Steps in collection & transfer station implement,https://www.youtube.com/watch?v=fBeAh0bev_4,Module 11: Waste Management System Analysis and Implementation,12th,English/Hindi
9278,Environmental Science,Waste Management,,LAND FILLING STAGES STEPS IN LAND FILLING WASTE MANAGEMENT,https://www.youtube.com/watch?v=ZDpiH8T_PE4,Module 11: Waste Management System Analysis and Implementation,12th,English/Hindi
9279,Environmental Science,Waste Management,,WASTE MANAGEMENT   VTU First year question paper discussion June July 2023| Important VTU  questions,https://www.youtube.com/watch?v=4aJEYQ36hHw,Module 12: Recent Trends and Future Directions in Waste Management,12th,English/Hindi
9280,Environmental Science,Waste Management,,WASTE MANAGEMENT VTU First year question paper discussion June/July 2023| Important VTU  questions#2,https://www.youtube.com/watch?v=MbADo8BaC_0,Module 12: Recent Trends and Future Directions in Waste Management,12th,English/Hindi
9281,Environmental Science,Waste Management,,WASTE MANAGEMENT VTU First year question paper discussion June/July 2023| Important VTU  questions#3,https://www.youtube.com/watch?v=7fMpX9kh6Ek,Module 12: Recent Trends and Future Directions in Waste Management,12th,English/Hindi
9282,Environmental Science,Waste Management,,VTU WASTE MANAGEMENT QUESTION PAPER DISCUSSION JUNE/JULY 2023 PART 1 SUPPLEMENTRARY EXAMINATION 2023,https://www.youtube.com/watch?v=YOAIMAIRbiM,Module 12: Recent Trends and Future Directions in Waste Management,12th,English/Hindi
9283,Environmental Science,Waste Management,,What is waste processing? Lecture videos on waste management VTU first/second semester,https://www.youtube.com/watch?v=G6MgK47U210,Module 12: Recent Trends and Future Directions in Waste Management,12th,English/Hindi
