Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module
9457,Environmental Science,GeoSpatial analysis with python,70hrs 14min,Geopandas for absolutely beginner | Geospatial analysis with python | GeoDev,https://www.youtube.com/watch?v=G3UomcjQXkk,Module 1: Introduction to Geospatial Analysis with Python
9458,Environmental Science,GeoSpatial analysis with python,,Rasterio for absolutely beginner | Geospatial data analysis with python | GeoDev,https://www.youtube.com/watch?v=LVt8CezezZQ,Module 1: Introduction to Geospatial Analysis with Python
9459,Environmental Science,GeoSpatial analysis with python,,Geospatial data analysis with python | New course on udemy | GeoDev,https://www.youtube.com/watch?v=0HJlfnQqqCU,Module 1: Introduction to Geospatial Analysis with Python
9460,Environmental Science,GeoSpatial analysis with python,,Raster reclassification using python || GeoDev,https://www.youtube.com/watch?v=GqfxbonRLMk,Module 1: Introduction to Geospatial Analysis with Python
9461,Environmental Science,GeoSpatial analysis with python,,Creating geometries  - shapely | python | GeoDev,https://www.youtube.com/watch?v=ZAkZrZ9NbQw,Module 2: Raster Data Processing and Analysis
9462,Environmental Science,GeoSpatial analysis with python,,Raster mask/clip python | Rasterio | GeoDev,https://www.youtube.com/watch?v=TbbL2yeRTsk,Module 2: Raster Data Processing and Analysis
9463,Environmental Science,GeoSpatial analysis with python,,Zonal statistics of raster using python | Raster attribute table | Rasterstats,https://www.youtube.com/watch?v=m3uyJOynB54,Module 2: Raster Data Processing and Analysis
9464,Environmental Science,GeoSpatial analysis with python,,Discover the power of GeoPandas for interactive map creation and geospatial data analysis,https://www.youtube.com/watch?v=xWB0w88cFO0,Module 3: Advanced Geospatial Techniques and Applications
9465,Environmental Science,GeoSpatial analysis with python,,The Ultimate Guide to Adding and Removing Bands using Python | Rasterio,https://www.youtube.com/watch?v=dldcf6DtRoA,Module 3: Advanced Geospatial Techniques and Applications
9466,Environmental Science,GeoSpatial analysis with python,,This is why I don't use GDAL | GeoDev,https://www.youtube.com/watch?v=MOwzKkggYH8,Module 3: Advanced Geospatial Techniques and Applications
9467,Environmental Science,GeoSpatial analysis with python,,Getting started with GeoAI | GeoDev,https://www.youtube.com/watch?v=Xb9yRIe4Vsc,Module 3: Advanced Geospatial Techniques and Applications
9468,Environmental Science,GeoSpatial analysis with python,,Multi-Temporal Timeseries Animation | GeoDev,https://www.youtube.com/watch?v=CWwDVn2Mi6M,Module 3: Advanced Geospatial Techniques and Applications
