Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module
100,Computer Science Engineering,Java & DSA Course for Placement,46hrs 22min,Introduction to Java Language | Lecture 1 | Complete Placement Course,https://www.youtube.com/watch?v=yRpLlJmRo2w,Module 1: Introduction to Java
101,Computer Science Engineering,Java & DSA Course for Placement,,Variables in Java | Input Output | Complete Placement Course | Lecture 2,https://www.youtube.com/watch?v=LusTv0RlnSU,Module 1: Introduction to Java
102,Computer Science Engineering,Java & DSA Course for Placement,,"Conditional Statements | If-else, Switch Break | Complete Java Placement Course | Lecture 3",https://www.youtube.com/watch?v=I5srDu75h_M,Module 1: Introduction to Java
103,Computer Science Engineering,Java & DSA Course for Placement,,Loops in Java | Java Placement Full Course | Lecture 4,https://www.youtube.com/watch?v=0r1SfRoLuzU,Module 1: Introduction to Java
104,Computer Science Engineering,Java & DSA Course for Placement,,9 Best Patterns Questions In Java (for Beginners) | Java Placement Course | Lecture 5,https://www.youtube.com/watch?v=GjHNGM7KN3w,Module 2: Working with Data in Java
105,Computer Science Engineering,Java & DSA Course for Placement,,Advanced Pattern Questions | Java | Complete Placement Course - Lecture 6,https://www.youtube.com/watch?v=Dr4PpNa7AYo,Module 2: Working with Data in Java
106,Computer Science Engineering,Java & DSA Course for Placement,,Functions & Methods | Java  Complete Placement Course | Lecture 7,https://www.youtube.com/watch?v=qcSz4ef9UHA,Module 2: Working with Data in Java
107,Computer Science Engineering,Java & DSA Course for Placement,,Functions in Java | Practice Questions | Complete Placement Course | Lecture 8,https://www.youtube.com/watch?v=pFPZ83mgH00,Module 2: Working with Data in Java
108,Computer Science Engineering,Java & DSA Course for Placement,,Basics of Time Complexity and Space Complexity | Java | Complete Placement Course | Lecture 9,https://www.youtube.com/watch?v=bQssdSrSGNE,Module 3: Algorithms and Complexity
109,Computer Science Engineering,Java & DSA Course for Placement,,Arrays Introduction | Java Complete Placement Course | Lecture 10,https://www.youtube.com/watch?v=NTHVTY6w2Co,Module 3: Algorithms and Complexity
110,Computer Science Engineering,Java & DSA Course for Placement,,2D Arrays | Java Complete Placement Course | Lecture 11,https://www.youtube.com/watch?v=18Zt5I4S45o,Module 3: Algorithms and Complexity
111,Computer Science Engineering,Java & DSA Course for Placement,,Strings | Lecture 12 | Java Placement Series,https://www.youtube.com/watch?v=vCRD36bG8xQ,Module 4: String Manipulation and Operations
112,Computer Science Engineering,Java & DSA Course for Placement,,String Builder | Java Placement Course Lecture 13,https://www.youtube.com/watch?v=ZLDwskEhIFg,Module 4: String Manipulation and Operations
113,Computer Science Engineering,Java & DSA Course for Placement,,Operators & Binary Number System | Java Lecture 14,https://www.youtube.com/watch?v=Oud4alVQU4s,Module 4: String Manipulation and Operations
114,Computer Science Engineering,Java & DSA Course for Placement,,Bit Manipulation | Java Placement Course | Lecture 15,https://www.youtube.com/watch?v=OSoO8eCEEC8,Module 5: Object-Oriented Programming and Data Structures
