Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module
367,Computer Science Engineering,Operating System,41hrs 21min,Introduction to Operating Systems,https://www.youtube.com/watch?v=vBURTt97EkA,Module 1: Introduction and Basics
368,Computer Science Engineering,Operating System,,Basics of OS (Computer System Operation),https://www.youtube.com/watch?v=VjPgYcQqqN0,Module 1: Introduction and Basics
369,Computer Science Engineering,Operating System,,Basics of OS (Storage Structure),https://www.youtube.com/watch?v=YcRd3WMbXnE,Module 1: Introduction and Basics
370,Computer Science Engineering,Operating System,,Basics of OS (I/O Structure),https://www.youtube.com/watch?v=F18RiREDkwE,Module 1: Introduction and Basics
371,Computer Science Engineering,Operating System,,Computer System Architecture,https://www.youtube.com/watch?v=So9SR3qpWsM,Module 2: Architecture and Structure
372,Computer Science Engineering,Operating System,,Operating System Structure,https://www.youtube.com/watch?v=fvN98a_7AT4,Module 2: Architecture and Structure
373,Computer Science Engineering,Operating System,,Operating System Services,https://www.youtube.com/watch?v=TQWERtMoKbI,Module 2: Architecture and Structure
374,Computer Science Engineering,Operating System,,User Operating System Interface,https://www.youtube.com/watch?v=psDpbWscPuE,Module 2: Architecture and Structure
375,Computer Science Engineering,Operating System,,System Calls,https://www.youtube.com/watch?v=lhToWeuWWfw,Module 3: System Calls and Programs
376,Computer Science Engineering,Operating System,,Types of System Calls,https://www.youtube.com/watch?v=EavqupVh8ls,Module 3: System Calls and Programs
377,Computer Science Engineering,Operating System,,System Programs,https://www.youtube.com/watch?v=UWDzhz8MVqc,Module 3: System Calls and Programs
378,Computer Science Engineering,Operating System,,Operating System Design & Implementation,https://www.youtube.com/watch?v=t_McsJ1RGQg,Module 4: OS Design and Implementation
379,Computer Science Engineering,Operating System,,Structures of Operating System,https://www.youtube.com/watch?v=XXPBl20J22w,Module 4: OS Design and Implementation
380,Computer Science Engineering,Operating System,,Virtual Machines,https://www.youtube.com/watch?v=daDbY2iDmU0,Module 4: OS Design and Implementation
381,Computer Science Engineering,Operating System,,Operating System Generation and System Boot,https://www.youtube.com/watch?v=wD0PrF3fGSY,Module 5: Process Management
382,Computer Science Engineering,Operating System,,Process Management (Processes and Threads),https://www.youtube.com/watch?v=OrM7nZcxXZU,Module 5: Process Management
383,Computer Science Engineering,Operating System,,Process State,https://www.youtube.com/watch?v=jZ_6PXoaoxo,Module 5: Process Management
384,Computer Science Engineering,Operating System,,Process Control Block,https://www.youtube.com/watch?v=4s2MKuVYKV8,Module 5: Process Management
385,Computer Science Engineering,Operating System,,Process Scheduling,https://www.youtube.com/watch?v=2h3eWaPx8SA,Module 5: Process Management
386,Computer Science Engineering,Operating System,,Context Switch,https://www.youtube.com/watch?v=vTgccrbYHYs,Module 6: Process Operations and Communication
387,Computer Science Engineering,Operating System,,Operation on Processes – Process Creation,https://www.youtube.com/watch?v=pSW9d3Oaie8,Module 6: Process Operations and Communication
388,Computer Science Engineering,Operating System,,Operation on Processes – Process Termination,https://www.youtube.com/watch?v=SFc3jt8t5rU,Module 6: Process Operations and Communication
389,Computer Science Engineering,Operating System,,Interprocess Communication,https://www.youtube.com/watch?v=dJuYKfR8vec,Module 6: Process Operations and Communication
390,Computer Science Engineering,Operating System,,Shared Memory Systems,https://www.youtube.com/watch?v=uHtzOFwgD74,Module 7: Message Passing and RPC
391,Computer Science Engineering,Operating System,,Message Passing Systems (Part 1),https://www.youtube.com/watch?v=LuuSXWkDJOo,Module 7: Message Passing and RPC
392,Computer Science Engineering,Operating System,,Message Passing Systems (Part 2),https://www.youtube.com/watch?v=S3mS8MR7bUY,Module 7: Message Passing and RPC
393,Computer Science Engineering,Operating System,,Message Passing Systems (Part 3),https://www.youtube.com/watch?v=fViAyFLOYxU,Module 7: Message Passing and RPC
394,Computer Science Engineering,Operating System,,Sockets in Operating System,https://www.youtube.com/watch?v=uagKTbohimU,Module 7: Message Passing and RPC
395,Computer Science Engineering,Operating System,,Remote Procedure Calls (RPC),https://www.youtube.com/watch?v=QmhTjsOOrlw,Module 8: Threads and Multithreading
396,Computer Science Engineering,Operating System,,Issues in RPC & How They're Resolved,https://www.youtube.com/watch?v=jH3RezOHROU,Module 8: Threads and Multithreading
397,Computer Science Engineering,Operating System,,Introduction to Threads,https://www.youtube.com/watch?v=LOfGJcVnvAk,Module 8: Threads and Multithreading
398,Computer Science Engineering,Operating System,,Multithreading Models & Hyperthreading,https://www.youtube.com/watch?v=HW2Wcx-ktsc,Module 8: Threads and Multithreading
