Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo
11757,Artificial Intelligence,Neural networks,46hrs 16min,"But what is a neural network? | Chapter 1, Deep learning",https://www.youtube.com/watch?v=aircAruvnKk,Module 1: Introduction to Neural Networks,1
11758,Artificial Intelligence,Neural networks,,"Gradient descent, how neural networks learn | Chapter 2, Deep learning",https://www.youtube.com/watch?v=IHZwWFHWa-w,Module 1: Introduction to Neural Networks,1
11759,Artificial Intelligence,Neural networks,,"What is backpropagation really doing? | Chapter 3, Deep learning",https://www.youtube.com/watch?v=Ilg3gGewQ5U,Module 2: Gradient Descent and Backpropagation,2
11760,Artificial Intelligence,Neural networks,,"Backpropagation calculus | Chapter 4, Deep learning",https://www.youtube.com/watch?v=tIeHLnjs5U8,Module 2: Gradient Descent and Backpropagation,2
11761,Artificial Intelligence,Neural networks,,"But what is a GPT?  Visual intro to transformers | Chapter 5, Deep Learning",https://www.youtube.com/watch?v=wjZofJX0v4M,Module 3: Transformers and Attention,3
11762,Artificial Intelligence,Neural networks,,"Attention in transformers, visually explained | Chapter 6, Deep Learning",https://www.youtube.com/watch?v=eMlx5fFNoYc,Module 3: Transformers and Attention,3
