Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,Minimum Education,Language
8532,Healthcare Management,Healthcare Marketing,5hrs 17min,Hospital Marketing - Evidenced Based Marketing,https://www.youtube.com/watch?v=6CPLmsMCSBs,Module 1: Introduction to Healthcare Marketing,12th,English/Hindi
8533,Healthcare Management,Healthcare Marketing,,HOW TO INCREASE PATIENTS IN YOUR CLINIC 🇮🇳👍👍TWO RULES IMPORTANT THAN MARKETING STRATEGIES,https://www.youtube.com/watch?v=UY4OXgfwglo,Module 1: Importance and Essentials of Hospital Marketing,12th,English/Hindi
8534,Healthcare Management,Healthcare Marketing,,5 reasons why Hospital Marketing is essential?,https://www.youtube.com/watch?v=Dvf3ohjuSQE,Module 1: Understanding Healthcare Marketing Strategies,12th,English/Hindi
8535,Healthcare Management,Healthcare Marketing,,Hospital Marketing: Part 1,https://www.youtube.com/watch?v=dUrr87OxZ78,Module 1: Proven Medical Marketing Strategies,12th,English/Hindi
8536,Healthcare Management,Healthcare Marketing,,4 Proven Medical Marketing Strategies for Medical Professionals,https://www.youtube.com/watch?v=R-8mMW0MpSA,Module 2: Digital Hospital Marketing,12th,English/Hindi
8537,Healthcare Management,Healthcare Marketing,,सही मार्केटींग कैसे करें?-Marketing success advice & tips in Hindi by Sanjay Shah,https://www.youtube.com/watch?v=euyJ22khwKg,Module 2: Hospital Marketing in India,12th,English/Hindi
8538,Healthcare Management,Healthcare Marketing,,Medical Marketing For Doctors & Medical Clinics,https://www.youtube.com/watch?v=mA1HejGn7mI,Module 2: Case Studies and Success Stories,12th,English/Hindi
8539,Healthcare Management,Healthcare Marketing,,"Startup Idea | Setting up a Hospital | By COO Galaxy Hospital, Varanasi",https://www.youtube.com/watch?v=NVDf4StTVpI,Module 2: Hospital Marketing Videos and Resources,12th,English/Hindi
8540,Healthcare Management,Healthcare Marketing,,Sales Training Video - हर घर का दरवाज़ा ना खटखटाओ । How To Sell | Sales & Marketing Tips in Hindi,https://www.youtube.com/watch?v=vWrAFyVjl7c,Module 3: Advanced Healthcare Marketing Concepts,12th,English/Hindi
8541,Healthcare Management,Healthcare Marketing,,Healthcare Marketing Lecture by Patrick Goodness; CEO of The Goodness Company,https://www.youtube.com/watch?v=sPTNWWXQEFI,Module 3:  Sales and Marketing for Healthcare Professionals,12th,English/Hindi
8542,Healthcare Management,Healthcare Marketing,,Healthcare Marketing Solutions  - 7 Sure Fire Ways To Attract More Patient Referrals,https://www.youtube.com/watch?v=qPxjArN1Li8,Module 3: Guerilla Marketing and Innovative Approaches,12th,English/Hindi
8543,Healthcare Management,Healthcare Marketing,,What healthcare will look like in 2020 | Stephen Klasko | TEDxPhiladelphia,https://www.youtube.com/watch?v=esugL07XANg,Module 3: The Future of Healthcare Marketing,12th,English/Hindi
8544,Healthcare Management,Healthcare Marketing,,4 buckets and 3 levers of Hospital Marketing - Tools to Reach Top ~ Prof. Dr. Ashok Thiakarajan Talk,https://www.youtube.com/watch?v=7vKpYTAziMg,Module 3: The Future of Healthcare Marketing,12th,English/Hindi
8545,Healthcare Management,Healthcare Marketing,,How to do online promotion of Hospital/Clinic?,https://www.youtube.com/watch?v=oCAUjjTZVvU,Module 3: The Future of Healthcare Marketing,12th,English/Hindi
8546,Healthcare Management,Healthcare Marketing,,Healthcare Marketing,https://www.youtube.com/watch?v=8ANjDh6qu8o,Module 3: The Future of Healthcare Marketing,12th,English/Hindi
8547,Healthcare Management,Healthcare Marketing,,Healthcare Sales and Marketing very well explained Video 1,https://www.youtube.com/watch?v=Lz5DaMjM9sM,Module 3: The Future of Healthcare Marketing,12th,English/Hindi
8548,Healthcare Management,Healthcare Marketing,,5 Marketing Tips for Clinic Owners,https://www.youtube.com/watch?v=9Sva1LpFzNA,Module 3: The Future of Healthcare Marketing,12th,English/Hindi
8549,Healthcare Management,Healthcare Marketing,,Innovative Marketing Ideas (MARKETING TIPS),https://www.youtube.com/watch?v=Q8FjdVP4Qn0,Module 3: The Future of Healthcare Marketing,12th,English/Hindi
8550,Healthcare Management,Healthcare Marketing,,Hospital Marketing Video,https://www.youtube.com/watch?v=5f5u_lrqXDs,Module 3: The Future of Healthcare Marketing,12th,English/Hindi
8551,Healthcare Management,Healthcare Marketing,,Small Hospital Big Ideas Design Competition,https://www.youtube.com/watch?v=LDeF4rbh240,Module 3: The Future of Healthcare Marketing,12th,English/Hindi
8552,Healthcare Management,Healthcare Marketing,,13 Marketing Strategies to succeed in rural India,https://www.youtube.com/watch?v=mgJgzdsvR8Q,Module 3: The Future of Healthcare Marketing,12th,English/Hindi
8553,Healthcare Management,Healthcare Marketing,,"The American Hospital, Dubai‬ Corporate Video",https://www.youtube.com/watch?v=wQ2TN_gI3sE,Module 3: The Future of Healthcare Marketing,12th,English/Hindi
8554,Healthcare Management,Healthcare Marketing,,Digital Hospital Marketing Strategy: Understanding Online Opportunity,https://www.youtube.com/watch?v=rSs5BWmaoDk,Module 3: The Future of Healthcare Marketing,12th,English/Hindi
8555,Healthcare Management,Healthcare Marketing,,What is the first thing you should do when marketing to a hospital?,https://www.youtube.com/watch?v=rAe5ewnCUIE,Module 3: The Future of Healthcare Marketing,12th,English/Hindi
8556,Healthcare Management,Healthcare Marketing,,कैसे खिंचा चला आता है Customer! | 7 Marketing Strategies | Dr Vivek Bindra,https://www.youtube.com/watch?v=h5-LpwwQJ6M,Module 3: The Future of Healthcare Marketing,12th,English/Hindi
