Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
4743,Sports Management,Sports Analytics | 8 Hours Course  | 360DigiTMG,0hrs 3123min,Sports Analytics | 8 Hours Course | Day 1 | 360DigiTMG,https://www.youtube.com/watch?v=aeREjQ59u2Y
4744,Sports Management,Sports Analytics | 8 Hours Course  | 360DigiTMG,,Sports Analytics | 8 Hours Course | Day 2 | 360DigiTMG,https://www.youtube.com/watch?v=lX9-u7VH1RY
4745,Sports Management,Sports Analytics | 8 Hours Course  | 360DigiTMG,,Sports Analytics | 8 Hours Course | Day 3 | 360DigiTMG,https://www.youtube.com/watch?v=TaydS281Gs4
4746,Sports Management,Sports Analytics | 8 Hours Course  | 360DigiTMG,,Sports Analytics | 8 Hours Course | Day 4 | 360DigiTMG,https://www.youtube.com/watch?v=luuBN2hFhHI
4747,Sports Management,Sports Analytics | 8 Hours Course  | 360DigiTMG,,Sports Analytics | 8 Hours Course | Day 5 | 360DigiTMG,https://www.youtube.com/watch?v=rOoddQXsVUc
4748,Sports Management,Sports Analytics | 8 Hours Course  | 360DigiTMG,,Sports Analytics | 8 Hours Course | Day 6 | 360DigiTMG,https://www.youtube.com/watch?v=-Cd8qH6kg8o
4749,Sports Management,Sports Analytics | 8 Hours Course  | 360DigiTMG,,Sports Analytics | 8 Hours Course | Day 7 | 360DigiTMG,https://www.youtube.com/watch?v=RkaqLsiob_g
4750,Sports Management,Sports Analytics | 8 Hours Course  | 360DigiTMG,,Sports Analytics | 8 Hours Course | Day 8 | 360DigiTMG,https://www.youtube.com/watch?v=MTES5JpH2fc
