Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
4204,Accounting,Budgetary Control - Cost and Management Accounting,68hrs 18min,#1 Budget and Budgetary Control (Introduction) ~ Cost and Management Accounting [For B.Com/CA/CS],https://www.youtube.com/watch?v=pYSgMGoK_Jo,Module 1: Introduction to Budget and Budgetary Control,1,12th,English/Hindi
4205,Accounting,Budgetary Control - Cost and Management Accounting,,Production Budget and Material Purchase Budget  ~  Budgetary Control (Costing) ~ For B.Com/M.Com,https://www.youtube.com/watch?v=c4QfZHnf8pQ,Module 1: Production and Material Budgets,1,12th,English/Hindi
4206,Accounting,Budgetary Control - Cost and Management Accounting,,Overhead Budget  ~  Budgetary Control (Cost and Management Accounting) ~ For B.Com/CA/CS/CMA,https://www.youtube.com/watch?v=WLIu8Xo3kug,Module 1: Overhead Budgets,1,12th,English/Hindi
4207,Accounting,Budgetary Control - Cost and Management Accounting,,Flexible Budget ~ Budgetary Control (Cost and Management Accounting) ~ For B.Com/M.Com/CA/CS/CMA,https://www.youtube.com/watch?v=CazqxPg7KAE,Module 2: Flexible Budgeting and Cash Budgets,2,12th,English/Hindi
4208,Accounting,Budgetary Control - Cost and Management Accounting,,#1 Cash Budget (Introduction) ~ For B.Com/M.Com/CA/CS/CMA,https://www.youtube.com/watch?v=IRIqQmI7tBs,Module 2: Cash Budget (Overdraft Effects),2,12th,English/Hindi
4209,Accounting,Budgetary Control - Cost and Management Accounting,,#2 Cash Budget (Overdraft Effects) ~ For B.Com / CA/ CS / CMA,https://www.youtube.com/watch?v=2LKHzjgncNk,Module 3: Control Ratios in Standard Costing,3,12th,English/Hindi
4210,Accounting,Budgetary Control - Cost and Management Accounting,,#3 Control Ratios (Pure Concept No Tricks) ~ Standard Costing [For B.Com/M.Com/MBA/CA/CS/CMA],https://www.youtube.com/watch?v=94I7697VIG8,Module 3: Advanced Topics in Budgetary Control,3,12th,English/Hindi
