Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,Minimum Education,Language
6646,Information Technology,Cyber Security Playlist [2024 Updated]🔥,17hrs 19min,What Is Cyber Security | How It Works? | Cyber Security In 7 Minutes | Cyber Security | Simplilearn,https://www.youtube.com/watch?v=inWWhr5tnEA,Module 1: Introduction to Cybersecurity,12th,English/Hindi
6647,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,What Is Firewall ? | Firewall Explained | Firewalls and Network Security | Simplilearn,https://www.youtube.com/watch?v=9GZlVOafYTg,Module 1: Introduction to Cybersecurity,12th,English/Hindi
6648,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Phishing Explained In 6 Minutes | What Is A Phishing Attack? | Phishing Attack | Simplilearn,https://www.youtube.com/watch?v=XBkzBrXlle0,Module 1: Introduction to Cybersecurity,12th,English/Hindi
6649,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Ransomware In Cybersecurity | What Is Ransomware? | Ransomware Attack | Simplilearn,https://www.youtube.com/watch?v=-KL9APUjj3E,Module 1: Introduction to Cybersecurity,12th,English/Hindi
6650,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,What Is VPN & How Does It Work? | VPN Explained In 5 Minutes | Virtual Private Network | Simplilearn,https://www.youtube.com/watch?v=_-DekqEyAV0,Module 2: Network Security,12th,English/Hindi
6651,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Proxy In 5 Minutes | What Is A Proxy? | What Is A Proxy Server? | Proxy Explained | Simplilearn,https://www.youtube.com/watch?v=j9-Y0KWVJ1k,Module 2: Network Security,12th,English/Hindi
6652,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,5G Explained In 7 Minutes | What is 5G? | How 5G Works? | 5G: The Next-Gen Network | Simplilearn,https://www.youtube.com/watch?v=mo1lNRKnayA,Module 2: Network Security,12th,English/Hindi
6653,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Cyber War Explained In 6 Minutes | What Is Cyber War? | Cyber Security For Beginners | Simplilearn,https://www.youtube.com/watch?v=XbMUJpmSkxY,Module 2: Network Security,12th,English/Hindi
6654,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,What Is Cybersecurity: How It Works? |Cyber Security In 2 Minutes | Cyber Security | Simplilearn,https://www.youtube.com/watch?v=Q2W_nNdReXM,Module 3: Cyber Threats and Attacks,12th,English/Hindi
6655,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Cybersecurity in 1 Minute | What Is Cybersecurity? | Introduction to Cybersecurity | Simplilearn,https://www.youtube.com/watch?v=Y6nauquu3CY,Module 3: Cyber Threats and Attacks,12th,English/Hindi
6656,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Cyber Security Crash Course | Cyber Security Training For Beginners | Cyber Security | Simplilearn,https://www.youtube.com/watch?v=U-fpEHLIzQE,Module 3: Cyber Threats and Attacks,12th,English/Hindi
6657,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Cyber Security Full Course - Learn Cyber Security In 8 Hours | Cyber Security Training |Simplilearn,https://www.youtube.com/watch?v=PlHnamdwGmw,Module 3: Cyber Threats and Attacks,12th,English/Hindi
6658,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Kali Linux Tutorial 2022 | Kali Linux For Beginners | Learn Kali Linux | Ethical Hacking|Simplilearn,https://www.youtube.com/watch?v=M3JhyWh1HgQ,Module 4: Ethical Hacking and Penetration Testing,12th,English/Hindi
6659,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,🔥Cybersecurity basics | Cybersecurity Basic Knowledge | Cybersecurity | 2024 | Simplilearn,https://www.youtube.com/watch?v=njPY7pQTRWg,Module 4: Ethical Hacking and Penetration Testing,12th,English/Hindi
6660,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Cyber Security Course | Learn Cyber Security In One Video | Cyber Security Training | Simplilearn,https://www.youtube.com/watch?v=GE-T1o-6zUM,Module 4: Ethical Hacking and Penetration Testing,12th,English/Hindi
6661,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,CISSP Full Training Masterclass In 3 Hours | CISSP Training Video 2022 | CISSP Tutorial |Simplilearn,https://www.youtube.com/watch?v=i6vKjSa20iw,Module 4: Ethical Hacking and Penetration Testing,12th,English/Hindi
6662,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Expert Tips For A Successful Cyber Security Career Today | Cyber Security Training 2020| Simplilearn,https://www.youtube.com/watch?v=VGsfzHRga6s,Module 5: Cryptography,12th,English/Hindi
6663,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Free CISSP Training Video | CISSP Tutorial Online Part 1,https://www.youtube.com/watch?v=JWqd_qaR81g,Module 5: Cryptography,12th,English/Hindi
6664,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Communications and Network Security | CISSP Training Videos,https://www.youtube.com/watch?v=n6S5wR-NDyc,Module 5: Cryptography,12th,English/Hindi
6665,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,CISA Training Video | Process of Auditing Information Systems - Part 1,https://www.youtube.com/watch?v=i7XGhj3UPxE,Module 5: Cryptography,12th,English/Hindi
6666,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,CISA Domain 2 | Governance And Management Of IT | Simplilearn,https://www.youtube.com/watch?v=tt80zOSj9Ko,Module 6: Cybersecurity Certifications and Career Paths,12th,English/Hindi
6667,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,CISA Domain 4 | Information Systems Operations | Simplilearn,https://www.youtube.com/watch?v=1HA0anHwXMI,Module 6: Cybersecurity Certifications and Career Paths,12th,English/Hindi
6668,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,"Expert Talk On Cyber Security With Faiz A Shaikh, CIO | Why Cybersecurity Is Important?| Simplilearn",https://www.youtube.com/watch?v=WgnvwKlVy4g,Module 6: Cybersecurity Certifications and Career Paths,12th,English/Hindi
6669,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,The Need Of Cyber Security In Present Era | Simplilearn Webinar,https://www.youtube.com/watch?v=D2j4tTNKL-Q,Module 6: Cybersecurity Certifications and Career Paths,12th,English/Hindi
6670,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Cyber Security Tutorial | Cyber Security Training For Beginners | CyberSecurity Course | Simplilearn,https://www.youtube.com/watch?v=OLRDsgg9mPw,Module 7: Operating Systems and Tools,12th,English/Hindi
6671,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Cyber Security Training For Beginners | Cyber Security Tutorial | #LearningMarathon2021 |Simplilearn,https://www.youtube.com/watch?v=54YCY8_vB2U,Module 7: Operating Systems and Tools,12th,English/Hindi
6672,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Cyber Security Training For Beginners | Cyber Security Tutorial | Cyber Security Course |Simplilearn,https://www.youtube.com/watch?v=wMRzjwYMou0,Module 7: Operating Systems and Tools,12th,English/Hindi
6673,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Introduction To Cyber Security | Cyber Security Training For Beginners | CyberSecurity | Simplilearn,https://www.youtube.com/watch?v=z5nc9MDbvkw,Module 7: Operating Systems and Tools,12th,English/Hindi
6674,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Top 10 Reasons to Learn Cyber Security in 2022 | Why Should You Learn Cyber Security? | Simplilearn,https://www.youtube.com/watch?v=PzKCR_Jsi-A,Module 8: Advanced Cybersecurity Concepts,12th,English/Hindi
6675,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Computer Security | What Is Computer Security | Cyber Security Tutorial | Simplilearn,https://www.youtube.com/watch?v=cs3B0zcRJco,Module 8: Advanced Cybersecurity Concepts,12th,English/Hindi
6676,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Top 5 Cybersecurity Skills | Cyber Security Career | Cyber Security Training | Simplilearn,https://www.youtube.com/watch?v=U3LMnJSNsLY,Module 8: Advanced Cybersecurity Concepts,12th,English/Hindi
6677,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Top 5 Ethical Hacking Tools | Ethical Hacking Tools And Uses | Ethical Hacking | Simplilearn,https://www.youtube.com/watch?v=Fn4O1rumWrY,Module 8: Advanced Cybersecurity Concepts,12th,English/Hindi
6678,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,What Is Tor Browser And How It Works? | Why Should You Use It? | Tor Browser Explained | Simplilearn,https://www.youtube.com/watch?v=YWBrtTu3l64,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6679,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,SSL Handshake Explained | What Is SSL/TLS Handshake? | SSL/TLS Handshake Protocol | Simplilearn,https://www.youtube.com/watch?v=tKqSSOEjbgs,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6680,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Email Header Analysis Tutorial | Email Header Analysis Steps | Cyber Security Tutorial | Simplilearn,https://www.youtube.com/watch?v=3wwaYc_Yuhc,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6681,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,"What Is Network Topology? | Types of Network Topology | BUS, RING, STAR, TREE, MESH | Simplilearn",https://www.youtube.com/watch?v=QGykYWbdf0A,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6682,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,What Is An IP Address And How Does It Work? | IP Address Explained Simply | Simplilearn,https://www.youtube.com/watch?v=ak9fzojnMaM,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6683,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,IPv4 vs IPv6 | Difference Between IPv4 and IPv6 | IP Address Explained | IP Address | Simplilearn,https://www.youtube.com/watch?v=JiaL5A3qezg,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6684,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,TCP/IP Protocol Explained | What Is TCP/IP Address? | TCP/IP Configuration Tutorial | Simplilearn,https://www.youtube.com/watch?v=CsektxtqA8c,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6685,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Network Address Translation Explained | What Is Network Address Translation? | NAT | Simplilearn,https://www.youtube.com/watch?v=YbqYTAiSIWI,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6686,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,DHCP Explained | Dynamic Host Configuration Protocol | DHCP Server Configuration | Simplilearn,https://www.youtube.com/watch?v=bj8dq6hhUMk,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6687,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Subneting Explained | What Is Subneting? | How It Works? | Networking Tutorial | Simplilearn,https://www.youtube.com/watch?v=mgu4blmFF_w,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6688,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,"Switching Techniques In Networking | Circuit, Message, Packet Switching Explained | Simplilearn",https://www.youtube.com/watch?v=bPNVT_xzxbs,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6689,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Ethernet | Ethernet In Computer Networks | What is Ethernet ? | Simplilearn,https://www.youtube.com/watch?v=idlYfhvE9lI,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6690,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Go Back N ARQ Protocol Explained| What Is Go Back N ARQ Protocol | Networking Tutorial | Simplilearn,https://www.youtube.com/watch?v=SGGJdR4qD7M,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6691,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Stop And Wait Protocol Explained | How Stop & Wait Protocol Works? | Computer Networks | Simplilearn,https://www.youtube.com/watch?v=QgdFm7Ynh_8,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6692,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Sliding Window Protocol | Working Of Sliding Window Protocol | Networking Tutorial | Simplilearn,https://www.youtube.com/watch?v=L6nroRENiAk,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6693,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Selective Repeat ARQ Explained | Selective Repeat Protocol | Networking Tutorial | Simplilearn,https://www.youtube.com/watch?v=dUX8A6VTqdk,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6694,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Google Dorking Tutorial | What Is Google Dorks And How To Use It? | Ethical Hacking | Simplilearn,https://www.youtube.com/watch?v=Jsg9JOyoeg0,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6695,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Most Common CyberSecurity Threats | CyberSecurity Attacks | CyberSecurity For Beginners |Simplilearn,https://www.youtube.com/watch?v=y6E_CxkLLw8,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6696,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,Most Dangerous Computer Viruses | Top 6 Computer Viruses In The World | Cyber Security | Simplilearn,https://www.youtube.com/watch?v=6DzX0Try-vo,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6697,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,What Is Malware? | Malware Explained | What Is Malware And It's Types? | Malware Attack |Simplilearn,https://www.youtube.com/watch?v=Bvqyg51Czdk,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
6698,Information Technology,Cyber Security Playlist [2024 Updated]🔥,,SQL Injection Tutorial For Beginners | What Is SQL Injection? | Cyber Security Course | Simplilearn,https://www.youtube.com/watch?v=QzP-B69LC5o,Module 9: Cybersecurity Trends and Future,12th,English/Hindi
