Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
8649,Physics,Computational Physics Using Python,105hrs 17min,"Computational Physics Lecture 2, Introduction to Python",https://www.youtube.com/watch?v=mLZTDccwtfg,Module 1: Introduction to Python,1,12th,English/Hindi
8650,Physics,Computational Physics Using Python,,"Computational Physics Lecture 3, Introduction to Python",https://www.youtube.com/watch?v=D6ooi7lp5sk,Module 1: Introduction to Python,1,12th,English/Hindi
8651,Physics,Computational Physics Using Python,,"Computational Physics Lecture 4, Introduction to Matplotlib",https://www.youtube.com/watch?v=Xmr3VrtVJbU,Module 1: Introduction to Matplotlib and Errors,1,12th,English/Hindi
8652,Physics,Computational Physics Using Python,,"Computational Physics Lecture 5, Round-off and Truncation Errors",https://www.youtube.com/watch?v=jAQKjKqBSC8,Module 1: Introduction to Matplotlib and Errors,1,12th,English/Hindi
8653,Physics,Computational Physics Using Python,,"Computational Physics Lecture 6, Root Finding and Bracketing Methods.",https://www.youtube.com/watch?v=0x-Sa8VYhoM,Module 2: Root Finding Methods,2,12th,English/Hindi
8654,Physics,Computational Physics Using Python,,"Computational Physics Lecture 7, Open Methods for Root Finding.",https://www.youtube.com/watch?v=dAUiJE_DgEI,Module 2: Root Finding Methods,2,12th,English/Hindi
8655,Physics,Computational Physics Using Python,,"Computational Physics Lecture 8, Comparison of Bracketing and Open Methods for Root Finding.",https://www.youtube.com/watch?v=OviWvWCkmh0,Module 2: Root Finding Methods,2,12th,English/Hindi
8656,Physics,Computational Physics Using Python,,"Computational Physics Lecture 9, Systems of Nonlinear Equations",https://www.youtube.com/watch?v=Ox2URrCYYWE,Module 2: Systems of Equations,2,12th,English/Hindi
8657,Physics,Computational Physics Using Python,,"Computational Physics Lecture 10, Gauss Elimination Method for Linear Systems",https://www.youtube.com/watch?v=i_TFKflyJgs,Module 3: Linear Systems,3,12th,English/Hindi
8658,Physics,Computational Physics Using Python,,"Computational Physics Lecture 11, LU Decomposition and Matrix Inversion",https://www.youtube.com/watch?v=7ylr3Rzb10Q,Module 3: Linear Systems,3,12th,English/Hindi
8659,Physics,Computational Physics Using Python,,"Computational Physics Lecture 12, Special Matrices and Gauss-Seidel",https://www.youtube.com/watch?v=s9fD5R84iPA,Module 3: Linear Systems,3,12th,English/Hindi
8660,Physics,Computational Physics Using Python,,"Computational Physics Lecture 13, One-Dimensional Unconstrained Optimization",https://www.youtube.com/watch?v=z5EcwQkSTo4,Module 4: Optimization,4,12th,English/Hindi
8661,Physics,Computational Physics Using Python,,"Computational Physics Lecture 14, Multi-Dimensional Unconstrained Optimization",https://www.youtube.com/watch?v=t_ecplkojYo,Module 4: Optimization,4,12th,English/Hindi
8662,Physics,Computational Physics Using Python,,"Computational Physics Lecture 15, Linear Regression",https://www.youtube.com/watch?v=HdZ3RuAioww,Module 5: Regression,5,12th,English/Hindi
8663,Physics,Computational Physics Using Python,,"Computational Physics Lecture 17, Interpolation",https://www.youtube.com/watch?v=ZA5QAIjP_14,Module 5: Regression,5,12th,English/Hindi
8664,Physics,Computational Physics Using Python,,"Computational Physics Lecture 16, General Linear Least Squares Regression and Non-Linear Regression",https://www.youtube.com/watch?v=_qZIkhIGSZk,Module 5: Regression,5,12th,English/Hindi
8665,Physics,Computational Physics Using Python,,"Computational Physics Lecture 18, Fourier Series and Transform",https://www.youtube.com/watch?v=8Q8cVGDfd1E,Module 6: Interpolation and Fourier Analysis,6,12th,English/Hindi
8666,Physics,Computational Physics Using Python,,"Computational Physics Lecture 19, Discrete Fourier Transform and Fast Fourier Transform",https://www.youtube.com/watch?v=_FFJsZkywRY,Module 6: Interpolation and Fourier Analysis,6,12th,English/Hindi
8667,Physics,Computational Physics Using Python,,"Computational Physics Lecture 20, Numerical Integration I",https://www.youtube.com/watch?v=f1KsSaJrY-o,Module 6: Interpolation and Fourier Analysis,6,12th,English/Hindi
8668,Physics,Computational Physics Using Python,,"Computational Physics Lecture 21, Romberg Integration and Gauss Quadrature",https://www.youtube.com/watch?v=eixp1LQWmt4,Module 7: Numerical Integration,7,12th,English/Hindi
8669,Physics,Computational Physics Using Python,,"Computational Physics Lecture 22, Numerical Integration of ODEs",https://www.youtube.com/watch?v=ev_g_6DKAHM,Module 7: Numerical Integration,7,12th,English/Hindi
8670,Physics,Computational Physics Using Python,,"Computational Physics Lecture 23, Runge-Kutta Methods",https://www.youtube.com/watch?v=VfZlcCjTTj4,Module 8: Numerical Integration of ODEs,8,12th,English/Hindi
8671,Physics,Computational Physics Using Python,,"Computational Physics Lecture 24, Implicit Euler Method and Stiff ODEs.",https://www.youtube.com/watch?v=ZL97OhSi6UM,Module 8: Numerical Integration of ODEs,8,12th,English/Hindi
8672,Physics,Computational Physics Using Python,,"Computational Physics Lecture 25, Boundary-Value Problem for ODEs",https://www.youtube.com/watch?v=pKSVc9OSPsY,Module 8: Numerical Integration of ODEs,8,12th,English/Hindi
8673,Physics,Computational Physics Using Python,,"Computational Physics Lecture 26, Introduction to Partial Differential Equations.",https://www.youtube.com/watch?v=6R1BL_VYsQc,Module 9: Partial Differential Equations,9,12th,English/Hindi
8674,Physics,Computational Physics Using Python,,"Computational Physics Lecture 27, Finite-Difference Methods for Parabolic PDEs",https://www.youtube.com/watch?v=digYZPXbcXE,Module 9: Partial Differential Equations,9,12th,English/Hindi
