Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
12049,Artificial Intelligence,Artificial Intelligence (AI) in Education,21hrs 3min,Khanmigo for teachers,https://www.youtube.com/watch?v=TuoWM2vc_a0,Module 1: Introduction to Khanmigo for Teachers,1,12th,English/Hindi
12050,Artificial Intelligence,Artificial Intelligence (AI) in Education,,Teaching Math with Khanmigo,https://www.youtube.com/watch?v=4s46U9_eIXg,Module 1: Teaching Math with Khanmigo,1,12th,English/Hindi
12051,Artificial Intelligence,Artificial Intelligence (AI) in Education,,Teaching Science with Khanmigo,https://www.youtube.com/watch?v=Ak-1MtnbzUg,Module 1: Teaching Science with Khanmigo,1,12th,English/Hindi
12052,Artificial Intelligence,Artificial Intelligence (AI) in Education,,Teaching ELA with Khanmigo,https://www.youtube.com/watch?v=pLw4oG5JNN0,Module 1: Teaching ELA with Khanmigo,1,12th,English/Hindi
12053,Artificial Intelligence,Artificial Intelligence (AI) in Education,,Teaching Social Studies with Khanmigo,https://www.youtube.com/watch?v=NpoN-H7i1pA,Module 2: Teaching Social Studies with Khanmigo,2,12th,English/Hindi
12054,Artificial Intelligence,Artificial Intelligence (AI) in Education,,"Sal Khan on the importance of free, high-quality AI tools for teachers & district leaders",https://www.youtube.com/watch?v=BbslbG2ReLE,"Module 2: Sal Khan on the importance of free, high-quality AI tools for teachers & district leaders",2,12th,English/Hindi
12055,Artificial Intelligence,Artificial Intelligence (AI) in Education,,Text to Speech,https://www.youtube.com/watch?v=M2oH7VdQnho,Module 2: Text to Speech,2,12th,English/Hindi
12056,Artificial Intelligence,Artificial Intelligence (AI) in Education,,Unlocking the Power of Creativity and AI: Preparing Students for the Future Workforce,https://www.youtube.com/watch?v=otOfe7MkFHE,Module 2: Unlocking the Power of Creativity and AI: Preparing Students for the Future Workforce,2,12th,English/Hindi
12057,Artificial Intelligence,Artificial Intelligence (AI) in Education,,FocusMode,https://www.youtube.com/watch?v=MgE3nkFcBZU,Module 3: FocusMode,3,12th,English/Hindi
12058,Artificial Intelligence,Artificial Intelligence (AI) in Education,,Recommendations,https://www.youtube.com/watch?v=Wehp-EBj-a8,Module 3: Recommendations,3,12th,English/Hindi
12059,Artificial Intelligence,Artificial Intelligence (AI) in Education,,AI for ELA with Khan Academy,https://www.youtube.com/watch?v=5RlrzSAEUqs,Module 3: AI for ELA with Khan Academy,3,12th,English/Hindi
12060,Artificial Intelligence,Artificial Intelligence (AI) in Education,,A chat with MLK on #MLKDay,https://www.youtube.com/watch?v=fVsmH-L7FUM,Module 3: A chat with MLK on #MLKDay,3,12th,English/Hindi
12061,Artificial Intelligence,Artificial Intelligence (AI) in Education,,Boost Your College Apps with AI: Meet Khanmigo!,https://www.youtube.com/watch?v=yNT2Ys_DnnE,Module 4: Boost Your College Apps with AI: Meet Khanmigo!,4,12th,English/Hindi
12062,Artificial Intelligence,Artificial Intelligence (AI) in Education,,Try this AI for college admissions! #collegeapplications,https://www.youtube.com/watch?v=i1S7SXncwQo,Module 4: Try this AI for college admissions! #collegeapplications,4,12th,English/Hindi
12063,Artificial Intelligence,Artificial Intelligence (AI) in Education,,7 Principles for AI in Education: Part 1 of 2,https://www.youtube.com/watch?v=AVeyN5058NE,Module 4: 7 Principles for AI in Education: Part 1 of 2,4,12th,English/Hindi
12064,Artificial Intelligence,Artificial Intelligence (AI) in Education,,Setting AI Policies for your School Districts: Part 2 of 2,https://www.youtube.com/watch?v=SAO1R595DBw,Module 4: Setting AI Policies for your School Districts: Part 2 of 2,4,12th,English/Hindi
12065,Artificial Intelligence,Artificial Intelligence (AI) in Education,,Create a Newsletter,https://www.youtube.com/watch?v=312851EChgQ,Module 5: Create a Newsletter,5,12th,English/Hindi
12066,Artificial Intelligence,Artificial Intelligence (AI) in Education,,Lesson Planning with Khanmigo Webinar,https://www.youtube.com/watch?v=3czGAcC8XHU,Module 5: Lesson Planning with Khanmigo Webinar,5,12th,English/Hindi
12067,Artificial Intelligence,Artificial Intelligence (AI) in Education,,Khanmigo Teacher Story - Ms. Bartsch,https://www.youtube.com/watch?v=UveN1NLMGPs,Module 5: Khanmigo Teacher Story - Ms. Bartsch,5,12th,English/Hindi
12068,Artificial Intelligence,Artificial Intelligence (AI) in Education,,AMA with Sal Khan on AI + Education,https://www.youtube.com/watch?v=rO6OVLt-puo,Module 5: AMA with Sal Khan on AI + Education,5,12th,English/Hindi
12069,Artificial Intelligence,Artificial Intelligence (AI) in Education,,"Teachers, learn how to save 5 hours per week with Khanmigo! | Lesson planning tools for teachers",https://www.youtube.com/watch?v=3xlE2hgx8bk,"Module 6: Teachers, learn how to save 5 hours per week with Khanmigo! | Lesson planning tools for teachers",6,12th,English/Hindi
12070,Artificial Intelligence,Artificial Intelligence (AI) in Education,,Personalized Stories Starring Your Kids: Khanmigo's Craft a Story! | Bedtime stories for kids,https://www.youtube.com/watch?v=a5Kz8XnnyQQ,Module 6: Personalized Stories Starring Your Kids: Khanmigo's Craft a Story! | Bedtime stories for kids,6,12th,English/Hindi
12071,Artificial Intelligence,Artificial Intelligence (AI) in Education,,Khanmigo: Teacher Activities Overview,https://www.youtube.com/watch?v=bSvIn4fm2GQ,Module 6: Khanmigo: Teacher Activities Overview,6,12th,English/Hindi
