Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
669,Performing Arts,The (Almost) Complete Guide to Stage Management,0hrs 224min,About the Course | The (Almost) Complete Guide to Stage Management #1,https://www.youtube.com/watch?v=KR-strwaBsE,Module 1: Introduction to Stage Management,1,12th,English/Hindi
670,Performing Arts,The (Almost) Complete Guide to Stage Management,,"What is a Stage Manager, Anyway? | Half Hour Call #1",https://www.youtube.com/watch?v=hZa_g0bmHg4,Module 1: Introduction to Stage Management,2,12th,English/Hindi
671,Performing Arts,The (Almost) Complete Guide to Stage Management,,All About Prep Week | The (Almost) Complete Guide to Stage Management #2,https://www.youtube.com/watch?v=sDxrAa4ydrg,Module 1: Introduction to Stage Management,3,12th,English/Hindi
672,Performing Arts,The (Almost) Complete Guide to Stage Management,,Document Design for Stage Managers | The (Almost) Complete Guide to Stage Management #3,https://www.youtube.com/watch?v=wE0VXft9dx4,Module 1: Introduction to Stage Management,4,12th,English/Hindi
673,Performing Arts,The (Almost) Complete Guide to Stage Management,,Secret Tips to Formatting Scripts | The (Almost) Complete Guide to Stage Management #4,https://www.youtube.com/watch?v=BC3l5Vh5x_I,Module 2: Pre-Production and Planning,5,12th,English/Hindi
674,Performing Arts,The (Almost) Complete Guide to Stage Management,,Production Analysis Like a Pro | The (Almost) Complete Guide to Stage Management #5,https://www.youtube.com/watch?v=7HbnsyCQr5Y,Module 2: Pre-Production and Planning,6,12th,English/Hindi
675,Performing Arts,The (Almost) Complete Guide to Stage Management,,Breaking Down Scene Breakdowns | The (Almost) Complete Guide to Stage Management #6,https://www.youtube.com/watch?v=aB6nUD_CDdQ,Module 2: Pre-Production and Planning,7,12th,English/Hindi
676,Performing Arts,The (Almost) Complete Guide to Stage Management,,"Daily Calls, Weekly Calls, & Production Calendars | The (Almost) Complete Guide to Stage Management",https://www.youtube.com/watch?v=deLj4zS7ro8,Module 2: Pre-Production and Planning,8,12th,English/Hindi
677,Performing Arts,The (Almost) Complete Guide to Stage Management,,"Call Boards, Communication, & Sign In Sheets | The (Almost) Complete Guide to Stage Management #8",https://www.youtube.com/watch?v=psS-1W-0OJI,Module 3: Rehearsals and Blocking,9,12th,English/Hindi
678,Performing Arts,The (Almost) Complete Guide to Stage Management,,How Do Stage Managers Tape Out a Rehearsal Room? |The (Almost) Complete Guide to Stage Management #9,https://www.youtube.com/watch?v=fzisMBdn5f4,Module 3: Rehearsals and Blocking,10,12th,English/Hindi
679,Performing Arts,The (Almost) Complete Guide to Stage Management,,Actor Packets & First Rehearsal | The (Almost) Complete Guide to Stage Management #10,https://www.youtube.com/watch?v=erGDfkZFJyc,Module 3: Rehearsals and Blocking,11,12th,English/Hindi
680,Performing Arts,The (Almost) Complete Guide to Stage Management,,Running a Rehearsal Room & Being on Book | The (Almost) Complete Guide to Stage Management #11,https://www.youtube.com/watch?v=Pcc_NNCJC7k,Module 3: Rehearsals and Blocking,12,12th,English/Hindi
681,Performing Arts,The (Almost) Complete Guide to Stage Management,,How to Write Rehearsal and Performance Reports | The (Almost) Complete Guide to Stage Management #12,https://www.youtube.com/watch?v=V_5jL5GC5Lk,Module 4: Technical Elements and Paperwork,13,12th,English/Hindi
