Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
682,Performing Arts,The (Almost) Complete Guide to Stage Management,,How to Take Blocking Notes (Part 1) | The (Almost) Complete Guide to Stage Management #13,https://www.youtube.com/watch?v=7xOuqCJNevU,Module 4: Technical Elements and Paperwork,14,12th,English/Hindi
683,Performing Arts,The (Almost) Complete Guide to Stage Management,,How to Take Blocking Notes (Part 2) | The (Almost) Complete Guide to Stage Management #14,https://www.youtube.com/watch?v=AsVbC_lrSAQ,Module 4: Technical Elements and Paperwork,15,12th,English/Hindi
684,Performing Arts,The (Almost) Complete Guide to Stage Management,,How Do Stage Managers Track Props? | The (Almost) Complete Guide to Stage Management #15,https://www.youtube.com/watch?v=LdcBlquAV98,Module 5: Running the Show and Beyond,16,12th,English/Hindi
685,Performing Arts,The (Almost) Complete Guide to Stage Management,,Entrance/Exit Breakdowns & Costume Plots | The (Almost) Complete Guide to Stage Management #16,https://www.youtube.com/watch?v=gA7YhmLvHfA,Module 5: Running the Show and Beyond,17,12th,English/Hindi
686,Performing Arts,The (Almost) Complete Guide to Stage Management,,How to Make a Run Sheet (aka Shift Plot) | The (Almost) Complete Guide to Stage Management #17,https://www.youtube.com/watch?v=7dJRF0OW2aE,Module 5: Running the Show and Beyond,18,12th,English/Hindi
687,Performing Arts,The (Almost) Complete Guide to Stage Management,,Tips for a Terrific Technical Rehearsal | The (Almost) Complete Guide to Stage Management #18,https://www.youtube.com/watch?v=54XXJiYa5wk,Module 6: Career Development,19,12th,English/Hindi
688,Performing Arts,The (Almost) Complete Guide to Stage Management,,How Do Stage Managers Call the Show? (Part 1) | The (Almost) Complete Guide to Stage Management #19,https://www.youtube.com/watch?v=0m8BZebWKbM,Module 6: Career Development,20,12th,English/Hindi
689,Performing Arts,The (Almost) Complete Guide to Stage Management,,How Do Stage Managers Call the Show? (Part 2) | The (Almost) Complete Guide to Stage Management #20,https://www.youtube.com/watch?v=QX9RkW5Lj4E,Module 6: Career Development,21,12th,English/Hindi
690,Performing Arts,The (Almost) Complete Guide to Stage Management,,How Do Stage Managers Call the Show? (Part 3) | The (Almost) Complete Guide to Stage Management #21,https://www.youtube.com/watch?v=zWSk5LGgUb4,Module 6: Career Development,22,12th,English/Hindi
691,Performing Arts,The (Almost) Complete Guide to Stage Management,,Maintaining the Show | The (Almost) Complete Guide to Stage Management #22,https://www.youtube.com/watch?v=K27N0D71qYk,Module 6: Career Development,23,12th,English/Hindi
692,Performing Arts,The (Almost) Complete Guide to Stage Management,,How Do Stage Managers Build Soft Skills?? | The (Almost) Complete Guide to Stage Management #23,https://www.youtube.com/watch?v=yQ7XG5aT4xE,Module 6: Career Development,24,12th,English/Hindi
693,Performing Arts,The (Almost) Complete Guide to Stage Management,,Stage Management Resumés | The (Almost) Complete Guide to Stage Management #24,https://www.youtube.com/watch?v=OapeVCb1rKc,Module 6: Career Development,25,12th,English/Hindi
694,Performing Arts,The (Almost) Complete Guide to Stage Management,,How to Make a Stage Manager Portfolio and Website | The (Almost) Complete Guide to Stage Management,https://www.youtube.com/watch?v=HYWV3KfkJPo,Module 6: Career Development,26,12th,English/Hindi
695,Performing Arts,The (Almost) Complete Guide to Stage Management,,How to Write a Cover Letter for Stage Managers | The (Almost) Complete Guide to Stage Management #26,https://www.youtube.com/watch?v=jLV-IJnuEXs,Module 6: Career Development,27,12th,English/Hindi
696,Performing Arts,The (Almost) Complete Guide to Stage Management,,Stage Manager Interview Tips to GET MORE JOBS! | The (Almost) Complete Guide to Stage Management #27,https://www.youtube.com/watch?v=8ydyMhYIDio,Module 6: Career Development,28,12th,English/Hindi
697,Performing Arts,The (Almost) Complete Guide to Stage Management,,So... Now What?? | Graduation from The (Almost) Complete Guide to Stage Management! #28,https://www.youtube.com/watch?v=785yVTKUbgo,Module 6: Career Development,28,12th,English/Hindi
