Unnamed: 0,Sector,CourseName,Duration,TopicName,URL,Module,ModuleNo,Minimum Education,Language
619,Performing Arts,SOUND DESIGN THEORY,0hrs 157min,Sound Design Theory : Introduction,https://www.youtube.com/watch?v=OVdwspf0epY,Module 1: Sound Design Fundamentals,1,12th,English/Hindi
620,Performing Arts,SOUND DESIGN THEORY,,"[Music Theory in 5m #2] Harmonics and overtones, the basis of sound design (VOSTFR)",https://www.youtube.com/watch?v=Z3dtjAU6RkA,Module 1: Sound Design Fundamentals,1,12th,English/Hindi
621,Performing Arts,SOUND DESIGN THEORY,,Sound Design Theory: Sound Sources and Oscillators,https://www.youtube.com/watch?v=2i_gZugmTSA,Module 1: Sound Design Fundamentals,1,12th,English/Hindi
622,Performing Arts,SOUND DESIGN THEORY,,Sound Design Theory: 8 Types of Audio Synthesis,https://www.youtube.com/watch?v=F1RsE4J9k9w,Module 2: Synthesis and Sound Manipulation,2,12th,English/Hindi
623,Performing Arts,SOUND DESIGN THEORY,,Sound Design Theory: Filters and EQ explained!,https://www.youtube.com/watch?v=46Ep4ecxG2I,Module 2: Synthesis and Sound Manipulation,2,12th,English/Hindi
624,Performing Arts,SOUND DESIGN THEORY,,Sound Design Theory: LFO & Envelope explained!,https://www.youtube.com/watch?v=UxGswh6XLto,Module 2: Synthesis and Sound Manipulation,2,12th,English/Hindi
625,Performing Arts,SOUND DESIGN THEORY,,Make YOUR OWN audio distortions with waveshapers | Sound Design Theory #6,https://www.youtube.com/watch?v=GKAWnT1WA58,Module 3: Effects and Processing,3,12th,English/Hindi
626,Performing Arts,SOUND DESIGN THEORY,,"MIDI controllers, Step Sequencers and Arpeggiators - Sound Design Theory",https://www.youtube.com/watch?v=rL44hEnraS8,Module 3: Effects and Processing,3,12th,English/Hindi
627,Performing Arts,SOUND DESIGN THEORY,,"The many uses of a Compressor: Glue compression, Sidechain, OTT, De-esser... - Sound Design Theory",https://www.youtube.com/watch?v=hJLjV5yDKQQ,Module 3: Effects and Processing,3,12th,English/Hindi
628,Performing Arts,SOUND DESIGN THEORY,,Everything about REVERB explained very FAST - Sound Design Theory,https://www.youtube.com/watch?v=ml5B79roLm0,Module 4: Advanced Techniques and Applications,4,12th,English/Hindi
629,Performing Arts,SOUND DESIGN THEORY,,10 ways to use DELAY (from most common to most creative) - Sound Design Theory,https://www.youtube.com/watch?v=44zckdanP5o,Module 4: Advanced Techniques and Applications,4,12th,English/Hindi
630,Performing Arts,SOUND DESIGN THEORY,,"How FLANGER, CHORUS & PHASER process your sound - Sound Design Theory",https://www.youtube.com/watch?v=4vRleMQdZZU,Module 4: Advanced Techniques and Applications,4,12th,English/Hindi
631,Performing Arts,SOUND DESIGN THEORY,,Bit depth and Sample rate EXPLAINED (Bitcrusher) - Sound Design Theory,https://www.youtube.com/watch?v=SMeikiTh57o,Module 5: Sound Design in Practice,5,12th,English/Hindi
632,Performing Arts,SOUND DESIGN THEORY,,Vocoder VS Auto-tune VS Talkbox - Sound Design Theory,https://www.youtube.com/watch?v=dli1ACHhgPg,Module 5: Sound Design in Practice,5,12th,English/Hindi
633,Performing Arts,SOUND DESIGN THEORY,,7 LEVELS TO IMPROVE YOUR SOUND DESIGN SKILLS - Layering with CUBE,https://www.youtube.com/watch?v=6K36RmktCu4,Module 5: Sound Design in Practice,5,12th,English/Hindi
634,Performing Arts,SOUND DESIGN THEORY,,MICK GORDON'S SOUND DESIGN METHOD EXPLAINED (Make it your own + Giveaway),https://www.youtube.com/watch?v=pwYCDpb7QwQ,Module 6: Case Studies and Creative Exploration,6,12th,English/Hindi
635,Performing Arts,SOUND DESIGN THEORY,,How to start ANY dubstep sound design (with cheat sheet) - Sound Design Theory,https://www.youtube.com/watch?v=HRrOM6dhruM,Module 6: Case Studies and Creative Exploration,6,12th,English/Hindi
636,Performing Arts,SOUND DESIGN THEORY,,Ableton Live Modulation Tricks,https://www.youtube.com/watch?v=K4cwPGbPmAY,Module 6: Case Studies and Creative Exploration,6,12th,English/Hindi
637,Performing Arts,SOUND DESIGN THEORY,,Distortion: Advanced Techniques - Sound Design Theory (+ free Ableton Racks),https://www.youtube.com/watch?v=GFLyW6ozb8o,Module 6: Case Studies and Creative Exploration,6,12th,English/Hindi
638,Performing Arts,SOUND DESIGN THEORY,,Synth VS sample for sound design,https://www.youtube.com/watch?v=RoTc3cWLloY,Module 6: Case Studies and Creative Exploration,6,12th,English/Hindi
